fecha,t,hora,p [€/MWh],p_eff [€/MWh],x_sell [MWh],x_buy [MWh],x_ch [MWh],x_dis [MWh],r_up [MWh],r_down [MWh],a_up [MWh],a_down [MWh],SOC [MWh],y_bat,y_grid,pi_disp_up [€/MWh],pi_disp_down [€/MWh],pi_act_up [€/MWh],pi_act_down [€/MWh],E_max [MWh],SOC_min [MWh]
2025-09-11,1,00:00,82.96,82.96,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.9686,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-11,2,00:15,86.47,86.47,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.9371,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-11,3,00:30,83.84,83.84,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.9057,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-11,4,00:45,86.73,86.73,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.8742,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-11,5,01:00,77.24,77.24,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.8428,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-11,6,01:15,81.51,81.51,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.8113,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-11,7,01:30,78.46,78.46,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.7799,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-11,8,01:45,76.2,76.2,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.7484,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-11,9,02:00,67.24,67.24,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.717,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-11,10,02:15,66.99,66.99,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.8342,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-11,11,02:30,67.86,67.86,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.8028,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-11,12,02:45,67.11,67.11,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.7714,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-11,13,03:00,66.35,66.35,0.0,0.125,0.125,0.0,0.0,-0.0,0.0,0.0,0.8886,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-11,14,03:15,67.38,67.38,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.8572,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-11,15,03:30,68.78,68.78,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.8257,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-11,16,03:45,66.69,66.69,0.0,0.125,0.125,0.0,0.0,-0.0,0.0,0.0,0.943,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
