fecha,t,hora,p [€/MWh],p_eff [€/MWh],x_sell [MWh],x_buy [MWh],x_ch [MWh],x_dis [MWh],r_up [MWh],r_down [MWh],a_up [MWh],a_down [MWh],SOC [MWh],y_bat,y_grid,pi_disp_up [€/MWh],pi_disp_down [€/MWh],pi_act_up [€/MWh],pi_act_down [€/MWh],E_max [MWh],SOC_min [MWh]
2025-09-16,1,00:00,79.47,79.47,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.9686,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,2,00:15,80.12,80.12,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.9371,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,3,00:30,81.23,81.23,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.9057,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,4,00:45,79.23,79.23,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.8742,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,5,01:00,79.27,79.27,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.8428,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,6,01:15,77.32,77.32,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.8113,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,7,01:30,77.73,77.73,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.7799,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,8,01:45,77.64,77.64,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.7484,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,9,02:00,70.8,70.8,0.0,0.125,0.125,0.0,0.0,-0.0,0.0,0.0,0.8657,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,10,02:15,69.96,69.96,0.0,0.125,0.125,0.0,0.0,-0.0,0.0,0.0,0.983,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,11,02:30,73.41,73.41,0.0,0.1102,0.106,0.0,-0.0,0.019,0.0,0.0042,1.0863,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,12,02:45,73.95,73.95,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.0549,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,13,03:00,71.76,71.76,0.0,0.125,0.125,0.0,0.0,-0.0,0.0,0.0,1.1721,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,14,03:15,72.28,72.28,0.0,0.125,0.125,0.0,0.0,-0.0,0.0,0.0,1.2894,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,15,03:30,73.91,73.91,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.258,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,16,03:45,75.45,75.45,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.2265,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,17,04:00,77.87,77.87,0.0295,0.0,0.0,0.0,0.125,-0.0,0.0295,0.0,1.1951,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,18,04:15,80.77,80.77,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.1636,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,19,04:30,78.66,78.66,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.1322,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,20,04:45,82.69,82.69,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.1007,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,21,05:00,82.31,82.31,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.0693,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,22,05:15,83.23,83.23,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.0378,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,23,05:30,82.78,82.78,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.0064,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,24,05:45,88.49,88.49,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.9749,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,25,06:00,100.37,100.37,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.9435,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,26,06:15,102.77,102.77,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.912,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2025-09-16,27,06:30,101.26,101.26,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.8806,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
