fecha,sim_id,tipo,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],energia_no_cargada [MWh],energia_no_operada [MWh],intervalos_soc_critico,soc_final [MWh],soc_final_desv [MWh],pi_disp_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo
2026-02-19,1,normal,690.7924,652.2155,38.5769,5.91,67.8237,206.6389,436.0021,19.6722,0.2494,0.0,3,0.5213,-0.4787,10.9825,109.6396,50.5813,1.1168,1.2956,3,1,False
2026-02-19,2,normal,735.1126,652.2155,82.8971,12.71,70.6798,187.0254,495.7374,18.3301,0.5,0.0,1,0.5141,-0.4859,9.9401,131.6695,56.5375,1.0275,0.9614,7,1,False
2026-02-19,3,normal,661.0334,652.2155,8.8179,1.35,62.6506,187.7793,429.6885,19.0851,0.5,0.0,7,0.5195,-0.4805,9.9802,108.1847,57.8177,1.1407,1.2128,7,3,False
2026-02-19,4,normal,696.2968,652.2155,44.0814,6.76,64.6825,174.8783,475.2316,18.4956,0.4994,0.25,11,0.5113,-0.4887,9.2945,117.4513,45.8839,1.1097,0.833,4,2,False
2026-02-19,5,normal,557.3811,652.2155,-94.8344,-14.54,67.0791,182.4182,325.0009,17.1172,0.25,0.0,0,1.2272,0.2272,9.6952,109.6702,50.9635,0.8312,0.7735,6,1,False
2026-02-19,6,normal,591.7616,652.2155,-60.4538,-9.27,68.0886,196.9372,345.9853,19.2495,0.0,0.0,0,1.0209,0.0209,10.4669,97.128,48.7757,1.0128,1.1383,4,1,False
2026-02-19,7,normal,615.5143,652.2155,-36.7012,-5.63,70.6503,187.0271,375.3066,17.4698,0.5677,0.1427,2,0.5046,-0.4954,9.9402,108.2601,48.3876,0.9762,0.9985,6,1,False
2026-02-19,8,normal,672.7647,652.2155,20.5492,3.15,67.0345,182.9011,441.5255,18.6965,0.0,0.5,4,0.5153,-0.4847,9.7209,114.9475,44.0373,1.0544,1.0187,3,2,False
2026-02-19,9,normal,649.3646,652.2155,-2.8509,-0.44,68.5087,171.0509,428.6597,18.8548,0.1094,0.0,0,0.9199,-0.0801,9.0911,118.798,54.5802,0.9901,0.9871,7,0,False
2026-02-19,10,normal,680.8983,652.2155,28.6828,4.4,69.8259,184.01,443.66,16.5977,0.75,0.0,0,1.0004,0.0004,9.7798,137.6275,43.8836,0.8633,1.1961,5,0,False
2026-02-19,11,normal,621.7604,652.2155,-30.455,-4.67,72.8762,189.5808,376.1863,16.8829,0.0,0.5,0,1.1939,0.1939,10.0759,121.9959,53.4772,0.8579,0.931,7,3,False
2026-02-19,12,normal,629.5908,652.2155,-22.6247,-3.47,70.9746,193.2011,382.4158,17.0008,0.25,0.0,0,1.2459,0.2459,10.2683,129.6772,49.8908,0.8215,1.0233,4,2,False
2026-02-19,13,normal,679.8999,652.2155,27.6844,4.24,67.221,203.652,427.8164,18.7895,0.25,0.0,0,0.6996,-0.3004,10.8238,115.7303,41.4807,1.0406,0.8457,6,2,False
2026-02-19,14,normal,720.2663,652.2155,68.0508,10.43,68.7227,202.2054,468.5534,19.2152,0.0,0.5,8,0.516,-0.484,10.7469,116.2967,50.7772,1.1138,1.0493,4,2,False
2026-02-19,15,normal,602.6991,652.2155,-49.5163,-7.59,66.8442,183.2343,368.7774,16.1568,0.25,0.0677,0,1.3557,0.3557,9.7386,136.5332,54.6744,0.7439,1.1641,6,3,False
2026-02-19,16,normal,635.0324,652.2155,-17.183,-2.63,67.4267,202.9705,383.6712,19.0361,0.25,0.0,0,0.5559,-0.4441,10.7876,103.6652,41.8205,1.0416,0.8191,2,0,False
2026-02-19,17,normal,636.7832,652.2155,-15.4323,-2.37,69.8044,169.1003,413.0945,15.216,1.25,0.25,6,0.5164,-0.4836,8.9874,126.6782,51.2023,0.893,1.071,7,2,False
