fecha,sim_id,tipo,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],energia_no_cargada [MWh],energia_no_operada [MWh],intervalos_soc_critico,soc_final [MWh],soc_final_desv [MWh],pi_disp_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo
2026-02-02,1,normal,583.0423,662.1131,-79.0708,-11.94,72.4089,190.1664,339.9339,19.4669,0.0,0.0517,5,0.7052,-0.2948,10.0212,90.2944,48.1577,1.107,0.7925,3,2,False
2026-02-02,2,normal,734.3253,662.1131,72.2122,10.91,73.9773,203.885,474.0058,17.5429,0.9276,0.2195,18,0.4872,-0.5128,10.7441,116.6922,49.0129,1.1216,1.0307,7,1,False
2026-02-02,3,normal,615.736,662.1131,-46.3771,-7.0,73.816,196.5597,363.5699,18.2096,0.25,0.0,0,0.8262,-0.1738,10.3581,104.6014,55.9963,0.9721,1.2449,4,1,False
2026-02-02,4,normal,626.7367,662.1131,-35.3764,-5.34,72.2931,190.4419,382.451,18.4493,0.0,0.0,0,1.1069,0.1069,10.0357,111.487,50.4995,0.9342,1.1211,4,0,False
2026-02-02,5,normal,665.1223,662.1131,3.0092,0.45,76.0278,196.1348,409.898,16.9383,0.8017,0.0,9,0.7049,-0.2951,10.3357,116.866,54.9765,0.9707,0.7836,7,0,False
2026-02-02,6,normal,570.1464,662.1131,-91.9667,-13.89,73.5685,181.938,331.2038,16.5639,0.25,0.0,0,1.2752,0.2752,9.5876,115.2721,58.9518,0.8213,0.8085,6,3,False
2026-02-02,7,normal,692.071,662.1131,29.9579,4.52,72.1442,189.4626,447.9402,17.4759,0.25,0.0,0,1.1592,0.1592,9.9841,134.5094,53.8652,0.8983,0.9788,3,1,False
2026-02-02,8,normal,764.0424,662.1131,101.9293,15.39,73.8479,188.9879,520.222,19.0154,0.25,0.25,13,0.7194,-0.2806,9.9591,125.4537,47.7715,1.1432,1.2731,6,3,False
2026-02-02,9,normal,640.0392,662.1131,-22.0739,-3.33,70.4453,186.1321,400.8138,17.352,0.3017,0.25,0,0.6045,-0.3955,9.8086,114.3637,65.1741,0.9652,0.9956,12,2,False
2026-02-02,10,normal,733.634,662.1131,71.5209,10.8,73.6807,192.0397,485.6118,17.6982,0.5695,0.0,5,0.8876,-0.1124,10.1199,131.355,53.3761,0.9949,1.346,9,1,False
2026-02-02,11,normal,583.6491,662.1131,-78.464,-11.85,72.9687,189.3108,338.5187,17.1491,0.25,0.4436,2,0.7132,-0.2868,9.9761,99.3463,52.8505,0.9506,1.0644,3,2,False
2026-02-02,12,normal,687.5725,662.1131,25.4594,3.85,75.4503,181.8294,450.5219,20.2291,0.25,0.0,9,0.73,-0.27,9.5819,105.8567,47.3344,1.2461,1.6287,6,4,False
2026-02-02,13,normal,656.8569,662.1131,-5.2562,-0.79,71.0306,192.3469,411.7506,18.2712,0.25,0.1259,4,0.8221,-0.1779,10.1361,112.0192,49.03,1.0216,1.1604,3,2,False
2026-02-02,14,normal,620.9382,662.1131,-41.1749,-6.22,72.7731,187.0741,378.266,17.1751,0.0,0.3759,0,1.1691,0.1691,9.8583,116.3628,51.2416,0.8863,0.9798,4,2,False
2026-02-02,15,normal,632.2787,662.1131,-29.8344,-4.51,74.189,182.9859,392.6755,17.5716,0.25,0.0,0,1.2042,0.2042,9.6428,119.2852,56.1475,0.9116,1.1882,4,2,False
2026-02-02,16,normal,723.9952,662.1131,61.8821,9.35,73.7048,197.3381,471.0388,18.0864,0.1936,0.3017,5,0.4786,-0.5214,10.3991,125.0065,46.4503,1.0829,0.7401,6,5,False
2026-02-02,17,normal,751.0912,662.1131,88.9781,13.44,71.4145,203.2019,496.7943,20.3195,0.2092,0.0,14,0.7072,-0.2928,10.7081,111.6015,48.0364,1.2723,0.8607,8,3,False
2026-02-02,18,normal,708.2307,662.1131,46.1176,6.97,75.8231,186.5168,464.2491,18.3584,0.5,0.2195,10,0.4877,-0.5123,9.8289,115.2501,64.1918,1.1142,1.0458,6,2,False
2026-02-02,19,normal,546.0753,662.1131,-116.0378,-17.53,73.5402,194.3,295.8811,17.6459,0.0,0.0,0,1.2222,0.2222,10.239,97.5465,48.9956,0.8551,0.8185,3,0,False
