fecha,sim_id,tipo,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],energia_no_cargada [MWh],energia_no_operada [MWh],intervalos_soc_critico,soc_final [MWh],soc_final_desv [MWh],pi_disp_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo
2026-02-20,1,normal,623.8406,644.9764,-21.1358,-3.28,180.1909,162.4757,302.4288,21.2548,0.0,0.25,0,1.0559,0.0559,9.597,114.0837,48.5707,0.954,1.0478,5,1,False
2026-02-20,2,normal,610.2016,644.9764,-34.7748,-5.39,173.8725,177.8162,277.6855,19.1725,0.4994,0.25,0,0.9402,-0.0598,10.5031,119.836,48.6826,0.8412,0.9686,8,3,False
2026-02-20,3,normal,657.0812,644.9764,12.1048,1.88,188.2711,163.1533,325.2985,19.6416,1.0,0.0,7,0.7886,-0.2114,9.637,122.0081,52.6655,0.936,1.1102,5,0,False
2026-02-20,4,normal,653.735,644.9764,8.7586,1.36,185.8055,173.2263,316.4638,21.7607,0.5297,0.0,13,0.7861,-0.2139,10.232,106.9064,48.4214,1.1347,0.7939,6,1,False
2026-02-20,5,normal,733.1162,644.9764,88.1398,13.67,173.9233,158.3397,422.6451,21.7919,1.0,0.0,18,0.5629,-0.4371,9.3527,122.4705,52.7654,1.2237,1.0216,9,0,False
2026-02-20,6,normal,624.08,644.9764,-20.8964,-3.24,179.7217,172.8498,292.1575,20.6491,0.5,0.0,3,0.923,-0.077,10.2098,112.4134,55.1196,0.9452,0.9427,4,0,False
2026-02-20,7,normal,659.3292,644.9764,14.3528,2.23,175.2415,168.923,335.8945,20.7299,0.5,0.5,7,0.7894,-0.2106,9.9778,113.1621,55.3785,1.1265,1.2214,8,5,False
2026-02-20,8,normal,587.8947,644.9764,-57.0817,-8.85,181.7042,158.8673,268.0657,20.7425,0.022,0.0,0,1.2739,0.2739,9.3839,112.9272,56.0704,0.8673,1.0489,3,2,False
2026-02-20,9,normal,688.6027,644.9764,43.6263,6.76,181.8535,156.8324,371.5648,21.6479,1.25,0.0,22,0.7865,-0.2135,9.2637,107.5651,49.3019,1.2994,0.8471,9,1,False
2026-02-20,10,normal,601.2952,644.9764,-43.6812,-6.77,177.372,168.8705,276.0914,21.0387,0.25,0.25,2,0.5672,-0.4328,9.9747,105.0064,53.3838,0.9967,0.9393,9,1,False
2026-02-20,11,normal,677.3996,644.9764,32.4232,5.03,178.9228,167.3734,351.3795,20.2762,0.3656,0.0,0,1.0486,0.0486,9.8863,138.1577,54.3167,0.8656,1.0017,5,0,False
2026-02-20,12,normal,742.9139,644.9764,97.9375,15.18,187.7472,173.5205,403.9225,22.2762,0.6094,0.0,14,0.7892,-0.2108,10.2494,122.8751,50.6101,1.186,1.1939,6,0,False
2026-02-20,13,normal,656.0456,644.9764,11.0692,1.72,191.5862,170.1843,316.1484,21.8733,0.0,0.0,0,1.0475,0.0475,10.0523,118.3497,45.7268,0.9619,1.2041,6,0,False
2026-02-20,14,normal,600.3605,644.9764,-44.6159,-6.92,175.9946,167.7479,275.8899,19.2719,0.3588,0.25,0,0.9362,-0.0638,9.9084,125.4467,46.8796,0.8661,0.9753,4,6,False
2026-02-20,15,normal,668.6292,644.9764,23.6528,3.67,178.8426,164.8934,346.8249,21.9317,0.25,0.25,4,0.7867,-0.2133,9.7398,112.7407,52.2829,1.1538,0.8664,3,3,False
2026-02-20,16,normal,753.6579,644.9764,108.6815,16.85,190.636,166.2381,418.2128,21.4289,0.75,0.0,11,0.5636,-0.4364,9.8192,130.6651,51.0582,1.1055,1.1133,7,0,False
2026-02-20,17,normal,595.8494,644.9764,-49.127,-7.62,182.1083,185.9832,249.9393,22.1815,0.0,0.25,5,0.7876,-0.2124,10.9855,92.7883,45.7828,1.0792,0.9846,2,1,False
2026-02-20,18,normal,715.5349,644.9764,70.5585,10.94,194.6177,166.9478,376.5152,22.5457,0.272,0.25,14,0.7898,-0.2102,9.8612,114.9387,59.1769,1.2406,1.2648,5,3,False
2026-02-20,19,normal,677.8033,644.9764,32.8269,5.09,185.798,181.1718,331.8557,21.0221,0.7494,0.0,11,0.787,-0.213,10.7013,113.4128,51.4336,1.0615,0.9136,6,0,False
