fecha,sim_id,tipo,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],energia_no_cargada [MWh],energia_no_operada [MWh],intervalos_soc_critico,soc_final [MWh],soc_final_desv [MWh],pi_disp_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo
2026-02-23,1,normal,668.5445,709.0858,-40.5413,-5.72,283.1964,149.756,256.1545,20.5624,0.5167,0.25,1,0.5826,-0.4174,9.766,107.6129,68.0167,0.9676,0.8434,5,1,False
2026-02-23,2,normal,752.1345,709.0858,43.0487,6.07,310.4112,164.0938,299.5636,21.9342,0.2818,0.25,3,1.0255,0.0255,10.701,112.7588,59.3325,1.1053,1.2666,5,3,False
2026-02-23,3,normal,699.2354,709.0858,-9.8504,-1.39,275.5107,154.6512,289.6795,20.606,0.75,0.0,5,1.0075,0.0075,10.0852,120.3646,43.7834,0.9517,1.0355,6,1,False
2026-02-23,4,normal,609.3278,709.0858,-99.758,-14.07,289.3995,151.9577,187.8739,19.9034,0.75,0.0,1,1.0003,0.0003,9.9096,95.6937,51.5374,0.8533,0.9234,7,1,False
2026-02-23,5,normal,732.8162,709.0858,23.7305,3.35,285.6913,173.8624,296.0894,22.8269,0.1094,0.0,3,0.9778,-0.0222,11.338,109.9624,44.0638,1.1458,0.8961,3,2,False
2026-02-23,6,normal,709.0418,709.0858,-0.0439,-0.01,287.9829,151.0529,290.9851,20.979,0.5,0.25,0,1.126,0.126,9.8506,118.4035,55.8287,0.9521,1.3846,5,1,False
2026-02-23,7,normal,651.7005,709.0858,-57.3853,-8.09,293.7458,162.142,215.6588,19.8461,0.25,0.2917,0,0.9165,-0.0835,10.5737,110.8093,48.9062,0.7805,1.0382,3,3,False
2026-02-23,8,normal,715.3039,709.0858,6.2182,0.88,279.9617,139.6153,317.7908,22.0638,0.1823,0.0,0,0.8923,-0.1077,9.1047,124.648,56.9885,1.047,1.2024,2,4,False
2026-02-23,9,normal,781.1896,709.0858,72.1039,10.17,282.452,154.3386,368.101,23.7019,0.1072,0.0,7,0.9764,-0.0236,10.0648,118.8192,49.9159,1.2567,0.9444,4,2,False
2026-02-23,10,normal,715.8879,709.0858,6.8021,0.96,300.3766,149.9132,285.7694,20.1713,0.961,0.1094,6,0.5719,-0.4281,9.7762,116.0312,53.7361,1.0231,0.9653,5,3,False
