fecha,sim_id,tipo,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],energia_no_cargada [MWh],energia_no_operada [MWh],intervalos_soc_critico,soc_final [MWh],soc_final_desv [MWh],pi_disp_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo
2026-02-03,1,normal,684.0049,719.0127,-35.0078,-4.87,327.5286,154.5341,222.2865,20.3443,0.7092,0.5,10,0.9872,-0.0128,9.8592,108.9325,52.4099,0.8784,0.9011,5,3,False
2026-02-03,2,normal,740.1113,719.0127,21.0986,2.93,297.3073,155.7323,308.7627,21.6909,0.711,0.354,10,0.5383,-0.4617,9.9357,120.7771,58.7567,1.0525,0.7668,8,2,False
2026-02-03,3,normal,783.5477,719.0127,64.535,8.98,339.8299,153.0966,313.5103,22.889,0.25,0.25,8,0.986,-0.014,9.7675,126.4431,54.4717,1.042,0.9778,7,2,False
2026-02-03,4,normal,706.0596,719.0127,-12.9531,-1.8,310.7088,154.5256,262.5976,21.7724,1.022,0.0,13,1.0523,0.0523,9.8587,110.7323,51.0043,1.0479,0.9625,12,1,False
2026-02-03,5,normal,785.6801,719.0127,66.6673,9.27,319.0681,160.6801,331.0595,25.1277,0.211,0.25,17,0.7495,-0.2505,10.2514,106.1786,53.5588,1.3993,0.8432,5,2,False
2026-02-03,6,normal,777.853,719.0127,58.8402,8.18,316.2327,183.5142,300.5392,22.4332,0.3656,0.0,2,1.0909,0.0909,11.7082,134.518,48.1168,0.9161,1.1612,7,1,False
2026-02-03,7,normal,713.7614,719.0127,-5.2513,-0.73,327.5909,153.6462,257.5483,25.024,0.0,0.0,9,0.9867,-0.0133,9.8026,98.8556,45.3716,1.1869,1.0604,4,0,False
2026-02-03,8,normal,651.8235,719.0127,-67.1892,-9.34,293.7664,161.6258,218.9032,22.4719,0.1094,0.0,0,1.2355,0.2355,10.3117,107.245,47.9135,0.8679,1.0826,2,2,False
2026-02-03,9,normal,710.3825,719.0127,-8.6302,-1.2,322.3371,156.6734,254.1991,22.8271,0.5,0.0,8,0.9955,-0.0045,9.9957,108.0638,47.5255,1.0417,1.0541,4,2,False
2026-02-03,10,normal,676.0517,719.0127,-42.961,-5.98,312.4601,151.6218,235.2486,23.2788,0.0,0.25,5,0.9809,-0.0191,9.6734,102.3497,49.165,1.0489,0.9404,5,3,False
2026-02-03,11,normal,670.2798,719.0127,-48.7329,-6.78,315.6964,161.3101,216.5778,23.3045,0.2092,0.25,13,0.9544,-0.0456,10.2916,91.5574,53.7027,1.1236,0.7662,4,2,False
