fecha,sim_id,tipo,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],energia_no_cargada [MWh],energia_no_operada [MWh],intervalos_soc_critico,soc_final [MWh],soc_final_desv [MWh],pi_disp_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo
2026-02-14,1,normal,747.1002,665.5254,81.5748,12.26,10.6054,167.5348,587.6268,18.6668,0.25,0.25,2,0.4947,-0.5053,8.983,134.2659,61.4403,1.032,1.3243,4,2,False
2026-02-14,2,normal,540.9815,665.5254,-124.5439,-18.71,11.2619,183.9881,363.4361,17.7047,0.0,0.0,0,1.337,0.337,9.8652,107.1193,50.3763,0.8159,1.2302,1,2,False
2026-02-14,3,normal,791.6837,665.5254,126.1583,18.96,11.8746,180.5205,618.084,18.7953,0.75,0.25,15,0.4863,-0.5137,9.6793,125.8879,54.2552,1.2153,1.0443,5,5,False
2026-02-14,4,normal,662.0036,665.5254,-3.5218,-0.53,11.7402,182.7157,485.7725,18.2247,0.5,0.0,0,0.6934,-0.3066,9.797,117.5116,55.9018,1.0112,0.962,3,3,False
2026-02-14,5,normal,547.0308,665.5254,-118.4946,-17.8,11.3827,169.5445,383.8585,17.7549,0.0,0.0,0,1.3046,0.3046,9.0908,112.4639,55.6614,0.8355,0.9658,4,3,False
2026-02-14,6,normal,639.4467,665.5254,-26.0787,-3.92,10.0212,182.0006,466.4116,18.9867,0.25,0.0,0,0.7642,-0.2358,9.7587,109.1794,57.8711,1.0012,0.8339,6,0,False
2026-02-14,7,normal,571.4467,665.5254,-94.0787,-14.14,10.3299,192.044,387.5753,18.5024,0.25,0.0,0,1.0382,0.0382,10.2972,96.7327,47.0474,0.9816,1.3388,6,3,False
2026-02-14,8,normal,549.713,665.5254,-115.8124,-17.4,10.543,186.0318,370.9777,17.8394,0.0,0.0,0,1.2852,0.2852,9.9748,107.2716,43.4125,0.856,1.169,1,4,False
2026-02-14,9,normal,710.006,665.5254,44.4806,6.68,11.3572,206.6594,510.7841,18.7947,0.25,0.0,0,0.9008,-0.0992,11.0809,122.2809,49.1487,1.0029,1.2789,8,2,False
2026-02-14,10,normal,651.0681,665.5254,-14.4573,-2.17,11.2363,197.825,460.4592,18.4523,0.5,0.0,0,0.5685,-0.4315,10.6072,108.753,45.5077,1.053,0.9846,5,4,False
2026-02-14,11,normal,610.4929,665.5254,-55.0325,-8.27,10.239,185.3084,433.0285,18.083,0.25,0.0,0,1.1643,0.1643,9.936,113.3451,44.6463,0.9068,1.2261,5,1,False
2026-02-14,12,normal,614.7991,665.5254,-50.7263,-7.62,11.4292,186.7286,432.9291,16.2877,0.75,0.0,0,1.2755,0.2755,10.0122,125.8146,52.6221,0.8043,1.099,9,0,False
2026-02-14,13,normal,677.6001,665.5254,12.0747,1.81,10.8879,187.5836,497.9096,18.781,0.0,0.25,0,0.904,-0.096,10.058,119.3663,68.3317,0.988,1.213,3,2,False
2026-02-14,14,normal,532.5829,665.5254,-132.9425,-19.98,11.1374,176.4298,363.0385,18.0228,0.0,0.0,0,1.2558,0.2558,9.46,102.722,53.8599,0.8786,1.1252,3,4,False
2026-02-14,15,normal,673.4974,665.5254,7.972,1.2,11.2698,176.16,505.8078,19.7401,0.25,0.0,2,0.4879,-0.5121,9.4455,109.4287,50.8626,1.0856,1.0967,5,0,False
2026-02-14,16,normal,544.4745,665.5254,-121.0509,-18.19,10.8872,207.6453,343.311,17.3689,0.0,0.5,0,1.1652,0.1652,11.1337,92.6446,57.8387,0.8724,0.9083,3,2,False
2026-02-14,17,normal,750.8955,665.5254,85.3701,12.83,10.5445,184.5233,575.0512,19.2234,0.25,0.25,7,0.4795,-0.5205,9.8939,123.8627,47.4764,1.1478,0.8186,5,5,False
2026-02-14,18,normal,651.9628,665.5254,-13.5626,-2.04,12.0667,158.4859,500.7313,19.3211,0.5,0.25,14,0.4791,-0.5209,8.4978,102.3346,51.5589,1.1702,0.8046,4,2,False
2026-02-14,19,normal,526.2074,665.5254,-139.318,-20.93,10.1569,181.3983,352.6349,17.9827,0.0999,0.0,0,1.0861,0.0861,9.7264,96.9452,54.0306,0.8698,0.9033,5,1,False
2026-02-14,20,normal,691.4891,665.5254,25.9637,3.9,10.8531,185.0978,515.7334,20.1952,0.25,0.0,6,0.4821,-0.5179,9.9247,106.3179,55.372,1.1392,0.9059,6,0,False
2026-02-14,21,normal,610.9092,665.5254,-54.6162,-8.21,10.7596,187.4711,431.2149,18.5364,0.25,0.25,0,0.5386,-0.4614,10.052,100.9434,45.1245,1.0038,1.2359,4,1,False
2026-02-14,22,normal,492.6333,665.5254,-172.8921,-25.98,11.3159,189.105,307.8349,15.6224,0.75,0.25,0,1.0702,0.0702,10.1396,92.2974,52.7478,0.7981,0.8462,6,2,False
2026-02-14,23,normal,639.1418,665.5254,-26.3836,-3.96,11.7613,186.9897,459.7257,19.3348,0.0,0.0,0,1.0549,0.0549,10.0262,109.9123,53.2939,0.9832,0.913,5,0,False
2026-02-14,24,normal,630.57,665.5254,-34.9554,-5.25,10.9312,195.8153,440.986,17.1625,0.3499,0.25,0,0.9288,-0.0712,10.4994,117.9664,56.8467,0.8786,0.7961,4,1,False
2026-02-14,25,normal,690.2348,665.5254,24.7094,3.71,11.4678,210.8164,485.7788,17.8282,0.25,0.0,0,1.2478,0.2478,11.3037,130.5999,52.3094,0.8797,0.9049,3,1,False
2026-02-14,26,normal,625.6778,665.5254,-39.8476,-5.99,11.3366,191.5797,441.0154,18.2539,0.25,0.0,0,1.1488,0.1488,10.2723,113.0561,46.0158,0.9153,1.079,3,0,False
2026-02-14,27,normal,746.682,665.5254,81.1566,12.19,11.6846,177.5007,576.6981,19.2014,0.0999,0.25,0,0.3881,-0.6119,9.5174,127.8128,46.8659,1.0844,0.9345,5,3,False
2026-02-14,28,normal,510.6452,665.5254,-154.8802,-23.27,11.4803,195.6756,320.5622,17.0729,0.0,0.5,0,1.2754,0.2754,10.4919,90.3104,51.8922,0.8607,1.0411,8,4,False
2026-02-14,29,normal,701.7243,665.5254,36.1989,5.44,10.9976,173.7721,536.7607,19.8061,0.0,0.0,0,0.8165,-0.1835,9.3175,121.3077,56.0184,1.0515,0.9034,3,1,False
2026-02-14,30,normal,712.3456,665.5254,46.8202,7.04,11.4852,193.8675,526.3088,19.3159,0.0,0.25,0,0.5996,-0.4004,10.395,119.1332,42.6268,1.0657,1.105,5,3,False
2026-02-14,31,normal,520.4082,665.5254,-145.1172,-21.8,10.7062,187.8439,338.0184,16.1603,0.25,0.25,0,1.3708,0.3708,10.072,108.239,37.9306,0.7434,0.9758,8,2,False
2026-02-14,32,normal,635.2295,665.5254,-30.2959,-4.55,11.2577,192.7027,451.1816,19.9125,0.0,0.0,0,0.7709,-0.2291,10.3325,101.1357,47.8197,1.1078,1.1046,7,4,False
2026-02-14,33,normal,733.9287,665.5254,68.4033,10.28,11.024,198.2531,544.5977,19.9461,0.5,0.25,16,0.4792,-0.5208,10.6301,104.5662,53.6807,1.2961,0.8078,2,5,False
2026-02-14,34,normal,620.6954,665.5254,-44.83,-6.74,11.9286,180.6284,446.7336,18.5952,0.25,0.25,0,0.4931,-0.5069,9.6851,104.0132,48.3369,1.0259,1.0437,3,2,False
2026-02-14,35,normal,681.6605,665.5254,16.1351,2.42,11.5998,198.0517,491.9133,19.9044,0.0,0.0,0,0.7695,-0.2305,10.6193,110.4929,44.1052,1.062,1.0171,0,1,False
2026-02-14,36,normal,617.589,665.5254,-47.9364,-7.2,11.2444,189.3435,434.0495,17.0484,0.25,0.5,0,0.8477,-0.1523,10.1524,114.1097,42.9593,0.9432,1.0142,7,6,False
2026-02-14,37,normal,576.1815,665.5254,-89.3439,-13.42,11.1892,196.9169,386.8574,18.782,0.25,0.0,0,0.8894,-0.1106,10.5585,93.4265,47.4451,0.9764,1.0043,3,0,False
2026-02-14,38,normal,612.9672,665.5254,-52.5582,-7.9,11.2639,170.9513,448.9159,18.1638,0.25,0.0,0,1.116,0.116,9.1662,116.2273,48.3034,0.9327,0.7479,5,2,False
2026-02-14,39,normal,672.2145,665.5254,6.6891,1.01,11.3224,174.3062,504.3546,17.7686,0.25,0.25,0,0.9462,-0.0538,9.3461,128.814,39.2917,0.9434,0.9535,5,3,False
2026-02-14,40,normal,795.9538,665.5254,130.4284,19.6,11.817,192.6448,613.5464,22.0546,0.0,0.0,14,0.4823,-0.5177,10.3294,111.4557,58.1016,1.3128,0.9127,4,1,False
2026-02-14,41,normal,770.0702,665.5254,104.5448,15.71,11.6938,205.1053,572.495,19.224,0.0,0.25,0,0.64,-0.36,10.9975,130.4165,45.5988,1.0709,0.9464,4,4,False
2026-02-14,42,normal,763.8911,665.5254,98.3657,14.78,11.1719,193.0438,580.008,20.3326,0.5,0.0,14,0.4838,-0.5162,10.3508,112.4991,52.7122,1.2285,0.9608,5,1,False
2026-02-14,43,normal,552.1281,665.5254,-113.3973,-17.04,11.4427,196.813,359.5905,15.7181,0.0,0.75,0,1.3104,0.3104,10.5529,113.9974,48.9997,0.7506,0.9149,3,4,False
2026-02-14,44,normal,771.8751,665.5254,106.3497,15.98,10.7353,185.7801,596.3088,20.9492,0.0,0.0,5,0.4841,-0.5159,9.9613,119.6359,49.7122,1.1838,0.9735,0,1,False
2026-02-14,45,normal,634.3767,665.5254,-31.1487,-4.68,11.3885,189.0644,452.5747,18.651,0.5999,0.0,3,0.365,-0.635,10.1374,101.88,53.7976,1.0637,1.3609,7,1,False
2026-02-14,46,normal,560.6007,665.5254,-104.9247,-15.77,10.9957,183.2569,382.7587,16.4105,0.5,0.0,0,1.1981,0.1981,9.826,117.1104,46.4487,0.7828,1.0234,4,2,False
2026-02-14,47,normal,540.9442,665.5254,-124.5812,-18.72,11.2241,175.4553,371.9459,17.6811,0.25,0.0,0,1.2206,0.2206,9.4077,102.9662,48.9776,0.861,1.1043,3,1,False
2026-02-14,48,normal,718.5094,665.5254,52.984,7.96,13.56,192.9314,531.1317,19.1138,0.25,0.25,5,0.481,-0.519,10.3448,116.602,46.1821,1.1341,0.8697,2,5,False
2026-02-14,49,normal,528.8737,665.5254,-136.6517,-20.53,10.4596,173.8962,361.5357,17.0177,0.0,0.0,0,1.3752,0.3752,9.3241,117.9067,48.3103,0.7377,0.8749,7,2,False
2026-02-14,50,normal,672.1121,665.5254,6.5867,0.99,11.2962,193.857,486.1906,19.2317,0.25,0.25,7,0.4794,-0.5206,10.3944,105.2848,48.9874,1.0868,0.8154,5,1,False
