fecha,beneficio [€],energia_vendida [MWh],energia_comprada [MWh],energia_cargada [MWh],energia_descargada [MWh],reserva_up [MWh],reserva_down [MWh],activacion_up [MWh],activacion_down [MWh],precio_medio [€/MWh],precio_max [€/MWh],precio_min [€/MWh],spread [€/MWh]
2025-06-01,304.88,2.212,2.514,2.482,0.0,9.375,0.143,2.212,0.032,19.5,62.89,-6.39,69.28
2025-06-02,318.18,2.561,2.91,2.884,0.572,8.428,0.116,1.989,0.026,31.13,104.3,0.0,104.3
2025-06-03,291.18,2.638,2.998,2.926,0.764,7.938,0.324,1.874,0.072,51.69,110.68,0.0,110.68
2025-06-04,294.66,2.579,2.931,2.911,0.61,8.343,0.089,1.969,0.02,58.56,130.82,0.0,130.82
2025-06-05,315.33,2.619,2.977,2.934,0.708,8.101,0.191,1.912,0.042,59.52,147.41,-0.01,147.42
2025-06-06,293.69,2.615,2.972,2.936,0.713,8.058,0.159,1.902,0.035,71.54,142.37,0.0,142.37
2025-06-07,303.48,2.682,3.048,2.991,0.819,7.896,0.254,1.863,0.056,49.57,121.28,-1.24,122.52
2025-06-08,320.38,2.553,2.901,2.873,0.61,8.232,0.127,1.943,0.028,37.82,111.4,-3.22,114.62
2025-06-09,295.91,2.509,2.851,2.808,0.512,8.461,0.192,1.997,0.043,61.5,135.54,1.65,133.89
2025-06-10,139.59,2.243,2.549,2.528,0.147,8.884,0.098,2.097,0.022,100.19,127.23,52.96,74.27
2025-06-11,254.9,2.437,2.769,2.718,0.456,8.395,0.229,1.981,0.051,73.63,118.69,1.09,117.6
2025-06-12,303.43,2.594,2.947,2.905,0.664,8.175,0.191,1.929,0.042,62.42,147.27,-0.01,147.28
2025-06-13,279.82,2.414,2.743,2.706,0.478,8.205,0.169,1.936,0.038,69.73,129.24,-0.01,129.25
2025-06-14,288.1,2.585,2.938,2.894,0.69,8.033,0.196,1.896,0.044,56.68,117.3,-1.57,118.87
2025-06-15,315.33,2.56,2.908,2.847,0.61,8.26,0.278,1.949,0.062,22.33,89.77,-3.07,92.84
2025-06-16,362.03,2.766,3.144,3.095,1.0,7.485,0.219,1.766,0.049,52.36,216.28,0.62,215.66
2025-06-17,228.0,2.545,2.891,2.862,0.666,7.961,0.132,1.879,0.029,94.14,156.79,11.67,145.12
2025-06-18,197.38,2.521,2.865,2.83,1.0,6.445,0.158,1.521,0.035,106.32,198.13,37.25,160.88
2025-06-19,125.21,2.413,2.742,2.734,0.954,6.182,0.034,1.459,0.008,116.46,173.68,63.96,109.72
2025-06-20,120.45,2.332,2.65,2.629,0.756,6.678,0.096,1.576,0.022,113.25,173.22,66.51,106.71
2025-06-21,280.38,2.414,2.744,2.706,0.481,8.192,0.169,1.933,0.038,76.99,143.38,0.0,143.38
2025-06-22,297.14,2.51,2.852,2.809,0.675,7.773,0.191,1.834,0.042,67.25,135.85,-1.54,137.39
2025-06-23,159.84,2.629,2.987,2.985,1.0,6.902,0.013,1.629,0.003,110.56,198.85,57.1,141.76
2025-06-24,228.04,2.463,2.799,2.757,0.61,7.852,0.188,1.853,0.042,97.18,158.59,7.34,151.25
2025-06-25,274.07,2.498,2.838,2.764,0.666,7.761,0.337,1.831,0.075,81.06,156.13,2.39,153.75
2025-06-26,205.21,2.784,3.164,3.117,1.005,7.539,0.208,1.779,0.046,93.03,162.71,33.91,128.8
2025-06-27,183.98,2.446,2.78,2.734,0.456,8.435,0.205,1.991,0.046,93.1,142.95,34.14,108.81
2025-06-28,285.99,2.456,2.791,2.696,0.51,8.248,0.428,1.946,0.095,68.39,135.2,0.63,134.57
2025-06-29,291.81,2.574,2.925,2.875,0.664,8.093,0.224,1.91,0.05,71.07,158.02,0.8,157.22
2025-06-30,118.13,2.683,3.049,3.044,0.793,8.01,0.023,1.89,0.005,110.94,182.28,72.72,109.56
