fecha,sim_id,tipo,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo
2025-11-16,1,normal,574.3118,578.5517,-4.2399,-0.73,87.6341,195.2159,325.8623,17.813,16.5875,0.5136,-0.4864,34.1054,0.0,0.4592,0.2879,6,10.1965,115.1388,49.3673,1.1106,0.9406,1,4,False
2025-11-16,2,normal,643.7411,578.5517,65.1895,11.27,85.8448,205.183,380.4696,17.3269,10.4294,0.7009,-0.2991,34.871,0.25,0.25,0.0,0,10.7171,133.701,58.3352,0.9901,0.912,2,3,False
2025-11-16,3,normal,518.4732,578.5517,-60.0785,-10.38,75.316,200.3839,266.6549,16.8525,7.0292,1.2079,0.2079,33.8091,0.0,0.25,0.0,0,10.4664,111.7302,57.0584,0.8471,0.8941,4,1,False
2025-11-16,4,normal,557.3411,578.5517,-21.2105,-3.67,93.1113,182.827,307.6848,16.6838,9.5982,1.275,0.275,34.9034,0.0,0.1156,0.0,0,9.5494,132.4808,55.0203,0.787,1.272,1,2,False
2025-11-16,5,normal,617.7321,578.5517,39.1804,6.77,90.8619,203.1503,357.2387,16.3691,17.1498,0.5147,-0.4853,35.3413,0.7092,0.1393,0.8167,15,10.6109,124.1097,56.5801,1.1284,0.9917,4,1,False
2025-11-16,6,normal,532.8397,578.5517,-45.7119,-7.9,95.7137,179.2256,280.5873,17.2611,5.4257,1.1541,0.1541,35.2176,0.0,0.25,0.0,0,9.3613,114.9838,47.7751,0.888,1.0017,5,1,False
2025-11-16,7,normal,719.49,578.5517,140.9384,24.36,88.6434,189.7458,475.7693,18.1419,16.5265,0.5225,-0.4775,34.6082,0.25,0.25,0.9901,17,9.9107,145.8808,53.599,1.2818,1.3514,7,2,False
2025-11-16,8,normal,574.4126,578.5517,-4.1391,-0.72,86.1496,195.6458,327.5052,18.0758,16.8122,0.5135,-0.4865,34.5596,0.3656,0.0,0.1158,2,10.2189,115.0118,42.8309,1.0987,0.9355,5,3,False
2025-11-16,9,normal,568.9859,578.5517,-9.5658,-1.65,88.3423,174.1166,330.7021,18.8838,5.2914,0.8479,-0.1521,34.7847,0.0,0.0,0.0,0,9.0944,115.5464,55.854,1.028,0.9222,1,0,False
2025-11-16,10,normal,531.0584,578.5517,-47.4933,-8.21,86.1586,181.955,295.8899,18.4357,14.5093,0.5817,-0.4183,34.6869,0.25,0.0,0.3043,6,9.5038,107.4479,59.3869,1.1406,0.9025,3,2,False
2025-11-16,11,normal,544.515,578.5517,-34.0366,-5.88,88.2042,185.6519,295.9982,18.2339,7.1053,0.7905,-0.2095,33.9233,0.25,0.0,0.0,0,9.6969,107.8938,52.1601,1.0291,1.0574,4,2,False
2025-11-16,12,normal,453.3447,578.5517,-125.207,-21.64,82.8828,207.3049,187.8184,16.5461,8.1154,1.2354,0.2354,34.4729,0.25,0.0,0.0,0,10.8279,92.9071,57.5091,0.8263,0.8387,3,1,False
2025-11-16,13,normal,489.8422,578.5517,-88.7094,-15.33,81.8642,192.605,233.8768,17.7198,0.784,0.9769,-0.0231,33.9597,0.1393,0.1156,0.0,0,10.0601,96.3586,51.5305,0.9412,1.2607,4,1,False
2025-11-16,14,normal,576.7966,578.5517,-1.7551,-0.3,85.3576,208.9629,308.1976,17.0835,8.6381,1.2529,0.2529,34.1569,0.0,0.0,0.0,0,10.9145,128.4273,46.3222,0.8145,0.9004,2,0,False
2025-11-16,15,normal,566.7859,578.5517,-11.7657,-2.03,90.8839,196.3296,315.0772,18.838,16.6668,0.5183,-0.4817,34.6021,0.25,0.0,0.6234,11,10.2546,109.581,45.7037,1.2138,1.1589,4,0,False
2025-11-16,16,normal,615.4186,578.5517,36.8669,6.37,89.8001,202.1206,358.973,18.7267,16.7483,0.5161,-0.4839,34.6131,0.0,0.25,1.014,18,10.5571,115.5791,46.7458,1.3015,1.0564,4,1,False
2025-11-16,17,normal,585.5289,578.5517,6.9772,1.21,91.4463,192.3238,339.5122,15.7858,21.9676,0.3787,-0.6213,35.357,0.4592,0.6427,0.0478,1,10.0454,128.0917,58.1762,0.9565,1.0777,8,5,False
2025-11-16,18,normal,443.3438,578.5517,-135.2078,-23.37,82.9075,187.833,196.5525,14.9624,8.9868,1.2703,0.2703,33.2444,0.6156,0.25,0.0,0,9.8108,97.8559,50.1729,0.7904,0.9933,13,3,False
2025-11-16,19,normal,613.9389,578.5517,35.3872,6.12,83.8004,196.7576,354.3971,15.8576,5.1587,0.8483,-0.1517,34.0052,0.75,0.044,0.0,0,10.277,134.9193,52.6493,0.8785,0.9242,10,2,False
2025-11-16,20,normal,458.8534,578.5517,-119.6983,-20.69,88.3897,196.6005,205.0973,16.2763,14.9579,1.422,0.422,35.445,0.0,0.0,0.0,0,10.2688,108.0847,50.8338,0.6961,1.1956,5,0,False
2025-11-16,21,normal,566.0133,578.5517,-12.5384,-2.17,82.922,190.6805,313.8119,17.3426,4.0584,0.8839,-0.1161,34.9594,0.25,0.0,0.0,0,9.9596,122.2749,48.2504,0.919,0.8887,6,1,False
2025-11-16,22,normal,591.7372,578.5517,13.1856,2.28,91.0952,191.7415,333.8455,18.9457,5.9992,0.831,-0.169,35.501,0.0,0.0,0.0,0,10.015,116.5022,48.4389,1.079,0.9503,1,3,False
2025-11-16,23,normal,503.7785,578.5517,-74.7732,-12.92,88.8285,170.146,268.8904,17.1772,6.9092,1.2003,0.2003,34.4924,0.1156,0.0,0.0,0,8.887,114.6119,51.4374,0.8564,1.1311,3,1,False
2025-11-16,24,normal,551.5759,578.5517,-26.9758,-4.66,87.4704,196.8501,302.0157,17.8065,16.9538,0.5147,-0.4853,34.9377,0.4098,0.0,0.593,12,10.2818,109.2899,51.697,1.1682,0.9919,7,1,False
2025-11-16,25,normal,604.7393,578.5517,26.1876,4.53,86.5865,199.4287,348.8985,17.4804,12.694,0.6361,-0.3639,34.8801,0.5,0.0,0.0,0,10.4165,124.3583,50.7429,0.9921,0.9448,6,1,False
2025-11-16,26,normal,540.3566,578.5517,-38.1951,-6.6,86.8979,209.1517,277.6647,19.3731,13.9845,0.5956,-0.4044,34.5813,0.0,0.0,0.0218,1,10.9243,99.6358,60.8913,1.0894,1.1616,2,1,False
2025-11-16,27,normal,614.5872,578.5517,36.0355,6.23,89.1549,202.7245,354.2123,18.7768,12.7276,0.6274,-0.3726,34.1562,0.25,0.0,0.0,0,10.5886,118.714,45.6195,1.0485,1.2791,2,0,False
2025-11-16,28,normal,495.0773,578.5517,-83.4744,-14.43,87.0757,181.5925,255.8605,15.991,13.4604,1.3995,0.3995,33.6946,0.25,0.0,0.0,0,9.4849,122.7152,51.5806,0.7176,1.524,4,2,False
2025-11-16,29,normal,538.1048,578.5517,-40.4469,-6.99,83.3437,196.6871,289.5871,15.3526,16.1607,0.5148,-0.4852,33.3086,0.3893,0.75,0.6463,13,10.2733,115.1927,49.167,1.0333,0.9955,5,3,False
2025-11-16,30,normal,601.0447,578.5517,22.493,3.89,83.0164,199.7668,350.6996,15.9822,16.456,0.5132,-0.4868,33.8055,0.25,0.7092,0.7435,13,10.4342,127.976,46.7369,1.0903,0.9208,5,3,False
2025-11-16,31,normal,599.0415,578.5517,20.4898,3.54,87.2729,183.4909,359.5289,19.3763,11.8749,0.6542,-0.3458,34.336,0.0,0.0,0.0,0,9.584,118.5858,48.6913,1.0928,1.0502,1,1,False
2025-11-16,32,normal,526.3318,578.5517,-52.2199,-9.03,85.8305,192.7568,276.0275,17.9698,10.3132,0.7058,-0.2942,35.0509,0.2092,0.1156,0.0065,1,10.068,105.3375,43.4882,1.0119,1.0605,5,2,False
2025-11-16,33,normal,553.698,578.5517,-24.8537,-4.3,85.6287,194.3915,298.3347,17.9862,6.6707,0.8042,-0.1958,34.0725,0.25,0.0,0.0,0,10.1534,110.2213,55.4256,0.9852,0.8589,5,0,False
2025-11-16,34,normal,539.6098,578.5517,-38.9419,-6.73,89.0385,204.8049,273.7518,16.7808,11.2047,1.3326,0.3326,33.6912,0.044,0.0,0.0,0,10.6973,119.83,48.0962,0.7976,1.0958,4,1,False
2025-11-16,35,normal,569.2701,578.5517,-9.2815,-1.6,86.0549,186.9499,319.7994,16.8592,6.6748,1.1943,0.1943,34.3575,0.1156,0.0,0.0,0,9.7647,133.71,41.9132,0.8126,1.208,2,1,False
2025-11-16,36,normal,623.5838,578.5517,45.0321,7.78,94.9691,195.2913,368.8106,18.9212,16.566,0.5178,-0.4822,34.3542,0.0,0.2092,0.457,8,10.2004,119.2817,49.3003,1.1954,1.1337,3,2,False
