fecha,sim_id,tipo,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo
2025-12-12,1,normal,150.3669,200.4431,-50.0761,-24.98,-43.9841,203.9092,27.3208,18.0306,18.8484,0.8099,-0.1901,99.139,0.5,0.0,0.2617,5,10.9458,108.816,46.1874,1.0219,1.2673,6,1,False
2025-12-12,2,normal,112.6283,200.4431,-87.8148,-43.81,-13.6645,189.3052,-11.3848,18.68,32.9476,0.6643,-0.3357,98.1552,0.101,0.25,0.5295,9,10.1619,98.7273,52.0289,1.1506,0.9248,5,3,False
2025-12-12,3,normal,165.8975,200.4431,-34.5455,-17.23,-18.7153,171.7156,52.7151,18.5139,21.3039,1.2208,0.2208,96.4836,0.0,0.0,0.0,0,9.2177,114.3384,53.1649,0.9283,1.0119,4,3,False
2025-12-12,4,normal,145.5879,200.4431,-54.8552,-27.37,-24.9724,201.7502,43.2777,16.4105,58.0571,1.6008,0.6008,96.6345,0.25,0.0,0.0,0,10.8299,114.3685,52.8348,0.7059,1.0986,3,0,False
2025-12-12,5,normal,154.2798,200.4431,-46.1633,-23.03,-26.4128,169.946,68.9923,17.4922,40.7536,0.59,-0.41,99.3989,0.5,0.25,0.6147,11,9.1227,120.3161,51.6009,1.1325,1.0242,4,4,False
2025-12-12,6,normal,192.5033,200.4431,-7.9397,-3.96,-33.4982,190.4813,72.8384,18.0227,19.2954,0.8065,-0.1935,99.6963,0.25,0.25,0.1994,4,10.225,120.3216,47.2915,1.0213,1.1504,5,3,False
2025-12-12,7,normal,194.1999,200.4431,-6.2432,-3.11,-25.695,178.3108,104.453,17.2287,45.6402,1.4657,0.4657,97.9985,0.25,0.0,0.0,0,9.5717,131.5586,49.668,0.8126,0.8598,2,1,False
2025-12-12,8,normal,75.1525,200.4431,-125.2906,-62.51,-23.7892,196.7018,-62.9309,18.8814,15.9478,0.8372,-0.1628,97.9745,0.0,0.2433,0.0041,1,10.5589,87.1946,45.2013,1.003,1.0241,3,2,False
2025-12-12,9,normal,199.736,200.4431,-0.707,-0.35,-1.1233,178.6436,61.0439,18.9359,19.8922,1.2047,0.2047,97.1551,0.0,0.0,0.0,0,9.5896,116.7467,49.7838,0.9386,1.064,6,0,False
2025-12-12,10,normal,134.4202,200.4431,-66.0229,-32.94,-29.8643,191.3711,30.5829,17.5109,40.1587,0.59,-0.41,97.948,0.5,0.2433,0.4593,9,10.2728,109.0927,51.2432,1.0662,0.978,5,2,False
2025-12-12,11,normal,255.2856,200.4431,54.8425,27.36,-54.6372,168.3217,182.4945,19.8391,21.0544,0.7821,-0.2179,96.6442,0.0,0.0,0.4006,7,9.0355,139.6815,46.377,1.136,0.8388,4,0,False
2025-12-12,12,normal,179.7137,200.4431,-20.7294,-10.34,-20.5637,205.4737,56.9795,17.1372,45.0385,1.4673,0.4673,96.3805,0.0,0.25,0.0,0,11.0298,116.3999,55.838,0.8207,1.3529,3,4,False
2025-12-12,13,normal,171.327,200.4431,-29.1161,-14.53,-33.5289,193.015,46.6626,17.0802,17.7416,0.818,-0.182,97.4598,0.5,0.2433,0.1906,4,10.361,112.7196,49.2421,0.9516,1.2299,7,2,False
2025-12-12,14,normal,135.5517,200.4431,-64.8914,-32.37,-11.5508,182.2291,-9.6577,19.5767,5.8922,0.9407,-0.0593,99.3307,0.0,0.0,0.0,0,9.782,101.3551,55.2278,1.0263,1.0303,2,1,False
2025-12-12,15,normal,165.874,200.4431,-34.5691,-17.25,-12.496,178.8987,35.9883,16.2332,20.2839,0.7897,-0.2103,96.4492,0.9933,0.0,0.9886,16,9.6033,109.1638,60.9215,1.0849,0.8675,5,0,False
2025-12-12,16,normal,178.4824,200.4431,-21.9607,-10.96,-39.2197,180.4855,89.4999,18.2052,34.0781,1.3459,0.3459,98.5066,0.0,0.0,0.0,0,9.6884,125.6855,44.5273,0.855,1.0374,4,0,False
2025-12-12,17,normal,137.9048,200.4431,-62.5383,-31.2,-15.9868,189.8139,17.8571,17.4197,36.3598,1.3762,0.3762,96.6517,0.25,0.0,0.0,0,10.1892,105.0885,45.2087,0.8346,0.8921,4,1,False
2025-12-12,18,normal,189.9562,200.4431,-10.4869,-5.23,-43.4979,178.3202,92.4166,18.199,19.0836,1.1944,0.1944,98.1646,0.25,0.0,0.0,0,9.5722,123.9663,50.4213,0.9381,0.8975,4,2,False
2025-12-12,19,normal,162.8177,200.4431,-37.6254,-18.77,-12.2214,191.2667,7.6178,18.1258,5.7196,0.9416,-0.0584,97.8651,0.25,0.0,0.0,0,10.2672,104.959,57.0929,0.9567,0.8129,2,4,False
2025-12-12,20,normal,256.0604,200.4431,55.6174,27.75,-27.701,196.7568,119.3754,16.4649,15.9059,1.1654,0.1654,96.155,0.5,0.25,0.0,0,10.5619,131.3551,60.1884,0.8742,1.0947,4,5,False
