fecha,sim_id,tipo,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo
2025-12-23,1,normal,210.3812,292.7982,-82.417,-28.15,-34.2786,182.1368,104.7327,18.1948,24.0149,0.7021,-0.2979,80.6013,0.25,0.25,0.0,0,9.766,107.6129,68.0167,0.9676,0.8434,5,1,False
2025-12-23,2,normal,268.2941,292.7982,-24.5041,-8.37,-29.7695,199.5749,134.2069,18.9931,16.7252,0.7898,-0.2102,79.5595,0.0,0.25,0.335,6,10.701,112.7588,59.3325,1.1053,1.2666,5,3,False
2025-12-23,3,normal,298.9326,292.7982,6.1343,2.1,-24.6244,188.0905,165.2829,17.9568,11.8596,0.8472,-0.1528,77.6024,0.5,0.0,0.0,0,10.0852,120.3646,43.7834,0.9517,1.0355,6,1,False
2025-12-23,4,normal,183.2284,292.7982,-109.5698,-37.42,-25.788,184.8146,48.4299,16.6162,7.6119,1.0954,0.0954,79.7951,0.7414,0.0,0.0,0,9.9096,95.6937,51.5374,0.8533,0.9234,7,1,False
2025-12-23,5,normal,293.7117,292.7982,0.9135,0.31,-15.0594,211.4557,132.742,18.9535,16.4731,0.7869,-0.2131,77.2959,0.25,0.0,0.5142,8,11.338,109.9624,44.0638,1.1458,0.8961,3,2,False
2025-12-23,6,normal,284.7923,292.7982,-8.0059,-2.73,-26.2768,183.7141,147.484,18.4835,1.6455,1.0206,0.0206,79.9,0.25,0.0,0.0,0,9.8506,118.4035,55.8287,0.9521,1.3846,5,1,False
2025-12-23,7,normal,249.828,292.7982,-42.9702,-14.68,-26.3291,197.201,107.6999,15.9834,12.7604,1.1677,0.1677,76.0702,0.25,0.5,0.0,0,10.5737,110.8093,48.9062,0.7805,1.0382,3,3,False
2025-12-23,8,normal,315.0246,292.7982,22.2263,7.59,-21.7197,169.8034,189.6478,19.4176,3.2893,1.042,0.042,78.2937,0.0,0.0,0.0,0,9.1047,124.648,56.9885,1.047,1.2024,2,4,False
2025-12-23,9,normal,318.3147,292.7982,25.5165,8.71,-6.9344,187.7103,174.0544,19.8637,16.652,0.7873,-0.2127,78.2739,0.0,0.0,0.7811,11,10.0648,118.8192,49.9159,1.2567,0.9444,4,2,False
2025-12-23,10,normal,218.158,292.7982,-74.6403,-25.49,-29.0657,182.328,131.5307,16.2122,50.4228,0.365,-0.635,79.4061,0.961,0.25,0.3972,7,9.7762,116.0312,53.7361,1.0231,0.9653,5,3,False
2025-12-23,11,normal,243.8297,292.7982,-48.9685,-16.72,-21.9705,167.2212,131.419,18.0205,14.8195,0.81,-0.19,78.0086,0.5,0.0,0.0,0,8.9662,112.6527,42.9183,0.9593,1.0088,4,1,False
2025-12-23,12,normal,265.2747,292.7982,-27.5236,-9.4,-21.1986,191.7985,114.6645,17.7208,2.2689,0.9711,-0.0289,78.5414,0.25,0.25,0.0,0,10.284,110.4411,47.9963,0.938,0.9284,4,3,False
2025-12-23,13,normal,339.4417,292.7982,46.6434,15.93,-34.1709,195.8452,211.4896,17.1457,16.5765,0.787,-0.213,77.841,0.75,0.0,0.068,2,10.501,133.5022,58.5914,0.9453,0.9171,7,2,False
2025-12-23,14,normal,264.7058,292.7982,-28.0924,-9.59,-14.816,189.9214,110.4684,14.0793,6.7887,1.0867,0.0867,78.2886,0.6475,0.711,0.0,0,10.1834,117.3115,53.1582,0.718,1.0446,7,5,False
2025-12-23,15,normal,287.525,292.7982,-5.2732,-1.8,-36.0477,191.4714,167.8516,18.9624,16.7879,0.7875,-0.2125,79.014,0.25,0.0,1.1697,17,10.2665,117.6081,48.0391,1.3007,0.9793,8,2,False
2025-12-23,16,normal,294.8726,292.7982,2.0744,0.71,-26.8081,184.1981,191.1149,19.4194,34.213,0.5663,-0.4337,78.8923,0.0,0.25,0.3081,5,9.8765,123.7328,50.1305,1.1166,1.4657,5,1,False
2025-12-23,17,normal,222.7703,292.7982,-70.0279,-23.92,-18.0054,172.976,102.6835,18.0546,16.8292,0.7873,-0.2127,79.1316,0.25,0.25,0.9055,13,9.2748,106.3682,50.2736,1.2073,0.9528,6,4,False
2025-12-23,18,normal,291.8454,292.7982,-0.9528,-0.33,-23.6052,168.8151,175.42,18.3109,10.4737,1.1351,0.1351,77.5118,0.0,0.25,0.0,0,9.0517,123.4514,58.1871,0.9369,0.7657,5,2,False
2025-12-23,19,normal,221.443,292.7982,-71.3552,-24.37,-31.5674,187.0344,103.2538,16.3005,20.9773,1.2673,0.2673,78.4918,0.5,0.25,0.0,0,10.0286,110.2936,47.8288,0.84,1.0753,7,4,False
2025-12-23,20,normal,321.0004,292.7982,28.2022,9.63,-35.1352,194.9085,189.4684,17.8951,10.3462,0.8673,-0.1327,77.987,0.5,0.0,0.0,0,10.4508,126.9377,55.049,0.9462,0.8255,4,1,False
2025-12-23,21,normal,358.6512,292.7982,65.853,22.49,-2.6786,174.4487,221.5866,18.305,16.4006,0.788,-0.212,77.3718,0.3975,0.0,0.0279,1,9.3538,133.4159,46.3402,0.9803,1.0428,5,1,False
