fecha,sim_id,tipo,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo
2025-12-04,1,normal,341.8262,410.3566,-68.5304,-16.7,48.5295,181.6825,158.6882,19.0305,28.0435,0.5615,-0.4385,63.9497,0.25,0.0,0.9163,14,9.6582,103.716,48.7812,1.3268,0.8441,2,4,False
2025-12-04,2,normal,362.1304,410.3566,-48.2263,-11.75,47.6067,187.8473,155.6655,15.148,13.8412,0.789,-0.211,65.5948,0.75,0.5,0.6017,11,9.9859,115.3897,53.2988,0.9934,1.1657,5,5,False
2025-12-04,3,normal,353.6842,410.3566,-56.6725,-13.81,51.5521,182.5535,153.1718,19.5778,14.0155,0.7873,-0.2127,65.8963,0.0,0.0,0.2879,5,9.7045,105.6048,62.5195,1.1416,0.9508,3,2,False
2025-12-04,4,normal,336.1047,410.3566,-74.2519,-18.09,46.0561,186.9068,136.6541,17.5713,15.941,1.2455,0.2455,64.9241,0.25,0.0,0.0,0,9.9359,106.8687,56.0609,0.8635,1.1107,2,0,False
2025-12-04,5,normal,419.1405,410.3566,8.7839,2.14,38.0387,170.4592,230.0224,17.8243,1.5554,0.9763,-0.0237,65.5356,0.1,0.25,0.0,0,9.0615,127.7469,53.4218,0.9432,0.8575,7,2,False
2025-12-04,6,normal,405.9082,410.3566,-4.4484,-1.08,59.6654,194.9319,200.7145,16.0661,33.3375,1.5206,0.5206,64.0367,0.25,0.0,0.0,0,10.3625,137.0026,54.2273,0.7038,0.9182,4,1,False
2025-12-04,7,normal,523.3359,410.3566,112.9793,27.53,54.9956,196.8064,294.2741,19.123,3.6172,1.0564,0.0564,64.1282,0.0,0.0,0.0,0,10.4621,139.3096,41.8901,1.0102,1.2205,7,2,False
2025-12-04,8,normal,456.7863,410.3566,46.4297,11.31,53.0348,197.0715,240.1045,19.6727,13.7519,0.789,-0.211,65.1697,0.0,0.0,0.5084,9,10.4762,123.9989,72.0882,1.1992,1.1649,5,2,False
2025-12-04,9,normal,353.4068,410.3566,-56.9498,-13.88,57.6588,183.6831,141.0316,15.0489,13.9178,0.7872,-0.2128,65.403,1.2492,0.0,1.1386,19,9.7645,110.5686,42.4366,1.0725,0.9367,12,0,False
2025-12-04,10,normal,391.9149,410.3566,-18.4417,-4.49,62.89,180.3634,178.4642,17.2595,12.5432,1.1932,0.1932,64.9187,0.25,0.0,0.0,0,9.588,120.6487,46.1683,0.8363,0.8003,4,0,False
2025-12-04,11,normal,380.7555,410.3566,-29.6011,-7.21,47.0379,183.951,181.955,18.2212,13.9671,0.7893,-0.2107,66.3038,0.25,0.1222,1.2552,18,9.7788,114.4234,62.2439,1.3,1.2114,5,3,False
2025-12-04,12,normal,346.0719,410.3566,-64.2847,-15.67,36.2618,198.2119,143.8525,18.786,13.4683,0.7893,-0.2107,63.9237,0.25,0.0,0.8855,14,10.5369,100.8107,46.4037,1.2079,1.2062,5,0,False
2025-12-04,13,normal,418.3457,410.3566,7.9891,1.95,61.416,185.2671,204.2559,18.7951,13.7982,0.7895,-0.2105,65.5393,0.25,0.0,0.5277,9,9.8487,119.8249,47.7144,1.1251,1.2268,2,0,False
2025-12-04,14,normal,306.7773,410.3566,-103.5794,-25.24,57.5953,185.368,125.069,17.7246,43.5303,0.3382,-0.6618,65.778,0.75,0.0,1.0923,16,9.8541,99.0733,49.5271,1.2703,1.0677,4,1,False
2025-12-04,15,normal,435.042,410.3566,24.6854,6.02,44.6405,206.3204,215.9306,18.196,13.6535,0.7888,-0.2112,64.6376,0.1222,0.25,0.4791,8,10.9679,121.2999,59.4706,1.0827,1.1374,3,1,False
