fecha,sim_id,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_ree [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_up_real [€/MWh],pi_disp_down_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos
2025-07-28,1,224.6711,298.6929,-74.0218,-24.78,94.2158,95.71,71.2528,28.0961,0.0,8.4115,1.2392,0.2392,35.1658,0.125,0.0,0.0,0,11.0373,9.6867,106.9093,31.3654,0.5349,1.4054,7,1
2025-07-28,2,280.7576,298.6929,-17.9353,-6.0,91.8236,84.4905,193.3553,35.7351,42.1957,10.981,0.6819,-0.3181,34.521,0.0,0.125,0.3019,10,9.7653,5.3371,123.8829,119.9251,1.2426,1.2922,3,1
2025-07-28,3,180.8831,298.6929,-117.8097,-39.44,87.4252,95.1793,34.2444,25.5934,0.0,10.3722,1.3064,0.3064,33.854,0.25,0.0,0.0,0,10.9866,8.0923,81.2172,30.5361,0.4043,2.1297,6,1
2025-07-28,4,435.865,298.6929,137.1721,45.92,91.2917,70.3538,310.4269,35.4079,0.0,0.7996,0.9766,-0.0234,34.1286,0.0,0.0,0.0,0,8.1186,6.3257,190.1429,15.2645,1.0366,0.9681,4,2
2025-07-28,5,303.9257,298.6929,5.2328,1.75,96.2568,116.075,127.8351,31.153,0.0,5.0881,1.1479,0.1479,34.3993,0.0,0.0,0.0,0,13.3569,15.9987,128.5088,92.3229,0.7124,1.5024,4,2
2025-07-28,6,159.82,298.6929,-138.8729,-46.49,89.2748,87.8143,18.2269,29.5536,0.0,5.9424,1.1807,0.1807,32.8812,0.0,0.125,0.0,0,10.1394,7.0392,51.4707,43.8542,0.6486,0.783,3,2
2025-07-28,7,357.4896,298.6929,58.7968,19.68,92.5952,73.8802,337.9124,35.0041,97.8746,14.0195,0.5879,-0.4121,34.0213,0.25,0.0,0.3463,11,8.4797,13.3831,189.4576,48.526,1.3608,2.7875,5,5
2025-07-28,8,315.5957,298.6929,16.9028,5.66,91.3846,57.2606,202.3879,34.8206,0.0,0.6169,1.018,0.018,34.2334,0.0,0.0,0.0,0,6.5812,9.0499,135.3715,821.7497,0.965,1.3003,4,0
2025-07-28,9,188.0567,298.6929,-110.6362,-37.04,98.2518,93.1359,79.6751,37.484,24.6505,20.8715,0.4,-0.6,34.7859,0.1241,0.0806,0.6117,17,10.766,5.6675,68.4932,89.6562,1.6197,1.2158,2,3
2025-07-28,10,337.5761,298.6929,38.8832,13.02,90.7435,82.0756,199.6897,29.1055,0.0,5.8272,1.1692,0.1692,34.4359,0.0,0.25,0.0,0,9.4498,10.5384,187.575,18.6106,0.671,1.7497,4,3
2025-07-28,11,386.8447,298.6929,88.1518,29.51,91.1528,79.9792,290.4737,36.1187,25.15,13.4923,0.6049,-0.3951,34.1497,0.125,0.0,0.1089,5,9.2256,7.7501,164.8899,149.3835,1.1974,0.7051,5,1
2025-07-28,12,187.9732,298.6929,-110.7197,-37.07,96.5008,97.2759,30.8883,30.2975,0.0,6.3944,1.1846,0.1846,34.6349,0.0,0.0,0.0,0,11.2298,8.1011,62.8842,69.8145,0.641,0.9674,1,1
2025-07-28,13,289.5231,298.6929,-9.1698,-3.07,94.5566,81.5701,272.4629,36.1796,109.206,13.6809,0.6087,-0.3913,34.9669,0.0,0.125,0.45,14,9.3465,17.1132,160.0829,63.175,1.3891,1.2276,3,3
2025-07-28,14,285.5597,298.6929,-13.1332,-4.4,99.5413,98.9603,214.4604,35.8908,70.7326,20.7788,0.4,-0.6,34.6314,0.25,0.0,0.4581,13,11.4274,7.7791,126.9136,77.0904,1.4574,1.0487,2,3
