fecha,beneficio_previsto [€],ben_medio [€],ben_std [€],ben_P10 [€],ben_P50 [€],ben_P90 [€],VaR_95 [€],pct_negativo [%],desv_media [€],desv_media [%],penalizacion_soc_media [€],energia_recortada_media [MWh],soc_final_desv_media [MWh],ben_extremo_medio [€],peor_escenario [€],CVaR_95 [€],soc_critico_medio,penalizacion_soc_ext [€],energia_recortada_ext [MWh],pujas_perdidas_media,fallos_tecnicos_media,n_sim_normal,n_sim_extremo
2025-09-01,621.0,600.65,55.27,528.65,601.16,676.97,511.37,0.0,-20.35,-3.3,11.44,0.1265,-0.2763,613.33,312.05,344.03,12.0,18.22,1.4463,4.8,2.0,200,40
2025-09-02,521.25,503.73,51.58,443.88,502.56,568.27,423.08,0.0,-17.52,-3.4,12.7,0.2596,-0.1391,494.77,313.16,321.36,10.2,19.18,1.008,4.9,2.0,200,40
2025-09-03,533.03,511.77,56.18,441.84,507.96,589.44,432.42,0.0,-21.27,-4.0,19.1,0.2007,-0.2521,536.68,341.14,343.01,11.4,34.36,1.0174,4.6,1.9,200,40
2025-09-04,514.75,485.9,48.26,423.13,481.69,552.56,410.97,0.0,-28.85,-5.6,18.17,0.1453,-0.2157,486.25,262.32,271.55,10.8,31.69,0.974,4.8,1.7,200,40
2025-09-05,523.79,492.65,47.74,434.81,489.23,556.6,419.32,0.0,-31.15,-5.9,16.69,0.148,-0.1632,485.85,304.37,319.86,11.0,31.45,0.9736,5.0,2.0,200,40
2025-09-06,601.97,579.28,55.05,510.84,575.51,643.59,494.09,0.0,-22.7,-3.8,9.13,0.1425,-0.2172,542.01,358.68,360.39,14.5,16.39,1.2823,4.9,2.0,200,40
2025-09-07,606.33,587.81,57.98,511.68,592.14,661.17,494.54,0.0,-18.52,-3.1,11.23,0.1165,-0.2576,546.11,331.94,332.75,6.3,18.34,0.4685,4.5,1.9,200,40
2025-09-08,370.77,340.14,46.23,282.05,338.73,395.71,273.36,0.0,-30.63,-8.3,24.3,0.1464,-0.1779,352.86,118.65,130.04,10.6,39.09,0.8683,4.7,2.1,200,40
2025-09-09,462.6,432.67,49.23,369.94,433.52,496.6,356.73,0.0,-29.93,-6.5,19.58,0.142,-0.2054,452.72,122.81,176.44,10.4,35.64,0.9798,4.6,1.9,200,40
2025-09-10,526.8,496.33,54.34,429.35,494.34,559.99,412.57,0.0,-30.47,-5.8,17.78,0.1269,-0.2452,508.6,246.46,266.84,15.0,34.53,1.4642,4.9,2.1,200,40
2025-09-11,535.71,515.56,47.5,462.04,512.27,577.97,451.15,0.0,-20.15,-3.8,12.82,0.1899,-0.1697,510.9,296.21,322.5,10.2,23.66,1.0137,4.6,1.8,200,40
2025-09-12,464.06,446.67,40.89,396.38,445.2,500.58,386.1,0.0,-17.38,-3.7,12.56,0.3269,-0.1069,421.44,281.33,289.01,8.8,21.47,0.8481,4.8,2.1,200,40
2025-09-13,492.79,468.33,53.15,402.3,467.26,541.91,384.83,0.0,-24.47,-5.0,19.81,0.2028,-0.235,446.91,232.85,256.84,10.8,33.76,0.8086,4.8,2.1,200,40
2025-09-14,542.99,516.79,52.64,448.87,514.29,588.65,437.95,0.0,-26.2,-4.8,15.97,0.0962,-0.212,465.6,253.17,257.29,12.0,33.51,1.0073,4.6,1.9,200,40
2025-09-15,467.87,443.97,49.28,381.44,444.06,510.48,372.93,0.0,-23.9,-5.1,20.6,0.1852,-0.1642,412.92,227.25,231.3,8.8,40.86,0.7503,4.9,1.9,200,40
2025-09-16,521.38,506.79,44.34,448.9,507.57,565.26,436.05,0.0,-14.6,-2.8,14.98,0.2654,-0.1389,489.03,306.86,327.54,8.0,24.38,0.762,4.7,1.8,200,40
2025-09-17,455.21,446.01,43.87,391.76,443.16,502.15,378.24,0.0,-9.19,-2.0,10.73,0.326,-0.0696,426.53,217.95,220.73,10.3,21.52,0.8918,5.1,2.0,200,40
2025-09-18,347.33,341.15,49.41,277.51,339.48,409.34,266.54,0.0,-6.19,-1.8,8.12,0.3378,-0.0408,323.05,84.59,109.47,9.8,21.06,1.1227,4.7,2.0,200,40
2025-09-19,311.49,279.77,49.89,211.83,277.94,341.86,197.63,0.0,-31.72,-10.2,26.45,0.1932,-0.1626,274.01,-4.98,33.51,11.3,47.68,0.8229,5.0,1.8,200,40
2025-09-20,464.39,443.68,46.7,387.65,439.78,499.5,364.87,0.0,-20.71,-4.5,20.52,0.1596,-0.221,448.91,190.07,209.3,10.3,34.59,0.8931,4.7,2.1,200,40
2025-09-21,540.65,523.33,55.76,452.53,521.27,591.6,436.35,0.0,-17.32,-3.2,13.92,0.1809,-0.2301,505.75,307.31,312.22,12.4,27.73,1.1848,5.0,1.8,200,40
2025-09-22,598.94,570.77,57.54,499.05,565.52,645.91,486.07,0.0,-28.17,-4.7,13.36,0.1392,-0.2866,606.94,320.6,339.04,11.9,23.54,0.9401,4.8,2.0,200,40
2025-09-23,535.22,512.74,53.3,440.45,508.15,586.41,425.22,0.0,-22.49,-4.2,17.83,0.1819,-0.2282,455.46,282.55,293.93,10.7,31.6,0.9231,4.8,1.9,200,40
2025-09-24,553.29,528.56,53.98,465.33,522.85,595.93,445.11,0.0,-24.73,-4.5,14.1,0.1385,-0.1924,538.01,276.38,288.01,10.7,29.52,1.0301,4.9,2.1,200,40
2025-09-25,454.53,444.96,42.4,393.24,443.46,502.91,381.33,0.0,-9.57,-2.1,6.03,0.3339,-0.0528,446.66,250.65,254.84,10.2,14.5,1.1333,4.7,1.9,200,40
2025-09-26,350.01,346.72,46.25,290.36,339.87,413.62,277.58,0.0,-3.29,-0.9,8.16,0.3729,-0.0198,345.94,128.05,129.46,13.8,17.03,1.1466,4.9,2.0,200,40
