fecha,sim_id,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_ree [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_up_real [€/MWh],pi_disp_down_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos
2025-04-11,1,-10.7695,310.5299,-321.2995,-103.47,40.0379,81.1915,224.9265,31.9275,314.0602,10.9378,0.4,-0.6,18.2296,0.25,0.0,2.1403,36,8.5541,6.995,103.36,54.4539,2.1215,0.9352,9,0
2025-04-11,2,373.2004,310.5299,62.6705,20.18,41.9537,138.8924,224.6014,26.0221,0.0,6.225,1.335,0.335,18.5838,0.0546,0.0,0.0,0,14.4811,21.9757,172.9191,173.2982,0.6822,0.4875,3,1
2025-04-11,3,144.7028,310.5299,-165.8272,-53.4,39.5541,97.8139,207.9499,35.5504,154.1427,10.9221,0.4,-0.6,18.2035,0.0,0.0,1.1307,24,10.348,5.6229,93.5114,67.9813,1.8049,2.22,6,1
2025-04-11,4,201.8653,310.5299,-108.6647,-34.99,39.7193,88.0746,105.2446,26.7358,0.0,4.4374,1.2439,0.2439,18.1962,0.1796,0.0,0.0,0,9.2165,11.7132,82.8667,120.2247,0.8015,1.7043,3,3
2025-04-11,5,154.184,310.5299,-156.3459,-50.35,39.8984,85.8969,62.7149,23.5155,0.0,10.8107,1.5864,0.5864,18.4355,0.0,0.0,0.0,0,9.0335,8.4729,81.8934,32.1501,0.4871,0.9392,1,3
2025-04-11,6,110.2522,310.5299,-200.2777,-64.5,41.5351,71.6879,28.2333,26.5069,0.0,4.6973,1.2526,0.2526,18.5983,0.125,0.125,0.0,0,7.4866,10.5317,38.6893,40.8771,0.7996,0.6359,3,2
2025-04-11,7,165.459,310.5299,-145.0709,-46.72,41.964,73.0034,320.8149,33.694,225.2564,11.3729,0.4,-0.6,18.9549,0.125,0.0,0.9717,22,7.4598,21.5252,140.9186,65.715,1.6949,1.4636,3,2
2025-04-11,8,193.5724,310.5299,-116.9576,-37.66,40.8321,101.3032,134.1597,33.2357,39.0762,10.4106,0.4353,-0.5647,18.4362,0.125,0.0,0.3416,9,10.6466,10.4611,74.2044,51.2128,1.3605,0.8586,1,1
2025-04-11,9,184.5635,310.5299,-125.9664,-40.56,38.7177,94.8362,82.2693,26.6137,0.0,4.646,1.2586,0.2586,17.967,0.125,0.125,0.0,0,10.0377,5.1394,63.7239,311.9642,0.8239,1.0017,5,4
2025-04-11,10,197.5078,310.5299,-113.0221,-36.4,39.7438,75.7983,115.3773,28.3118,0.0,5.0997,1.2788,0.2788,18.2926,0.0,0.0,0.0,0,7.807,18.2952,88.3756,40.9519,0.7908,2.6766,7,2
2025-04-11,11,366.3394,310.5299,55.8095,17.97,38.3452,81.443,276.9927,26.975,0.0,3.4665,1.1936,0.1936,17.91,0.125,0.125,0.0,0,8.531,10.2773,174.8652,13.6145,0.8171,0.8922,3,1
2025-04-11,12,258.7261,310.5299,-51.8039,-16.68,41.684,86.6108,163.095,27.0334,0.0,5.6303,1.2992,0.2992,18.8182,0.125,0.0,0.0,0,9.124,7.5289,118.2555,113.2071,0.7959,0.9307,4,3
2025-04-11,13,259.1998,310.5299,-51.3301,-16.53,41.0383,79.617,170.6265,26.4018,0.0,5.6802,1.3068,0.3068,18.5164,0.1157,0.125,0.0,0,8.4138,5.1739,120.6666,78.3332,0.8165,1.0234,3,5
2025-04-11,14,217.98,310.5299,-92.5499,-29.8,41.0125,79.4736,167.0529,31.8772,31.0141,6.6677,0.6383,-0.3617,18.4336,0.0,0.125,0.1944,7,8.388,5.8654,91.4724,71.1041,1.2192,0.615,5,3
2025-04-11,15,129.8628,310.5299,-180.6671,-58.18,41.2373,81.7628,39.2819,25.0801,0.0,7.339,1.3868,0.3868,18.9741,0.125,0.0936,0.0,0,8.5722,9.8088,48.6147,32.4259,0.6964,0.7775,8,3
2025-04-11,16,169.0051,310.5299,-141.5248,-45.58,41.5307,73.7566,85.8129,22.5511,0.0,9.544,1.5121,0.5121,18.6355,0.125,0.125,0.0,0,7.7731,6.2002,97.8933,22.8151,0.535,1.0317,2,4
2025-04-11,17,174.9293,310.5299,-135.6006,-43.67,42.0288,85.3315,104.1867,29.8647,18.259,8.4941,0.5566,-0.4434,19.1555,0.3657,0.0,0.2083,6,9.0255,5.033,61.9901,294.5097,1.1786,1.9581,7,2
2025-04-11,18,357.8847,310.5299,47.3548,15.25,37.5459,77.4206,275.5331,25.0642,0.0,7.5507,1.4307,0.4307,17.5299,0.0936,0.0,0.0,0,8.1445,7.4788,223.0373,39.1121,0.6242,1.1691,8,1
2025-04-11,19,343.0968,310.5299,32.5669,10.49,39.7254,70.0599,264.5743,27.4743,0.0,3.7885,1.2081,0.2081,18.2031,0.0546,0.125,0.0,0,7.2339,15.7334,167.5498,7.343,0.8683,1.396,3,5
2025-04-11,20,219.1279,310.5299,-91.402,-29.43,39.8067,113.1847,99.1622,24.2577,0.0,8.7679,1.4795,0.4795,18.2847,0.125,0.0,0.0,0,11.8628,13.8261,99.1364,45.7279,0.5911,0.8957,4,2
2025-04-11,21,240.2404,310.5299,-70.2895,-22.64,40.6061,142.2605,90.5936,28.4171,0.0,4.8028,1.2572,0.2572,18.6735,0.0,0.0,0.0,0,15.0638,7.2808,70.302,253.3245,0.8145,0.8078,2,1
2025-04-11,22,396.5229,310.5299,85.993,27.69,39.8592,71.8325,325.148,30.1337,5.3508,4.8323,0.74,-0.26,18.589,0.0936,0.125,0.0164,2,7.4868,11.532,166.2813,48.3779,1.0415,0.9707,7,2
2025-04-11,23,258.4345,310.5299,-52.0954,-16.78,42.4692,71.3709,196.2463,29.9918,16.082,5.578,0.7062,-0.2938,18.9856,0.25,0.0,0.0815,5,7.3825,15.1559,109.954,53.9943,1.0745,0.856,5,1
