fecha,sim_id,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_ree [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_up_real [€/MWh],pi_disp_down_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos
2025-04-20,1,282.5911,325.4631,-42.872,-13.17,67.6561,68.4777,192.8,35.8891,4.8472,5.6065,0.5141,-0.4859,11.5378,0.25,0.0,0.0253,2,8.0033,8.4217,98.444,22.7759,1.1408,0.628,5,1
2025-04-20,2,330.3052,325.4631,4.8421,1.49,66.2676,85.3891,270.0783,34.686,53.3505,3.3932,0.696,-0.304,11.1626,0.125,0.25,0.2029,7,10.0871,7.2986,135.4929,135.3543,1.2069,0.5347,8,3
2025-04-20,3,276.5645,325.4631,-48.8986,-15.02,69.4813,84.1764,155.9354,31.9783,0.0,1.0504,1.0898,0.0898,11.6965,0.125,0.0,0.0,0,9.9111,8.1723,110.1546,261.9404,0.7432,0.6574,5,0
2025-04-20,4,469.7132,325.4631,144.2501,44.32,66.4195,89.2512,349.2417,34.6,0.0,0.5992,0.948,-0.052,11.53,0.125,0.0,0.0,0,10.5969,6.0289,197.4183,38.5738,0.9676,0.4346,6,1
2025-04-20,5,241.8271,325.4631,-83.636,-25.7,74.4839,71.5656,140.3829,30.5442,9.5156,4.5455,0.6223,-0.3777,12.0363,0.661,0.0,0.0538,3,8.3005,10.7055,89.1745,40.7198,0.917,1.7952,10,0
2025-04-20,6,306.8177,325.4631,-18.6454,-5.73,71.1222,100.1701,329.9013,40.7503,146.5649,7.0608,0.4,-0.6,11.768,0.0,0.0,0.6354,15,11.9286,5.7115,127.0644,225.6446,1.6415,1.9802,3,0
2025-04-20,7,391.3976,325.4631,65.9346,20.26,67.8435,77.9676,281.6369,30.443,0.0,5.6073,0.5175,-0.4825,11.6212,0.375,0.3113,0.0,0,9.0281,12.1071,167.5031,42.5128,0.9411,0.8387,7,5
2025-04-20,8,255.5261,325.4631,-69.937,-21.49,67.7007,81.9135,316.2659,38.1653,165.378,6.8107,0.4,-0.6,11.3511,0.0,0.125,0.6468,16,9.7415,5.0596,139.8649,103.2949,1.5776,0.6393,3,2
2025-04-20,9,118.4415,325.4631,-207.0216,-63.61,66.0461,67.4462,77.4204,36.7788,48.9919,6.7006,0.4,-0.6,11.1677,0.25,0.0,1.8069,27,7.784,11.245,34.0328,22.8674,2.1306,0.8634,9,1
2025-04-20,10,566.5186,325.4631,241.0556,74.07,66.5367,81.7289,502.3152,36.0579,43.5781,4.4261,0.6055,-0.3945,11.2185,0.1863,0.0,0.09,4,9.6338,7.6102,243.9698,12.4775,1.175,0.7195,6,2
2025-04-20,11,262.2135,325.4631,-63.2496,-19.43,72.979,72.1061,175.2272,35.0093,19.4362,3.6533,0.6899,-0.3101,11.7804,0.25,0.0,0.1064,5,8.4109,9.3605,94.8801,62.5979,1.0883,0.9069,5,0
2025-04-20,12,404.7344,325.4631,79.2714,24.36,72.4644,76.9271,290.5418,34.4678,0.0,0.7311,1.0612,0.0612,11.9548,0.0613,0.0,0.0,0,8.939,11.0081,173.3597,61.7597,0.9066,1.2703,5,1
2025-04-20,13,-621.9598,325.4631,-947.4228,-291.1,69.0944,76.9147,403.1284,35.1788,1129.0389,6.8796,0.4,-0.6,11.466,0.3497,0.0,4.9933,48,9.056,7.4698,143.7186,231.2957,3.6741,0.4373,7,0
2025-04-20,14,175.3938,325.4631,-150.0693,-46.11,67.7537,69.5182,68.2647,28.2474,0.0,1.8955,1.1636,0.1636,11.5833,0.125,0.125,0.0,0,8.2404,5.1001,76.9867,48.2134,0.532,1.5136,4,6
2025-04-20,15,240.8766,325.4631,-84.5865,-25.99,68.335,71.0534,134.0713,30.9662,0.0,1.6169,1.1413,0.1413,11.446,0.0,0.0,0.0,0,8.4627,4.0084,126.5002,31.5805,0.596,1.3827,5,2
2025-04-20,16,111.0009,325.4631,-214.4622,-65.89,67.4859,67.4093,284.0177,40.3903,260.7855,6.7363,0.4,-0.6,11.2271,0.0,0.0,1.7074,26,7.8354,9.5748,105.106,34.5217,2.2115,1.5101,5,1
2025-04-20,17,273.7128,325.4631,-51.7502,-15.9,62.055,67.3035,194.5574,37.5003,10.0568,2.6459,0.7571,-0.2429,10.8912,0.0,0.0,0.0541,2,7.929,6.3993,96.9441,162.1813,1.1519,0.6363,1,1
2025-04-20,18,217.3137,325.4631,-108.1493,-33.23,70.0258,73.2794,307.7705,40.5081,186.3857,6.868,0.4,-0.6,11.4467,0.0,0.0,0.8277,18,8.6501,6.456,126.5544,56.9562,1.7853,1.6639,7,2
2025-04-20,19,338.8254,325.4631,13.3624,4.11,65.9369,82.8358,226.8241,34.8347,0.0,1.9367,1.1729,0.1729,11.2004,0.0,0.125,0.0,0,9.7905,6.9292,129.27,12.7367,0.9742,0.8039,6,2
2025-04-20,20,267.1024,325.4631,-58.3606,-17.93,64.6028,79.449,356.7171,35.6312,191.3244,6.7108,0.4,-0.6,11.1846,0.2186,0.125,0.7766,17,9.3683,7.3,160.6439,15.9548,1.5521,1.0018,4,2
2025-04-20,21,-407.4862,325.4631,-732.9493,-225.2,65.3456,95.4249,275.4658,38.6206,798.4069,6.695,0.4,-0.6,11.1584,0.125,0.0,5.7239,53,11.3007,7.3187,92.0475,47.5152,5.2968,1.2337,2,1
2025-04-20,22,110.2103,325.4631,-215.2528,-66.14,62.2597,95.3516,145.1352,39.2819,146.7761,6.4783,0.4,-0.6,10.7972,0.125,0.0,2.4491,33,11.1936,10.2521,52.541,48.1705,2.5182,2.0972,4,0
2025-04-20,23,222.5126,325.4631,-102.9504,-31.63,74.9205,99.7502,77.0869,26.2658,0.0,2.9791,1.2444,0.2444,12.1909,0.125,0.0,0.0,0,11.8086,7.7787,136.1448,73.5017,0.3011,0.6676,9,0
2025-04-20,24,324.9754,325.4631,-0.4877,-0.15,66.0296,78.3878,215.1925,32.4881,0.0,2.1464,1.1934,0.1934,11.096,0.0,0.25,0.0,0,9.295,5.656,140.996,31.6961,0.8279,1.2552,3,2
2025-04-20,25,491.5418,325.4631,166.0787,51.03,66.168,66.8395,418.5824,37.4583,20.5529,2.0368,0.8199,-0.1801,11.3092,0.0,0.0,0.0527,3,7.7369,10.4576,197.818,278.433,1.151,1.0917,1,2
2025-04-20,26,392.5279,325.4631,67.0648,20.61,68.8958,70.6863,285.5323,29.6338,0.0,2.9528,1.2503,0.2503,11.7974,0.125,0.2186,0.0,0,8.2733,8.3399,233.0341,13.6447,0.6653,1.4122,3,3
2025-04-20,27,30.5642,325.4631,-294.8988,-90.61,70.3997,82.54,284.721,35.5776,364.3193,7.1995,0.4,-0.6,11.9992,0.25,0.0997,2.4565,35,9.8468,4.1794,109.605,92.3909,2.4246,1.0103,6,2
2025-04-20,28,323.1464,325.4631,-2.3167,-0.71,67.9822,71.9974,221.9313,36.0316,0.0,2.733,0.7615,-0.2385,11.457,0.125,0.0,0.0,0,8.5496,4.8243,114.3815,141.9031,1.0525,0.7887,6,0
2025-04-20,29,355.6892,325.4631,30.2261,9.29,72.0015,84.3674,233.1038,32.8587,0.0,0.9249,1.0776,0.0776,11.9209,0.125,0.0,0.0,0,9.7076,14.9384,161.2949,31.761,0.7781,1.7091,4,0
2025-04-20,30,238.4671,325.4631,-86.996,-26.73,66.2685,88.9301,116.5733,32.5343,0.0,0.7707,1.069,0.069,11.1762,0.125,0.0,0.0,0,10.5395,6.5835,84.9191,5.0075,0.8028,0.515,8,1
2025-04-20,31,414.0822,325.4631,88.6191,27.23,70.6248,88.0545,297.053,36.4535,0.0,5.1966,0.5561,-0.4439,11.707,0.25,0.0,0.0,0,10.5232,3.906,142.3175,73.5098,1.1552,1.7063,4,2
2025-04-20,32,534.6816,325.4631,209.2185,64.28,68.8034,68.8869,430.4693,32.9557,0.0,0.5223,0.9553,-0.0447,11.6861,0.0,0.25,0.0,0,7.8227,15.2935,257.0091,44.7852,0.9194,0.3811,5,4
2025-04-20,33,344.7747,325.4631,19.3116,5.93,69.7213,76.0341,298.6916,38.1137,55.7637,5.7949,0.5098,-0.4902,11.8211,0.125,0.0,0.2076,6,9.0101,5.6604,137.9764,16.1388,1.3186,1.4634,2,1
2025-04-20,34,578.1758,325.4631,252.7128,77.65,72.2834,106.2871,430.2476,30.6081,0.0,0.0342,0.9971,-0.0029,11.7239,0.375,0.0613,0.0,0,12.3531,15.1367,285.636,40.534,0.8207,0.8926,7,3
2025-04-20,35,251.3502,325.4631,-74.1129,-22.77,63.1643,87.5309,230.1641,35.4912,87.2808,6.7371,0.4,-0.6,11.2285,0.3436,-0.0,0.4173,11,10.3794,6.3075,115.0739,12.4967,1.4256,0.7956,6,4
2025-04-20,36,234.1263,325.4631,-91.3367,-28.06,68.1759,82.087,115.321,29.8911,0.0,1.5665,1.1327,0.1327,11.8026,0.2186,0.0,0.0,0,9.7764,4.6453,108.1455,8.3325,0.6204,1.7479,8,2
2025-04-20,37,238.6676,325.4631,-86.7955,-26.67,69.0712,67.7212,137.7037,35.7765,0.0,0.052,0.9955,-0.0045,11.5357,0.0,0.0,0.0,0,7.6323,16.7681,80.2367,77.1556,0.9985,0.3218,6,1
2025-04-20,38,289.3412,325.4631,-36.1219,-11.1,63.2788,102.8689,155.6178,31.5868,0.0,0.8375,1.073,0.073,11.4755,0.125,0.125,0.0,0,12.019,12.7639,113.5224,27.7863,0.7913,0.9631,3,3
2025-04-20,39,284.302,325.4631,-41.1611,-12.65,70.4664,74.5772,169.7469,28.1539,0.0,2.3345,1.2004,0.2004,11.6469,0.125,0.0,0.0,0,8.7639,7.7482,207.5231,62.3555,0.4268,1.314,4,0
2025-04-20,40,308.8214,325.4631,-16.6416,-5.11,70.3338,66.5895,286.276,37.906,70.145,6.3269,0.4541,-0.5459,11.5899,0.125,0.0,0.2757,8,7.8428,6.3934,131.53,55.5451,1.3609,0.74,2,1
2025-04-20,41,213.5636,325.4631,-111.8995,-34.38,69.4932,99.8793,73.352,24.9361,0.0,4.2248,1.37,0.37,11.4185,0.125,0.25,0.0,0,11.8203,7.8961,113.4626,153.7587,0.3229,0.9346,2,3
2025-04-20,42,311.5062,325.4631,-13.9569,-4.29,69.4696,65.0141,230.4971,37.2618,13.382,2.8308,0.7539,-0.2461,11.5043,0.0,0.0,0.0588,3,7.7156,4.4992,116.6255,60.8084,1.1291,0.2995,3,0
2025-04-20,43,388.9272,325.4631,63.4641,19.5,66.5723,76.9993,278.5559,32.8271,0.0,0.3733,1.033,0.033,11.3158,0.0,0.25,0.0,0,9.0438,8.1389,151.3818,703.1826,0.9057,0.9216,3,5
2025-04-20,44,116.8838,325.4631,-208.5792,-64.09,71.2824,45.8857,374.5364,32.4259,335.3638,7.0309,0.4,-0.6,11.7182,0.5683,0.0,1.6488,26,5.2123,10.1405,158.0856,69.5256,1.8883,0.4534,9,1
2025-04-20,45,311.3976,325.4631,-14.0655,-4.32,70.2395,62.627,384.0587,38.5532,160.0064,6.968,0.4,-0.6,11.6134,0.125,0.0,0.5209,13,7.416,4.8211,166.7876,55.7431,1.5501,1.1457,4,2
2025-04-20,46,564.7904,325.4631,239.3274,73.53,69.8435,71.4402,842.7678,33.336,378.8855,7.0395,0.4,-0.6,11.7326,0.5,0.0,0.462,13,8.2835,10.7582,420.994,59.2338,1.3453,0.4368,6,3
2025-04-20,47,270.2673,325.4631,-55.1957,-16.96,66.8154,90.3459,170.4586,36.63,15.0193,5.7032,0.4969,-0.5031,11.3358,0.0,0.2186,0.0914,4,10.6412,8.6615,85.3357,35.4501,1.1887,1.0656,2,2
2025-04-20,48,241.157,325.4631,-84.3061,-25.9,64.1636,101.3477,108.2233,31.7715,0.0,0.8062,1.0726,0.0726,11.1059,0.2247,0.0,0.0,0,11.7296,15.9096,80.0296,51.793,0.7924,1.0689,4,2
2025-04-20,49,307.9265,325.4631,-17.5366,-5.39,68.6627,98.276,175.0342,33.7182,0.0,0.3283,1.028,0.028,11.7185,0.0,0.125,0.0,0,11.6279,7.8489,111.686,39.4762,0.9199,0.6438,3,4
2025-04-20,50,213.2933,325.4631,-112.1698,-34.46,63.6266,75.5052,165.8667,38.1879,46.8838,6.6335,0.4157,-0.5843,11.3534,0.0,0.125,0.3141,8,8.9604,5.2314,79.1783,80.6119,1.4012,0.7965,5,2
2025-04-20,51,229.7888,325.4631,-95.6742,-29.4,65.4782,75.4647,426.2455,35.5403,294.8958,6.9634,0.4,-0.6,11.6057,0.0,0.3436,1.0558,22,8.729,11.9957,176.6421,691.3625,1.694,0.8679,4,4
2025-04-20,52,454.2633,325.4631,128.8003,39.57,71.9175,75.9164,340.2405,30.3531,0.0,3.458,0.7136,-0.2864,12.0757,0.3497,0.25,0.0,0,8.9431,7.2347,212.541,26.4811,0.8592,0.7838,6,2
2025-04-20,53,438.1837,325.4631,112.7206,34.63,69.5115,107.3128,294.482,29.8993,0.0,3.2233,1.2811,0.2811,11.4667,0.0,0.125,0.0,0,12.7628,6.6081,275.2885,54.3542,0.5772,1.3782,1,3
2025-04-20,54,318.6524,325.4631,-6.8106,-2.09,69.8216,85.1949,200.0411,35.4726,0.0,0.9325,0.9192,-0.0808,11.536,0.125,0.0,0.0,0,10.0447,7.8627,111.6279,29.306,0.9919,1.3396,5,0
2025-04-20,55,258.4359,325.4631,-67.0271,-20.59,65.8138,97.0234,130.6931,34.2822,0.0,0.8122,0.9269,-0.0731,11.1099,0.0613,0.125,0.0,0,11.4231,9.438,79.5327,23.0855,0.9614,1.0985,5,2
2025-04-20,56,268.3336,325.4631,-57.1294,-17.55,67.5383,79.6818,153.4594,31.1859,0.0,1.16,1.1,0.1,11.595,0.0,0.125,0.0,0,9.2316,12.2236,124.8891,23.5842,0.7139,0.67,4,4
2025-04-20,57,430.2441,325.4631,104.781,32.19,73.0705,128.0001,261.4511,28.97,0.0,3.3077,1.2779,0.2779,11.9004,0.125,0.125,0.0,0,15.2006,8.5576,241.0239,31.7386,0.5862,0.5723,8,2
2025-04-20,58,388.5386,325.4631,63.0755,19.38,64.1362,109.3071,274.9589,32.4536,20.7832,6.6268,0.4,-0.6,11.0447,0.375,0.25,0.0739,4,12.8933,9.9171,146.9957,36.6114,1.0695,1.319,12,3
2025-04-20,59,243.8761,325.4631,-81.587,-25.07,66.2483,76.8575,133.7607,31.5741,0.0,1.4164,1.1234,0.1234,11.4788,0.0,0.0,0.0,0,8.9485,10.4737,119.0406,28.531,0.6471,1.6122,1,3
2025-04-20,60,208.6577,325.4631,-116.8053,-35.89,72.8711,76.1692,92.0266,31.0147,0.0,1.3944,1.1166,0.1166,11.9607,0.0,0.125,0.0,0,8.9025,9.3616,80.232,33.8552,0.6666,1.0432,4,2
2025-04-20,61,529.6601,325.4631,204.197,62.74,69.3541,66.4116,488.0253,34.9626,54.3847,4.7837,0.5995,-0.4005,11.9446,0.25,0.0936,0.1175,5,7.83,6.1337,234.5888,260.7115,1.1326,1.8446,10,2
2025-04-20,62,367.3453,325.4631,41.8823,12.87,67.4647,81.2649,251.7514,32.8854,0.0,0.2502,1.0227,0.0227,11.0001,0.125,0.125,0.0,0,9.6214,6.3031,153.8507,100.5833,0.8717,0.837,4,1
2025-04-20,63,231.8603,325.4631,-93.6028,-28.76,68.1834,73.1782,350.9598,36.8632,216.5216,7.0763,0.4,-0.6,11.7939,0.125,0.0936,0.7527,17,8.3417,15.2995,160.8309,40.7777,1.6096,0.5215,6,3
2025-04-20,64,245.0521,325.4631,-80.411,-24.71,69.3839,49.4524,238.9444,35.9036,69.9459,6.8791,0.4,-0.6,11.4651,0.125,0.2247,0.3345,9,5.5892,11.7711,112.2827,136.7033,1.3527,1.4787,8,4
2025-04-20,65,345.8831,325.4631,20.4201,6.27,63.6818,76.6187,235.8696,29.6368,0.0,0.6503,1.0581,0.0581,11.1876,0.25,0.0936,0.0,0,8.9951,8.2188,186.5141,127.122,0.6566,1.3704,7,1
2025-04-20,66,264.1317,325.4631,-61.3314,-18.84,66.1152,84.7509,147.7987,34.2257,0.0,0.3075,1.0273,0.0273,11.2846,0.125,0.0,0.0,0,9.976,8.3116,88.9736,127.1597,0.9221,0.9379,3,1
2025-04-20,67,291.9334,325.4631,-33.5297,-10.3,69.9537,86.14,169.5735,31.2095,0.0,2.5243,0.7874,-0.2126,11.8751,0.4747,0.0,0.0,0,10.137,8.5208,108.7315,38.8451,0.8847,0.435,8,1
2025-04-20,68,418.0104,325.4631,92.5474,28.44,66.5232,107.8611,275.9178,32.2503,0.0,0.0413,0.9963,-0.0037,11.158,0.1872,0.0,0.0,0,12.5057,16.2672,185.5198,57.7275,0.7959,0.8599,5,0
2025-04-20,69,329.9364,325.4631,4.4734,1.37,71.9416,92.5132,196.7003,31.1678,0.0,0.0509,1.0042,0.0042,12.0286,0.25,0.125,0.0,0,11.0278,4.948,131.7441,124.793,0.8268,0.4783,4,2
2025-04-20,70,423.8087,325.4631,98.3456,30.22,67.8593,77.663,312.4457,32.7114,0.0,1.448,1.1277,0.1277,11.339,0.0,0.375,0.0,0,8.8531,16.232,180.8098,119.7271,0.9027,1.4621,6,3
2025-04-20,71,470.6347,325.4631,145.1716,44.6,64.0876,90.6675,381.1909,35.8001,28.3542,1.1569,0.8949,-0.1051,11.0084,0.0,0.3601,0.0801,3,10.6786,8.706,180.927,40.1265,1.2104,1.5702,5,5
2025-04-20,72,280.1862,325.4631,-45.2769,-13.91,64.3177,62.3661,243.1428,39.6136,43.5476,6.4793,0.4145,-0.5855,11.067,0.0,-0.0,0.2173,6,7.2949,7.4941,103.3559,339.6446,1.4713,0.614,5,4
