fecha,sim_id,tipo,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo
2026-01-12,1,normal,238.1813,275.4548,-37.2735,-13.53,22.6296,205.4684,46.9313,17.846,19.002,0.7898,-0.2102,90.3925,0.5,0.0,0.2207,4,10.9458,108.816,46.1874,1.0219,1.2673,6,1,False
2026-01-12,2,normal,207.9626,275.4548,-67.4922,-24.5,33.4844,190.7527,20.3342,17.5706,19.0381,0.7871,-0.2129,89.4256,0.1,0.3759,0.8252,13,10.1619,98.7273,52.0289,1.1506,0.9248,5,3,False
2026-01-12,3,normal,232.8549,275.4548,-42.5998,-15.47,8.1642,173.0286,80.8911,18.0531,11.1758,1.1273,0.1273,87.8055,0.0,0.0994,0.0,0,9.2177,114.3384,53.1649,0.9283,1.0119,4,3,False
2026-01-12,4,normal,218.8177,275.4548,-56.637,-20.56,16.9304,203.2928,60.8582,16.1555,46.1083,1.5237,0.5237,88.0449,0.25,0.0,0.0,0,10.8299,114.3685,52.8348,0.7059,1.0986,3,0,False
2026-01-12,5,normal,252.6225,275.4548,-22.8323,-8.29,19.7538,171.2454,99.4131,18.6386,19.1512,0.7879,-0.2121,90.2864,0.25,0.0,0.3097,6,9.1227,120.3161,51.6009,1.1325,1.0242,4,4,False
2026-01-12,6,normal,299.2619,275.4548,23.8071,8.64,31.834,191.9378,97.6587,19.0116,3.157,1.0348,0.0348,90.6167,0.0,0.0,0.0,0,10.225,120.3216,47.2915,1.0213,1.1504,5,3,False
2026-01-12,7,normal,278.3349,275.4548,2.8801,1.05,25.5922,179.6742,124.3416,17.4116,33.8615,1.3792,0.3792,89.3059,0.0,0.0,0.0,0,9.5717,131.5586,49.668,0.8126,0.8598,2,1,False
2026-01-12,8,normal,159.7248,275.4548,-115.73,-42.01,18.5629,198.2058,-33.0346,18.6779,5.3314,0.9404,-0.0596,89.4778,0.1,0.0,0.0,0,10.5589,87.1946,45.2013,1.003,1.0241,3,2,False
2026-01-12,9,normal,244.2367,275.4548,-31.218,-11.33,-0.2576,180.0096,92.9272,18.6412,9.8013,1.1109,0.1109,88.3757,0.0,0.0,0.0,0,9.5896,116.7467,49.7838,0.9386,1.064,6,0,False
2026-01-12,10,normal,244.0495,275.4548,-31.4053,-11.4,33.7218,192.8345,54.5303,18.0742,18.9629,0.7875,-0.2125,89.2465,0.3722,0.0,0.2933,6,10.2728,109.0927,51.2432,1.0662,0.978,5,2,False
