fecha,beneficio_previsto [€],ben_medio [€],ben_std [€],ben_P10 [€],ben_P50 [€],ben_P90 [€],VaR_95 [€],pct_negativo [%],desv_media [€],desv_media [%],penalizacion_soc_media [€],energia_recortada_media [MWh],soc_final_desv_media [MWh],ben_extremo_medio [€],peor_escenario [€],CVaR_95 [€],soc_critico_medio,penalizacion_soc_ext [€],energia_recortada_ext [MWh],pujas_perdidas_media,fallos_tecnicos_media,n_sim_normal,n_sim_extremo
2026-01-01,297.57,268.54,47.02,213.83,265.91,325.39,199.69,0.0,-29.03,-9.8,24.27,0.19,-0.1756,270.48,7.98,30.33,14.3,40.05,1.6152,4.8,2.0,200,40
2026-01-02,281.62,252.86,50.12,191.96,251.01,317.4,177.28,0.0,-28.76,-10.2,22.2,0.2648,-0.1439,228.09,41.0,52.03,12.2,33.89,1.1491,4.9,2.0,200,40
2026-01-03,229.78,201.77,56.63,140.17,196.52,274.22,111.65,0.0,-28.01,-12.2,25.23,0.284,-0.0698,213.22,-5.55,5.27,14.4,40.35,1.2337,4.6,1.9,200,40
2026-01-04,353.98,322.89,49.92,259.72,325.12,391.02,244.66,0.0,-31.09,-8.8,21.57,0.1963,-0.1945,317.44,114.01,115.57,12.3,30.02,1.1405,4.8,1.7,200,40
2026-01-05,216.04,188.93,45.2,129.35,189.04,246.02,110.73,0.0,-27.1,-12.5,22.45,0.2314,-0.026,183.66,-9.84,10.73,12.8,40.18,1.0915,5.0,2.0,200,40
2026-01-06,476.92,457.15,47.84,395.53,454.49,522.95,384.13,0.0,-19.77,-4.1,15.01,0.2522,-0.1051,440.76,241.11,249.65,14.7,27.93,1.3945,4.9,2.0,200,40
2026-01-07,186.94,164.86,51.87,94.18,163.88,234.06,78.04,0.0,-22.08,-11.8,21.5,0.2869,-0.0501,137.4,-106.58,-105.28,9.2,43.82,0.6746,4.5,1.9,200,40
2026-01-08,298.01,271.46,45.5,216.51,269.22,328.96,198.93,0.0,-26.56,-8.9,18.82,0.2077,-0.1116,269.53,12.58,24.46,11.6,33.37,0.9579,4.7,2.1,200,40
2026-01-09,521.94,494.29,49.65,432.26,490.81,560.27,421.79,0.0,-27.65,-5.3,13.42,0.2384,-0.1003,524.92,218.58,239.39,11.3,22.23,1.0755,4.6,1.9,200,40
2026-01-10,383.98,352.18,50.49,291.32,345.16,416.26,275.94,0.0,-31.8,-8.3,18.34,0.2515,-0.1148,365.66,57.59,63.79,16.1,31.02,1.6687,4.9,2.1,200,40
2026-01-11,303.6,277.48,48.76,221.82,273.8,340.57,215.09,0.0,-26.12,-8.6,17.75,0.2178,-0.0375,253.82,53.06,54.3,13.5,37.0,1.1851,4.6,1.8,200,40
2026-01-12,275.45,248.46,47.56,194.59,241.75,316.22,182.82,0.0,-27.0,-9.8,20.18,0.2827,-0.041,196.32,42.3,42.76,10.0,41.11,0.8966,4.8,2.1,200,40
2026-01-13,226.64,196.48,51.16,128.81,196.2,260.86,108.6,0.0,-30.15,-13.3,26.25,0.2676,-0.1729,175.85,-48.77,-37.25,10.9,40.42,0.9811,4.8,2.1,200,40
2026-01-14,172.71,163.77,42.12,111.27,162.2,221.73,98.89,0.0,-8.95,-5.2,9.17,0.2848,-0.0376,121.92,-67.26,-66.78,9.8,25.46,1.1909,4.6,1.9,200,40
2026-01-15,170.48,139.02,52.12,75.13,136.55,203.77,59.87,0.5,-31.46,-18.5,31.12,0.211,-0.122,93.45,-145.26,-125.48,12.0,53.25,0.949,4.9,1.9,200,40
2026-01-16,100.5,72.31,36.67,27.91,72.23,113.98,13.66,3.0,-28.19,-28.1,29.99,0.1199,-0.213,49.27,-169.71,-140.9,4.4,45.66,0.4632,4.7,1.8,200,40
2026-01-17,37.79,8.22,50.68,-64.19,10.93,69.22,-76.81,39.5,-29.57,-78.3,33.36,0.1236,-0.2079,-37.59,-303.75,-289.22,6.7,56.99,0.5222,5.1,2.0,200,40
2026-01-18,136.62,111.3,44.17,61.67,110.74,170.14,39.57,1.0,-25.32,-18.5,25.24,0.1019,-0.1873,106.15,-163.42,-119.98,7.2,44.58,0.7588,4.7,2.0,200,40
2026-01-19,167.5,162.35,33.63,120.63,162.09,209.17,110.55,0.0,-5.15,-3.1,7.89,0.2658,-0.0187,146.19,-18.41,-10.19,4.8,28.55,0.6344,5.0,1.8,200,40
2026-01-20,196.27,174.63,47.69,113.29,172.57,228.63,99.23,0.0,-21.65,-11.0,21.0,0.2846,-0.0553,157.34,-111.16,-106.5,12.1,36.74,1.1637,4.7,2.1,200,40
2026-01-21,289.68,255.95,52.56,189.4,254.08,329.24,177.17,0.0,-33.73,-11.6,29.52,0.1776,-0.2403,255.4,89.24,91.99,13.4,49.03,1.3677,5.0,1.8,200,40
2026-01-22,435.91,407.29,52.72,345.94,404.96,474.22,329.18,0.0,-28.63,-6.6,14.5,0.2799,-0.0722,443.23,186.62,194.18,14.0,25.42,1.1266,4.8,2.0,200,40
2026-01-23,594.74,574.31,55.86,501.83,576.48,654.65,478.13,0.0,-20.43,-3.4,8.31,0.2905,-0.082,527.69,324.16,343.19,11.9,14.53,1.0581,4.8,1.9,200,40
2026-01-24,623.03,594.57,59.19,522.77,593.76,667.73,493.79,0.0,-28.47,-4.6,6.33,0.1467,-0.1739,577.62,248.85,300.97,13.5,11.52,1.2236,4.9,2.1,200,40
2026-01-25,651.46,624.02,57.75,544.67,619.87,701.36,529.87,0.0,-27.44,-4.2,3.24,0.2224,-0.1529,587.8,367.51,371.88,12.1,5.02,0.9993,4.7,1.9,200,40
2026-01-26,576.91,556.78,59.53,480.83,552.35,642.8,469.96,0.0,-20.13,-3.5,8.87,0.2834,-0.0614,528.95,326.32,331.78,13.0,16.3,1.0757,4.9,2.0,200,40
2026-01-27,618.34,596.34,61.25,515.04,595.38,680.03,495.44,0.0,-22.01,-3.6,6.19,0.3177,-0.0719,580.25,319.53,342.38,13.4,11.45,1.1904,4.8,1.8,200,40
2026-01-28,648.86,626.69,52.95,565.89,619.24,689.17,544.79,0.0,-22.18,-3.4,6.12,0.2983,-0.0899,622.28,424.52,429.66,12.4,10.74,1.2682,4.7,1.8,200,40
2026-01-29,582.92,546.17,55.6,478.36,541.89,612.71,464.98,0.0,-36.75,-6.3,5.96,0.306,-0.0769,508.41,285.31,286.88,13.8,9.41,1.2517,4.7,1.8,200,40
2026-01-30,660.15,635.24,65.93,555.51,631.53,717.68,539.14,0.0,-24.91,-3.8,3.36,0.2129,-0.1323,593.79,315.71,327.98,11.5,5.48,0.9597,4.7,1.9,200,40
2026-01-31,664.92,637.57,72.04,547.37,633.3,736.12,524.0,0.0,-27.36,-4.1,1.78,0.2022,-0.1529,591.34,366.45,371.59,12.6,2.58,1.2271,4.8,2.0,200,40
