fecha,sim_id,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_ree [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_up_real [€/MWh],pi_disp_down_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos
2025-09-28,1,167.8674,252.7704,-84.903,-33.59,54.5449,104.7391,59.3506,23.6304,0.0,27.1369,1.5458,0.5458,49.7171,0.125,0.0,0.0,0,11.0373,9.6867,106.9093,31.3654,0.5349,1.4054,7,1
2025-09-28,2,235.674,252.7704,-17.0964,-6.76,58.1913,92.1909,171.1858,32.0564,36.3676,17.4699,0.645,-0.355,49.207,0.125,0.0,0.2678,9,9.7653,5.3371,123.8829,119.9251,1.2426,1.2922,3,1
2025-09-28,3,131.5291,252.7704,-121.2413,-47.96,55.4901,104.0287,24.2376,21.1507,0.0,31.0766,1.644,0.644,48.2537,0.125,0.125,0.0,0,10.9866,8.0923,81.2172,30.5361,0.4043,2.1297,6,1
2025-09-28,4,403.9315,252.7704,151.1611,59.8,58.7783,76.9241,300.711,31.4103,0.0,1.0715,0.9781,-0.0219,48.847,0.0,0.0,0.0,0,8.1186,6.3257,190.1429,15.2645,1.0366,0.9681,4,2
2025-09-28,5,254.5395,252.7704,1.7691,0.7,53.8233,127.3827,117.1819,26.2161,0.0,17.6323,1.3591,0.3591,49.0961,0.0,0.125,0.0,0,13.3569,15.9987,128.5088,92.3229,0.7124,1.5024,4,2
2025-09-28,6,101.5137,252.7704,-151.2566,-59.84,52.7535,95.9431,-2.6933,25.1379,0.0,19.3516,1.4061,0.4061,47.6554,0.0,0.125,0.0,0,10.1394,7.0392,51.4707,43.8542,0.6486,0.783,3,2
2025-09-28,7,410.3581,252.7704,157.5878,62.34,53.9049,81.3466,364.0921,34.7888,32.6723,21.5244,0.5545,-0.4455,48.3101,0.0,0.0,0.1267,4,8.4797,13.3831,189.4576,48.526,1.3608,2.7875,5,5
2025-09-28,8,287.2187,252.7704,34.4483,13.63,53.9371,62.9362,205.6505,30.839,0.0,4.4661,1.0918,0.0918,48.6764,0.0,0.0,0.0,0,6.5812,9.0499,135.3715,821.7497,0.965,1.3003,4,0
2025-09-28,9,117.1285,252.7704,-135.6419,-53.66,54.1146,101.6062,40.1243,35.1069,13.9623,29.6474,0.4,-0.6,49.4123,0.0,0.0,0.6565,18,10.766,5.6675,68.4932,89.6562,1.6197,1.2158,2,3
2025-09-28,10,288.9034,252.7704,36.133,14.29,52.2969,90.0062,191.1559,24.7113,0.0,19.8442,1.4048,0.4048,49.0264,0.125,0.125,0.0,0,9.4498,10.5384,187.575,18.6106,0.671,1.7497,4,3
2025-09-28,11,339.0478,252.7704,86.2774,34.13,59.1981,87.4953,276.1008,31.4933,25.2412,27.0119,0.4464,-0.5536,48.7944,0.25,0.0,0.1098,5,9.2256,7.7501,164.8899,149.3835,1.1974,0.7051,5,1
2025-09-28,12,128.0067,252.7704,-124.7637,-49.36,56.1437,106.306,11.9283,25.8972,0.0,20.4741,1.4174,0.4174,49.0545,0.0,0.0,0.0,0,11.2298,8.1011,62.8842,69.8145,0.641,0.9674,1,1
2025-09-28,13,295.3287,252.7704,42.5583,16.84,57.8197,90.0101,278.3531,33.5536,67.5598,29.7407,0.4,-0.6,49.5678,0.0,0.125,0.3181,10,9.3465,17.1132,160.0829,63.175,1.3891,1.2276,3,3
2025-09-28,14,213.6661,252.7704,-39.1043,-15.47,56.4088,108.108,185.2956,31.9224,74.6911,29.5328,0.4,-0.6,49.2213,0.25,0.0,0.5371,14,11.4274,7.7791,126.9136,77.0904,1.4574,1.0487,2,3
2025-09-28,15,279.8692,252.7704,27.0988,10.72,61.3261,94.5024,167.8514,27.5681,0.0,16.2426,1.3265,0.3265,49.749,0.0,0.0,0.0,0,9.8935,12.8613,156.7795,115.1967,0.7637,1.1877,3,2
2025-09-28,16,125.7084,252.7704,-127.0619,-50.27,54.9707,120.0102,73.9011,33.8523,60.3,29.0214,0.4,-0.6,48.3689,0.125,0.0,1.14,26,12.6222,12.6434,81.8941,6.4663,1.7571,1.958,3,1
