fecha,sim_id,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_ree [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_up_real [€/MWh],pi_disp_down_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos
2025-09-13,1,204.3315,279.62,-75.2885,-26.93,141.5867,82.7776,28.4777,24.0281,0.0,24.4823,1.3953,0.3953,61.9311,0.125,0.125,0.0,0,9.7335,4.0384,135.9864,18.7379,0.2464,2.0449,4,3
2025-09-13,2,241.6611,279.62,-37.9589,-13.58,149.8514,73.1116,71.8729,35.8612,1.5084,15.8052,0.7465,-0.2535,62.3366,0.0,0.125,0.1044,3,8.5426,5.7802,103.8371,106.8196,1.15,1.7901,3,2
2025-09-13,3,281.1039,279.62,1.4838,0.53,146.7789,79.2458,150.9433,33.6586,26.4631,35.7424,0.4,-0.6,59.5707,0.3436,0.125,0.5223,16,9.1213,11.8912,125.9114,256.3076,1.352,1.957,4,1
2025-09-13,4,154.1147,279.62,-125.5054,-44.88,145.8332,77.0359,-31.0248,33.0066,0.0,4.723,1.0784,0.0784,60.2109,0.0,0.0,0.0,0,8.8838,10.8736,54.1182,15.9346,0.8475,0.8565,7,2
2025-09-13,5,169.2269,279.62,-110.3932,-39.48,146.7845,93.9188,-44.0144,36.1809,-45.3818,36.663,0.4,-0.6,61.105,0.125,0.125,0.5303,14,11.0189,5.5871,51.3716,9.9847,1.4899,1.3053,6,3
2025-09-13,6,331.8823,279.62,52.2622,18.69,143.0859,85.5613,159.441,35.9461,11.9922,8.2676,0.8651,-0.1349,61.2675,0.0,0.125,0.178,5,10.0596,4.2257,140.6238,21.3406,1.2431,0.5032,2,3
2025-09-13,7,303.6807,279.62,24.0607,8.6,147.8236,90.566,107.1018,34.7733,0.0496,6.9877,0.8855,-0.1145,61.0125,0.0,0.125,0.002,1,10.4942,10.7415,112.6429,471.753,1.0387,1.3995,5,3
2025-09-13,8,171.5837,279.62,-108.0363,-38.64,151.2879,65.8264,-13.0673,32.439,0.0,0.0242,1.0004,0.0004,62.2789,0.0,0.2491,0.0,0,7.6504,6.8747,68.6223,24.8398,0.9224,1.2782,3,4
2025-09-13,9,167.7174,279.62,-111.9026,-40.02,152.3009,73.1981,-14.1239,28.4698,0.0,15.1879,1.2463,0.2463,61.6734,0.125,0.0,0.0,0,8.38,12.8289,60.1326,28.2469,0.5551,0.9514,2,2
2025-09-13,10,521.4848,279.62,241.8647,86.5,144.1254,62.3537,352.7664,34.4954,0.0,3.2653,0.9452,-0.0548,59.5548,0.125,0.0,0.0,0,7.1584,10.1151,253.4361,18.9346,1.0277,1.5628,5,3
2025-09-13,11,159.4342,279.62,-120.1859,-42.98,147.4631,70.9498,-21.0955,32.9387,0.0,4.9445,1.0817,0.0817,60.4852,0.0,0.0,0.0,0,8.317,4.511,59.0016,30.5731,0.8411,0.9035,6,2
2025-09-13,12,237.6125,279.62,-42.0075,-15.02,139.3187,80.5672,61.4098,32.9558,0.0,10.7275,1.1752,0.1752,61.2287,0.0,0.1791,0.0,0,9.2348,13.6631,109.4079,9.6815,0.9736,0.2759,7,5
2025-09-13,13,458.0952,279.62,178.4752,63.83,144.62,92.6724,332.1936,33.4712,59.2758,18.6438,0.7022,-0.2978,62.6057,0.1543,0.125,0.2747,8,10.7855,9.0665,235.2786,12.1066,1.1982,0.9175,5,4
2025-09-13,14,219.287,279.62,-60.333,-21.58,139.445,85.6488,30.6772,33.0809,0.0,3.4032,1.0576,0.0576,59.1238,0.125,0.0021,0.0,0,9.9675,8.4014,89.1335,12.2655,0.8881,1.4597,2,1
2025-09-13,15,210.1012,279.62,-69.5188,-24.86,143.1323,104.4993,0.736,26.3453,0.0,11.9211,1.1953,0.1953,61.04,0.375,0.25,0.0,0,12.2285,7.5126,74.0916,15.8902,0.6203,1.33,13,2
2025-09-13,16,188.2188,279.62,-91.4012,-32.69,142.5184,84.501,-1.4991,31.4813,0.0,5.8202,1.0962,0.0962,60.4727,0.1543,0.0,0.0,0,9.898,5.6803,71.688,90.0895,0.8129,1.2302,5,2
2025-09-13,17,286.9725,279.62,7.3525,2.63,149.4753,72.7951,104.8566,35.0231,0.0,5.1314,1.0837,0.0837,61.3365,0.0,0.125,0.0,0,8.4974,6.0898,123.6457,61.1576,1.0938,1.2672,2,5
2025-09-13,18,184.1712,279.62,-95.4488,-34.14,150.6492,71.8641,0.9207,26.6289,0.0,12.6338,1.2014,0.2014,62.7161,0.4214,0.125,0.0,0,8.3946,5.7738,74.2723,52.1431,0.6083,1.722,7,1
2025-09-13,19,407.3558,279.62,127.7358,45.68,141.5817,98.7836,331.7309,37.824,90.6752,36.2412,0.4,-0.6,60.402,0.0,0.125,0.5007,13,11.5569,7.2126,197.5761,48.2591,1.5505,1.4541,4,4
2025-09-13,20,204.5335,279.62,-75.0866,-26.85,146.624,77.6462,19.8879,28.8098,0.0,10.8148,1.1776,0.1776,60.909,0.2793,0.0,0.0,0,9.0487,7.1065,90.1449,12.0149,0.6548,2.3205,5,2
2025-09-13,21,211.2939,279.62,-68.3262,-24.44,148.9707,98.3069,8.1748,30.9051,0.0,13.2534,1.2154,0.2154,61.5362,0.125,0.1543,0.0,0,11.4036,11.1521,80.5546,11.6033,0.8403,0.6278,4,4
