fecha,sim_id,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_ree [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_up_real [€/MWh],pi_disp_down_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos
2025-09-07,1,559.098,323.4545,235.6435,72.85,115.1915,109.1761,410.8984,36.9826,28.5483,10.637,0.6734,-0.3266,32.5732,0.0,0.0,0.0797,3,12.483,10.2553,209.713,258.7058,1.2069,0.9075,3,1
2025-09-07,2,349.2341,323.4545,25.7796,7.97,110.1444,96.0513,340.0624,38.8933,139.0193,19.1114,0.4,-0.6,31.8524,0.0,0.0,0.5115,13,10.9622,9.7247,168.0288,81.8907,1.5843,1.2167,5,2
2025-09-07,3,146.607,323.4545,-176.8475,-54.67,105.8221,79.5634,89.0841,37.5251,71.1194,19.2181,0.4,-0.6,32.0301,0.125,0.0,1.9135,29,8.9533,12.4826,65.4965,37.5128,2.2178,1.4963,6,1
2025-09-07,4,137.4787,323.4545,-185.9758,-57.5,109.0643,75.6632,38.8485,38.285,30.5739,17.2384,0.4655,-0.5345,32.2485,0.0,0.0,0.4593,12,8.6234,8.0756,56.9313,8.0575,1.5422,0.9204,5,3
2025-09-07,5,352.0985,323.4545,28.644,8.86,105.8489,73.393,535.0163,36.9849,306.4724,18.7024,0.4,-0.6,31.1706,0.0,0.125,0.6777,17,8.3084,9.7938,255.463,37.6121,1.5766,0.7008,3,2
2025-09-07,6,458.7804,323.4545,135.3259,41.84,117.7182,69.9439,309.7739,33.947,0.0,4.7086,0.8579,-0.1421,33.14,0.125,0.0,0.0,0,7.9114,9.5614,192.4986,23.8373,1.0279,0.4213,3,2
2025-09-07,7,314.2562,323.4545,-9.1983,-2.84,108.7937,87.3292,149.5962,31.1505,0.0,0.3124,1.01,0.01,31.1782,0.0936,0.125,0.0,0,10.0962,4.3335,122.3459,136.9548,0.8285,0.7585,3,1
2025-09-07,8,272.4423,323.4545,-51.0122,-15.77,109.5758,116.3302,77.8357,29.9537,0.0,1.3456,1.0417,0.0417,32.2981,0.375,0.0,0.0,0,13.4088,7.1731,86.4165,15.4101,0.8498,0.8125,4,3
2025-09-07,9,309.1306,323.4545,-14.3239,-4.43,109.4579,57.5713,187.685,35.5496,0.4942,9.5399,0.7014,-0.2986,31.9524,0.125,0.0,0.0027,1,6.5436,6.7683,117.3208,141.7393,1.1102,1.3481,6,1
2025-09-07,10,309.294,323.4545,-14.1605,-4.38,110.4429,60.4315,171.7763,29.114,0.0,4.2427,1.1338,0.1338,31.716,0.3741,0.0,0.0,0,6.9044,5.861,151.7625,12.5077,0.7399,1.1631,8,0
2025-09-07,11,201.7876,323.4545,-121.6669,-37.61,110.9064,124.344,1.2942,31.1084,0.0,3.6487,1.1131,0.1131,32.2557,0.25,0.0,0.0,0,14.2631,10.0842,36.7586,32.5111,0.8309,2.3852,6,3
2025-09-07,12,231.6498,323.4545,-91.8047,-28.38,110.152,104.7221,131.9396,37.0009,61.3065,16.8566,0.4735,-0.5265,32.0178,0.0,0.125,0.4248,12,11.799,15.9251,94.0722,26.2856,1.4314,1.3979,1,2
2025-09-07,13,357.6581,323.4545,34.2036,10.57,115.28,66.0231,210.5824,32.9791,0.0,1.2482,1.0385,0.0385,32.3977,0.125,0.0,0.0,0,7.3939,11.6032,151.0437,43.5906,0.9251,0.9334,2,1
2025-09-07,14,115.8006,323.4545,-207.6539,-64.2,111.7932,78.6381,132.1254,35.7322,151.6541,19.3698,0.4,-0.6,32.2829,0.125,0.125,6.1778,53,8.8504,12.2945,60.6386,154.7766,4.2863,1.1505,5,1
