fecha,sim_id,tipo,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_up_real [€/MWh],pi_disp_down_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo
2025-03-15,1,normal,299.1394,312.7681,-13.6287,-4.36,148.2184,77.8896,132.2934,32.6423,26.6196,0.4688,-0.5312,50.1125,0.2186,0.2186,0.0235,1,8.8614,8.9704,122.117,52.9534,1.0926,0.927,4,4,False
2025-03-15,2,normal,292.9714,312.7681,-19.7968,-6.33,142.7458,85.0092,101.4454,32.9888,3.2402,1.0653,0.0653,49.6433,0.0,0.0936,0.0,0,9.6965,8.9222,112.2652,59.6128,0.93,0.8627,1,3,False
2025-03-15,3,normal,296.0303,312.7681,-16.7379,-5.35,141.2362,79.5156,110.0216,33.6213,1.1218,1.0224,0.0224,50.0297,0.0,0.0,0.0,0,9.0433,9.2637,120.2798,49.5094,0.9564,0.8522,3,4,False
2025-03-15,4,normal,326.7475,312.7681,13.9794,4.47,140.8891,80.8557,152.6797,36.4851,11.1919,0.7757,-0.2243,49.8993,0.0,0.0,0.015,2,9.2122,8.8514,126.9391,46.1085,1.115,1.1335,1,0,False
2025-03-15,5,normal,289.3666,312.7681,-23.4016,-7.48,142.5824,86.7025,97.7809,29.8056,7.8935,0.8403,-0.1597,49.437,0.375,0.125,0.0,0,9.8972,8.8395,113.8687,62.1008,0.8576,1.0672,5,1,False
2025-03-15,6,normal,273.0303,312.7681,-39.7378,-12.71,135.0219,82.4105,92.7902,29.7874,7.4048,0.8516,-0.1484,49.9074,0.25,0.2491,0.0,0,9.4024,8.569,112.1215,52.5035,0.8669,1.1314,7,3,False
2025-03-15,7,normal,325.8474,312.7681,13.0793,4.18,145.2945,81.6185,141.0058,34.3842,7.6872,0.8456,-0.1544,49.8023,0.1241,0.0,0.0,0,9.3166,8.3312,126.5906,50.0941,1.0167,0.963,2,0,False
2025-03-15,8,normal,304.5548,312.7681,-8.2133,-2.63,141.6397,75.4772,124.1401,32.4449,4.2572,1.0854,0.0854,49.8495,0.125,0.0,0.0,0,8.5902,8.5805,127.6583,55.9377,0.8883,0.8393,6,1,False
2025-03-15,9,normal,305.2782,312.7681,-7.4899,-2.39,135.5544,80.5065,127.7151,32.7706,5.7273,0.8821,-0.1179,48.5752,0.125,0.125,0.0,0,9.1776,8.6351,123.9407,53.1203,0.9653,1.2261,5,2,False
2025-03-15,10,normal,270.6604,312.7681,-42.1078,-13.46,143.1704,80.5477,83.6008,29.281,7.3776,1.1512,0.1512,48.7894,0.25,0.0,0.0,0,9.2063,7.8075,116.8254,61.4171,0.706,1.0174,6,1,False
2025-03-15,11,normal,303.2931,312.7681,-9.475,-3.03,146.9028,74.8816,138.0861,34.467,22.1104,0.5632,-0.4368,50.619,0.0,0.25,0.035,3,8.5185,8.6467,122.8444,51.0911,1.1233,0.8062,5,3,False
2025-03-15,12,normal,317.8315,312.7681,5.0634,1.62,139.0599,84.2779,130.5763,33.3683,2.7143,1.0548,0.0548,49.5404,0.0,0.125,0.0,0,9.6108,8.9248,126.3754,53.3581,1.018,1.4206,4,7,False
