fecha,sim_id,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_ree [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_up_real [€/MWh],pi_disp_down_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos
2025-03-20,1,272.4645,318.0926,-45.628,-14.34,80.726,69.96,167.0293,36.0263,0.0,9.2245,0.6004,-0.3996,23.0814,0.125,0.0,0.0,0,8.0033,8.4217,98.444,22.7759,1.1408,0.628,5,1
2025-03-20,2,374.5146,318.0926,56.422,17.74,79.3929,87.4655,259.1412,36.2562,5.3499,9.879,0.5545,-0.4455,22.1755,0.125,0.0,0.0205,1,10.0871,7.2986,135.4929,135.3543,1.2069,0.5347,8,3
2025-03-20,3,270.0895,318.0926,-48.0031,-15.09,82.9602,86.1537,135.4768,30.96,0.0,3.5412,1.1545,0.1545,22.9205,0.125,0.0,0.0,0,9.9111,8.1723,110.1546,261.9404,0.7432,0.6574,5,0
2025-03-20,4,472.4973,318.0926,154.4047,48.54,88.83,91.5356,331.2246,31.7688,0.0,7.3242,0.6856,-0.3144,23.2926,0.4058,0.0,0.0,0,10.5969,6.0289,197.4183,38.5738,0.9676,0.4346,6,1
2025-03-20,5,239.863,318.0926,-78.2295,-24.59,80.27,72.9791,121.7559,31.9771,0.0,3.1649,0.8615,-0.1385,22.8464,0.375,0.0,0.0,0,8.3005,10.7055,89.1745,40.7198,0.917,1.7952,10,0
2025-03-20,6,259.9938,318.0926,-58.0987,-18.26,80.1735,102.8091,281.9945,39.2228,153.6076,12.1529,0.4656,-0.5344,22.743,0.0,0.0,0.747,16,11.9286,5.7115,127.0644,225.6446,1.6415,1.9802,3,0
2025-03-20,7,350.5142,318.0926,32.4217,10.19,82.947,79.4759,249.3379,27.5034,21.9891,11.7541,0.4877,-0.5123,22.9424,0.625,0.25,0.0944,4,9.0281,12.1071,167.5031,42.5128,0.9411,0.8387,7,5
2025-03-20,8,286.8417,318.0926,-31.2509,-9.82,79.5476,84.0438,300.8198,38.4164,127.1293,12.0238,0.4677,-0.5323,22.5863,0.0,0.125,0.5051,12,9.7415,5.0596,139.8649,103.2949,1.5776,0.6393,3,2
2025-03-20,9,125.2271,318.0926,-192.8655,-60.63,82.1471,68.696,37.4416,37.0991,13.45,12.5085,0.4503,-0.5497,22.7536,0.125,0.125,1.7473,30,7.784,11.245,34.0328,22.8674,2.1306,0.8634,9,1
2025-03-20,10,623.2496,318.0926,305.157,95.93,81.3005,83.6718,504.2786,36.2743,0.0,9.7272,0.5692,-0.4308,22.5785,0.125,0.0,0.0,0,9.6338,7.6102,243.9698,12.4775,1.175,0.7195,6,2
2025-03-20,11,260.258,318.0926,-57.8346,-18.18,85.8798,73.6318,152.8992,33.8762,7.24,11.0367,0.5218,-0.4782,23.0821,0.3436,0.0,0.0408,2,8.4109,9.3605,94.8801,62.5979,1.0883,0.9069,5,0
2025-03-20,12,403.6585,318.0926,85.5659,26.9,87.9253,78.482,269.7213,32.3252,0.0,0.1449,1.006,0.006,23.9492,0.25,0.0,0.0,0,8.939,11.0081,173.3597,61.7597,0.9066,1.2703,5,1
2025-03-20,13,-518.2611,318.0926,-836.3537,-262.93,81.2304,78.7213,381.7498,37.1488,1009.0577,13.7562,0.4017,-0.5983,22.9932,0.125,0.0,4.9467,46,9.056,7.4698,143.7186,231.2957,3.6741,0.4373,7,0
2025-03-20,14,173.4354,318.0926,-144.6571,-45.48,83.5857,71.2687,54.5909,26.3423,0.0,9.6676,1.4148,0.4148,23.3082,0.125,0.25,0.0,0,8.2404,5.1001,76.9867,48.2134,0.532,1.5136,4,6
2025-03-20,15,241.7557,318.0926,-76.3369,-24.0,81.2898,72.9283,121.5305,28.4264,0.0,5.5665,1.243,0.243,22.9044,0.125,0.0936,0.0,0,8.4627,4.0084,126.5002,31.5805,0.596,1.3827,5,2
2025-03-20,16,27.7477,318.0926,-290.3448,-91.28,85.786,68.7769,213.5337,37.4979,290.2465,12.6046,0.4477,-0.5523,22.8228,0.125,0.0,1.9403,33,7.8354,9.5748,105.106,34.5217,2.2115,1.5101,5,1
2025-03-20,17,275.6263,318.0926,-42.4663,-13.35,81.2349,68.894,169.4974,37.0035,0.0,6.9965,0.6945,-0.3055,22.9039,0.0,0.0,0.0,0,7.929,6.3993,96.9441,162.1813,1.1519,0.6363,1,1
2025-03-20,18,145.6067,318.0926,-172.4859,-54.23,83.6159,75.0477,250.0312,37.0219,212.3124,13.7538,0.4,-0.6,22.923,0.1617,0.0,1.0534,21,8.6501,6.456,126.5544,56.9562,1.7853,1.6639,7,2
2025-03-20,19,331.3551,318.0926,13.2625,4.17,83.2924,84.8609,199.4221,32.6979,0.0,3.5225,0.8484,-0.1516,23.2291,0.2553,0.0,0.0,0,9.7905,6.9292,129.27,12.7367,0.9742,0.8039,6,2
