fecha,sim_id,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_ree [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_up_real [€/MWh],pi_disp_down_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos
2025-03-06,1,176.3029,179.4779,-3.175,-1.77,67.0867,77.237,106.6735,32.6877,20.3475,21.6591,0.7237,-0.2763,78.3861,0.25,0.125,0.1459,5,8.901,10.4207,138.5442,44.0573,1.0683,1.3275,3,3
2025-03-06,2,237.7728,179.4779,58.295,32.48,69.0301,90.9761,133.5761,28.0634,0.0,27.746,1.3488,0.3488,79.556,0.0,0.0,0.0,0,10.4659,19.5684,230.7425,163.0832,0.4609,1.2676,2,3
2025-03-06,3,218.5165,179.4779,39.0387,21.75,60.7981,100.2841,98.2735,34.4797,0.0,6.3595,1.081,0.081,78.4918,0.0,0.0,0.0,0,11.5637,10.9182,135.9422,26.6056,0.9283,1.2466,5,1
2025-03-06,4,198.0718,179.4779,18.5939,10.36,57.21,92.9087,98.6337,28.5921,0.0,22.0884,1.2803,0.2803,78.7932,0.0,0.125,0.0,0,10.7244,5.6894,171.9404,46.1145,0.5501,0.8406,5,2
2025-03-06,5,94.6833,179.4779,-84.7946,-47.25,62.732,98.9524,-22.0264,32.0831,0.0,12.8917,1.1631,0.1631,79.0508,0.0,0.0,0.0,0,11.4099,10.8527,68.7809,114.9952,0.7442,3.1105,4,1
2025-03-06,6,5.2724,179.4779,-174.2055,-97.06,66.3964,69.1419,-63.2708,33.892,-4.496,37.5992,0.5245,-0.4755,79.0804,0.375,0.0,0.2094,7,7.9742,6.9092,53.7981,244.7476,1.1758,0.7609,6,1
2025-03-06,7,159.6452,179.4779,-19.8327,-11.05,56.4016,81.1628,69.3381,28.2134,0.0,19.0439,1.2424,0.2424,78.5722,0.2281,0.125,0.0,0,9.363,7.1623,135.4607,25.9355,0.6466,1.7735,5,3
2025-03-06,8,-124.9554,179.4779,-304.4333,-169.62,68.9333,70.4671,632.8518,35.722,822.8832,38.6025,0.5173,-0.4827,79.9658,0.2281,0.0,1.4685,28,8.1271,7.0505,361.5409,41.9197,1.8954,0.3851,5,2
2025-03-06,9,16.5508,179.4779,-162.9271,-90.78,63.3852,85.0496,-87.1234,35.5227,-8.4673,17.7053,0.775,-0.225,78.6824,0.0,0.125,0.1772,6,9.8075,9.0661,43.6991,106.4343,1.155,1.952,1,2
2025-03-06,10,59.8093,179.4779,-119.6686,-66.68,49.36,73.4513,-21.5977,29.9012,0.0,11.5031,1.1464,0.1464,78.6,0.125,0.0,0.0,0,8.4727,6.7833,65.1526,115.1332,0.6389,0.8425,4,0
2025-03-06,11,93.9606,179.4779,-85.5173,-47.65,55.8687,66.3778,10.0449,34.3851,0.0,3.9457,0.9489,-0.0511,77.2387,0.125,0.0,0.0,0,7.65,8.7958,85.5013,9.5748,0.9839,1.0308,9,1
2025-03-06,12,226.2997,179.4779,46.8219,26.09,66.8893,68.1502,142.1795,28.3672,0.0,22.5521,1.2857,0.2857,78.9308,0.125,0.0,0.0,0,7.8514,10.1596,216.4722,23.9335,0.5412,0.8349,3,2
2025-03-06,13,-8.9422,179.4779,-188.4201,-104.98,62.782,71.5138,50.6744,38.6264,116.6686,38.6174,0.5173,-0.4827,79.9967,0.0,0.0,2.9908,38,8.2254,16.0131,104.5979,20.0777,2.7665,1.0075,3,2
2025-03-06,14,100.484,179.4779,-78.9939,-44.01,69.1186,66.4212,9.4169,31.1082,0.0,13.3645,1.1674,0.1674,79.823,0.125,-0.0,0.0,0,7.6591,7.1695,91.629,26.3201,0.737,1.5536,3,1
2025-03-06,15,289.9183,179.4779,110.4404,61.53,53.3537,105.5649,170.559,33.454,0.0,6.1053,1.0782,0.0782,78.0667,0.0,0.1031,0.0,0,12.1688,13.004,175.8709,367.358,0.9331,0.601,5,4
2025-03-06,16,48.5151,179.4779,-130.9628,-72.97,64.9233,56.0495,5.3913,33.9492,6.0681,37.8316,0.5173,-0.4827,78.3689,0.375,0.0,1.7007,31,6.4634,5.9423,85.1153,46.9,1.9208,0.9582,6,1
2025-03-06,17,178.3037,179.4779,-1.1742,-0.65,56.3798,75.0042,166.3693,30.3606,57.2993,31.7898,0.5948,-0.4052,78.4603,0.625,0.0,0.2761,9,8.6439,10.0319,172.0859,116.3807,1.0835,1.1228,7,2
2025-03-06,18,181.8415,179.4779,2.3636,1.32,48.9942,62.6183,110.9116,32.4636,0.0,8.219,1.1046,0.1046,78.5408,0.125,0.0,0.0,0,7.2065,12.3453,147.0067,19.2586,0.8409,0.5946,6,1
2025-03-06,19,117.7781,179.4779,-61.6997,-34.38,50.6452,67.74,42.3871,30.3904,0.0,12.6038,0.8376,-0.1624,77.6177,0.5,0.0,0.0,0,7.8004,11.5731,105.2414,64.7544,0.8587,0.8212,7,0
2025-03-06,20,24.435,179.4779,-155.0429,-86.39,62.4359,61.1191,-60.2676,35.1205,0.0,3.732,1.0471,0.0471,79.2652,0.0,0.0,0.0,0,7.0481,6.4452,52.6255,51.6463,0.9776,0.7259,2,1
2025-03-06,21,281.3352,179.4779,101.8573,56.75,57.8059,67.1637,237.2874,36.2134,17.2065,27.502,0.6524,-0.3476,79.1103,0.125,0.0,0.0748,3,7.7317,12.4022,188.1673,51.8222,1.212,0.764,5,4
2025-03-06,22,40.9747,179.4779,-138.5032,-77.17,57.4047,62.5267,19.2627,37.0679,23.3659,37.7857,0.5173,-0.4827,78.2737,0.125,-0.0,0.438,12,7.1785,19.2252,93.2257,73.5773,1.4027,0.9995,3,1
2025-03-06,23,135.6316,179.4779,-43.8462,-24.43,65.8552,113.6355,-8.2674,35.3925,0.0,0.1992,1.0025,0.0025,78.61,0.0,0.0,0.0,0,13.1129,8.5126,78.1929,61.6573,0.9965,1.3374,5,1
2025-03-06,24,124.8268,179.4779,-54.6511,-30.45,73.1603,91.7368,19.9201,23.8927,0.0,36.0977,1.4541,0.4541,79.4981,0.25,0.0,0.0,0,10.5742,11.514,122.9843,24.5929,0.2626,1.3669,9,2
2025-03-06,25,198.1187,179.4779,18.6409,10.39,68.6588,84.1874,83.4736,34.7601,0.0,3.441,1.0431,0.0431,79.8846,0.0,0.0,0.0,0,9.7161,5.8098,128.768,10.1782,0.9946,0.6268,5,4
2025-03-06,26,388.091,179.4779,208.6131,116.23,51.0637,95.8213,276.4334,35.2037,0.0,0.0238,1.0003,0.0003,77.0819,0.0,-0.0,0.0,0,11.056,7.6839,219.7219,55.0068,1.0136,0.716,0,3
2025-03-06,27,225.2801,179.4779,45.8022,25.52,61.2917,106.3571,102.0391,31.0258,0.0,13.3819,1.1727,0.1727,77.4965,0.125,0.0,0.0,0,12.2653,11.0244,151.2501,91.9124,0.7283,2.5956,3,1
2025-03-06,28,52.3519,179.4779,-127.126,-70.83,69.1879,67.5679,-7.8062,36.8171,4.9636,34.8171,0.5582,-0.4418,78.8078,0.0,0.125,0.1647,5,7.7754,13.6091,79.3899,187.8661,1.2856,1.0632,5,4
2025-03-06,29,81.5919,179.4779,-97.886,-54.54,69.5294,72.4165,-23.108,35.7141,0.0,1.5319,0.9805,-0.0195,78.4483,0.0,0.0,0.0,0,8.3565,5.4223,71.9176,64.0343,1.0079,0.4898,5,0
2025-03-06,30,177.2907,179.4779,-2.1872,-1.22,71.7429,100.404,82.5241,34.7063,15.2275,27.4465,0.6565,-0.3435,79.9035,0.25,0.0,0.1448,5,11.5935,4.6146,122.2939,12.0816,1.1565,2.0324,7,2
2025-03-06,31,231.2965,179.4779,51.8186,28.87,59.8915,56.5189,452.0112,37.0663,262.2723,37.7866,0.5173,-0.4827,78.2756,0.125,0.0,0.6607,16,6.5012,12.4551,273.239,91.4818,1.4914,0.9729,5,0
2025-03-06,32,180.1924,179.4779,0.7146,0.4,64.2905,66.9166,86.2155,33.7819,0.0,3.4483,1.0437,0.0437,78.9934,0.125,0.0,0.0,0,7.7208,5.4056,128.513,155.9149,0.9392,0.8009,8,1
