fecha,t,hora,p_sell [€/MWh],p_buy [€/MWh],p_buy_eff [€/MWh],x_sell [MWh],x_buy [MWh],x_ch [MWh],x_dis [MWh],r_up [MWh],r_down [MWh],a_up [MWh],a_down [MWh],SOC [MWh],y_bat,y_grid,p_disp [€/MWh],p_act_up [€/MWh],p_act_down [€/MWh],capacidad_nominal [MWh],soc_min_limit [MWh]
2025-05-02,1,00:00,13.64,13.64,13.64,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.9345,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-05-02,2,00:15,12.89,12.89,12.89,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.8691,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-05-02,3,00:30,13.34,13.34,13.34,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.8036,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-05-02,4,00:45,12.29,12.29,12.29,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.7381,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-05-02,5,01:00,5.16,5.16,5.16,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.6726,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-05-02,6,01:15,5.09,5.09,5.09,0.0589,0.0,-0.0,0.0,0.25,-0.0,0.0589,0.0,0.6072,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-05-02,7,01:30,5.04,5.04,5.04,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.5417,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-05-02,8,01:45,5.15,5.15,5.15,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.4762,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-05-02,9,02:00,2.87,2.87,2.87,0.0589,-0.0,0.0,0.0,0.25,-0.0,0.0589,0.0,0.4107,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-05-02,10,02:15,2.79,2.79,2.79,0.0,0.181,0.1612,0.0,-0.0,0.0888,0.0,0.0197,0.5736,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2025-05-02,11,02:30,2.89,2.89,2.89,0.0589,-0.0,0.0,0.0,0.25,-0.0,0.0589,0.0,0.5082,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-05-02,12,02:45,2.65,2.65,2.65,0.0589,-0.0,-0.0,0.0,0.25,-0.0,0.0589,0.0,0.4427,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-05-02,13,03:00,2.46,2.46,2.46,0.0,0.25,0.25,0.0,0.0,-0.0,0.0,0.0,0.6677,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2025-05-02,14,03:15,2.5,2.5,2.5,0.0,0.25,0.25,0.0,0.0,-0.0,0.0,0.0,0.8927,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
