fecha,sim_id,tipo,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo
2025-04-07,1,normal,685.3997,680.4711,4.9286,0.72,393.3635,132.2934,186.3802,25.4213,1.2161,1.021,0.021,57.8938,0.0,0.2295,0.0,0,10.8688,120.4238,58.1657,0.8119,1.069,3,1,False
2025-04-07,2,normal,716.7096,680.4711,36.2385,5.33,377.7728,123.6366,240.5977,25.1675,0.13,1.0023,0.0023,56.0536,0.25,0.4592,0.105,1,10.1576,125.5504,52.674,0.9792,1.0125,5,2,False
2025-04-07,3,normal,679.5011,680.4711,-0.97,-0.14,362.0957,129.6433,212.0724,24.3102,0.0,1.0,0.0,56.1846,0.5,0.2092,0.6235,4,10.6511,113.7161,49.7523,1.0135,0.9267,6,1,False
2025-04-07,4,normal,751.7722,680.4711,71.301,10.48,385.2488,138.3949,253.3718,25.2434,0.0,1.0,0.0,56.4748,0.25,0.4592,0.5219,4,11.3701,117.6321,50.507,1.1663,1.0423,5,3,False
2025-04-07,5,normal,689.3942,680.4711,8.9231,1.31,388.617,121.3948,204.5073,25.1248,0.0,1.0,0.0,55.5162,0.25,0.5,0.4929,4,9.9734,102.5536,53.3053,1.1217,1.0242,3,2,False
2025-04-07,6,normal,723.0638,680.4711,42.5927,6.26,378.5419,125.7901,244.5316,25.7997,0.0,1.0,0.0,58.4463,0.25,0.25,0.0062,1,10.3345,129.1866,47.5708,1.0065,0.78,3,2,False
2025-04-07,7,normal,654.4569,680.4711,-26.0143,-3.82,349.0471,118.425,213.4834,26.4986,0.0,1.0,0.0,55.5945,0.0974,0.0,0.6811,5,9.7294,102.5124,51.4501,1.2359,1.3005,3,1,False
2025-04-07,8,normal,663.0348,680.4711,-17.4363,-2.56,369.3986,126.9905,193.2732,26.6275,0.0,1.0,0.0,55.5119,0.0,0.0,0.0128,2,10.4331,108.1838,45.248,1.0261,1.1117,4,4,False
2025-04-07,9,normal,581.6497,680.4711,-98.8214,-14.52,357.5939,118.2391,131.9985,25.7095,0.4723,1.0083,0.0083,56.937,0.25,0.0,0.0,0,9.7141,93.1199,50.5784,0.8749,0.8605,6,1,False
2025-04-07,10,normal,723.277,680.4711,42.8059,6.29,394.1796,119.9689,244.5046,24.7911,10.585,0.815,-0.185,57.2163,0.4147,0.25,0.5879,4,9.8563,119.8858,41.7323,1.0723,0.8731,8,1,False
2025-04-07,11,normal,655.8003,680.4711,-24.6709,-3.63,381.9935,129.8369,169.5521,24.0987,1.4836,1.0261,0.0261,56.8848,0.25,0.25,0.0,0,10.667,127.6772,51.0488,0.6843,1.0748,4,2,False
2025-04-07,12,normal,636.4708,680.4711,-44.0003,-6.47,381.1342,118.6433,161.6363,24.9429,0.0,1.0,0.0,57.3927,0.0,0.5,0.2022,1,9.7474,103.0818,54.0995,0.8889,1.252,1,2,False
2025-04-07,13,normal,766.4384,680.4711,85.9673,12.63,388.8779,124.8364,277.8899,25.1658,0.0,1.0,0.0,57.7277,0.25,0.25,1.1229,8,10.2562,118.9273,50.8119,1.2885,1.1724,2,2,False
2025-04-07,14,normal,671.1077,680.4711,-9.3635,-1.38,396.382,117.9988,181.1959,24.4691,0.0,1.0,0.0,57.508,0.4592,0.2092,0.7782,5,9.6944,97.8138,52.9419,1.0818,1.1238,7,1,False
2025-04-07,15,normal,707.0438,680.4711,26.5727,3.91,377.1505,115.2815,239.9184,25.3065,0.0,1.0,0.0,56.8729,0.2092,0.2092,0.6995,5,9.4712,114.0295,46.7804,1.1207,0.8029,3,2,False
2025-04-07,16,normal,738.7784,680.4711,58.3073,8.57,392.9483,118.4476,250.8408,23.4583,0.0,1.0,0.0,56.7253,0.7092,0.2295,1.0994,8,9.7313,119.1267,47.7953,1.1651,0.9011,5,3,False
