fecha,t,hora,p_sell [€/MWh],p_buy [€/MWh],p_buy_eff [€/MWh],x_sell [MWh],x_buy [MWh],x_ch [MWh],x_dis [MWh],r_up [MWh],r_down [MWh],a_up [MWh],a_down [MWh],SOC [MWh],y_bat,y_grid,p_disp [€/MWh],p_act_up [€/MWh],p_act_down [€/MWh],capacidad_nominal [MWh],soc_min_limit [MWh]
2025-11-02,1,00:00,81.86,81.86,81.86,0.0589,0.0,0.0,-0.0,0.25,0.0,0.0589,0.0,0.9345,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,2,00:15,80.8,80.8,80.8,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.8691,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,3,00:30,71.0,71.0,71.0,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.8036,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,4,00:45,64.1,64.1,64.1,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.7381,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,5,01:00,60.0,60.0,60.0,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.6726,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,6,01:15,53.62,53.62,53.62,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.6072,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,7,01:30,51.93,51.93,51.93,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.5417,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,8,01:45,50.0,50.0,50.0,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.4762,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,9,02:00,40.0,40.0,40.0,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.4107,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,10,02:15,34.94,34.94,34.94,0.0574,-0.0,0.0,0.0,0.2437,-0.0,0.0574,0.0,0.3469,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,11,02:30,30.05,30.05,30.05,0.0439,0.0,0.0,0.0,0.1862,-0.0,0.0439,0.0,0.2982,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,12,02:45,20.1,20.1,20.1,-0.0,0.1329,0.0994,0.0,-0.0,0.1506,0.0,0.0335,0.4178,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,13,03:00,23.27,23.27,23.27,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.3523,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,14,03:15,15.0,15.0,15.0,0.0,0.25,0.25,0.0,0.0,-0.0,0.0,0.0,0.5773,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,15,03:30,16.62,16.62,16.62,0.0,0.25,0.25,0.0,0.0,-0.0,0.0,0.0,0.8023,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,16,03:45,11.93,11.93,11.93,0.0,0.25,0.25,0.0,0.0,-0.0,0.0,0.0,1.0273,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,17,04:00,16.79,16.79,16.79,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.9618,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,18,04:15,16.9,16.9,16.9,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.8964,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,19,04:30,16.79,16.79,16.79,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.8309,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,20,04:45,16.68,16.68,16.68,0.0,0.25,0.25,0.0,0.0,-0.0,0.0,0.0,1.0559,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,21,05:00,20.58,20.58,20.58,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.9904,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,22,05:15,16.9,16.9,16.9,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.9249,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,23,05:30,16.79,16.79,16.79,-0.0,0.2367,0.2329,0.0,-0.0,0.0171,0.0,0.0038,1.138,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,24,05:45,16.9,16.9,16.9,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,1.0725,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,25,06:00,27.64,27.64,27.64,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,1.007,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,26,06:15,28.26,28.26,28.26,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.9416,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,27,06:30,30.05,30.05,30.05,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.8761,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,28,06:45,33.99,33.99,33.99,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.8106,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,29,07:00,33.99,33.99,33.99,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.7451,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,30,07:15,35.0,35.0,35.0,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.6797,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,31,07:30,40.0,40.0,40.0,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.6142,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,32,07:45,40.0,40.0,40.0,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.5487,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,33,08:00,38.1,38.1,38.1,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.4832,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,34,08:15,26.45,26.45,26.45,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.4178,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,35,08:30,16.79,16.79,16.79,0.0589,-0.0,0.0,0.0,0.25,-0.0,0.0589,0.0,0.3523,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,36,08:45,14.0,14.0,14.0,0.0,0.0727,0.022,0.0,-0.0,0.228,0.0,0.0507,0.4178,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2025-11-02,37,09:00,17.87,17.87,17.87,0.0589,-0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.3523,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
