fecha,sim_id,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_ree [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_up_real [€/MWh],pi_disp_down_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos
2025-12-13,1,66.2713,159.9401,-93.6688,-58.56,32.0721,91.8275,23.5822,19.5293,0.0,61.6812,1.7675,0.7675,80.3645,0.125,0.0,0.0,0,9.7335,4.0384,135.9864,18.7379,0.2464,2.0449,4,3
2025-12-13,2,96.7714,159.9401,-63.1687,-39.5,21.8622,80.9111,48.0698,33.0493,2.9936,18.0288,0.7749,-0.2251,80.0814,0.0,0.0,0.0308,1,8.5426,5.7802,103.8371,106.8196,1.15,1.7901,3,2
2025-12-13,3,131.4904,159.9401,-28.4497,-17.79,32.4948,87.2074,123.5416,33.88,31.5826,46.2907,0.4014,-0.5986,77.3285,0.125,0.0,0.2608,8,9.1213,11.8912,125.9114,256.3076,1.352,1.957,4,1
2025-12-13,4,11.2336,159.9401,-148.7065,-92.98,25.2785,84.8355,-57.8599,28.0756,0.0,12.9449,1.1611,0.1611,80.3531,0.0,0.125,0.0,0,8.8838,10.8736,54.1182,15.9346,0.8475,0.8565,7,2
2025-12-13,5,-1.6292,159.9401,-161.5693,-101.02,26.4731,104.0988,-88.6464,31.0986,-35.3213,47.7774,0.4,-0.6,79.629,0.25,0.0591,0.7135,19,11.0189,5.5871,51.3716,9.9847,1.4899,1.3053,6,3
2025-12-13,6,185.5827,159.9401,25.6426,16.03,31.2371,94.9111,139.2348,33.2704,19.1643,27.3656,0.6577,-0.3423,79.9499,0.0,0.0,0.1205,4,10.0596,4.2257,140.6238,21.3406,1.2431,0.5032,2,3
2025-12-13,7,176.3957,159.9401,16.4556,10.29,28.0049,99.9142,81.3237,31.3793,0.0,1.4678,1.0186,0.0186,78.8752,0.0,0.0,0.0,0,10.4942,10.7415,112.6429,471.753,1.0387,1.3995,5,3
2025-12-13,8,29.1214,159.9401,-130.8187,-81.79,29.7025,72.7025,-34.0406,28.8876,0.0,10.3555,1.1298,0.1298,79.7752,0.0,0.125,0.0,0,7.6504,6.8747,68.6223,24.8398,0.9224,1.2782,3,4
2025-12-13,9,11.2654,159.9401,-148.6747,-92.96,21.5659,80.3907,-28.4147,24.5842,0.0,37.6924,1.4763,0.4763,79.1349,0.0,0.0,0.0,0,8.38,12.8289,60.1326,28.2469,0.5551,0.9514,2,2
2025-12-13,10,430.8304,159.9401,270.8903,169.37,27.7987,68.5518,369.1098,31.2593,0.0,3.3706,1.0427,0.0427,78.9204,0.0,0.0,0.0,0,7.1584,10.1151,253.4361,18.9346,1.0277,1.5628,5,3
2025-12-13,11,22.3435,159.9401,-137.5966,-86.03,28.1771,78.6148,-43.5086,27.8279,0.0,13.1119,1.1686,0.1686,77.7602,0.125,0.0,0.0,0,8.317,4.511,59.0016,30.5731,0.8411,0.9035,6,2
2025-12-13,12,133.6301,159.9401,-26.31,-16.45,32.2685,88.5239,49.5767,28.5694,0.0,8.1697,0.8981,-0.1019,80.191,0.0,0.25,0.0,0,9.2348,13.6631,109.4079,9.6815,0.9736,0.2759,7,5
2025-12-13,13,364.1503,159.9401,204.2102,127.68,37.9096,102.4064,360.0255,30.3624,57.4725,48.3563,0.4,-0.6,80.5939,0.0,0.375,0.1727,6,10.7855,9.0665,235.2786,12.1066,1.1982,0.9175,5,4
2025-12-13,14,93.5328,159.9401,-66.4073,-41.52,26.5769,94.6432,10.9006,28.7897,0.0,9.7982,1.126,0.126,77.7834,0.125,0.0,0.0,0,9.9675,8.4014,89.1335,12.2655,0.8881,1.4597,2,1
2025-12-13,15,78.8538,159.9401,-81.0863,-50.7,35.9178,115.7127,-18.0433,22.6369,0.0,32.0965,1.3953,0.3953,81.1874,0.4234,0.0,0.0,0,12.2285,7.5126,74.0916,15.8902,0.6203,1.33,13,2
2025-12-13,16,56.8437,159.9401,-103.0964,-64.46,28.636,93.603,-19.1118,28.3227,0.0,17.9608,1.2288,0.2288,78.4991,0.0,0.0,0.0,0,9.898,5.6803,71.688,90.0895,0.8129,1.2302,5,2
2025-12-13,17,153.0892,159.9401,-6.8509,-4.28,29.0801,80.5315,87.8071,30.7419,2.6051,10.9825,0.8622,-0.1378,79.6878,0.125,0.0,0.0195,1,8.4974,6.0898,123.6457,61.1576,1.0938,1.2672,2,5
2025-12-13,18,49.0873,159.9401,-110.8528,-69.31,44.1744,79.5224,-18.9585,22.4284,0.0,33.2226,1.407,0.407,81.6311,0.375,0.125,0.0,0,8.3946,5.7738,74.2723,52.1431,0.6083,1.722,7,1
2025-12-13,19,166.8661,159.9401,6.926,4.33,31.0049,109.374,284.0299,32.1322,178.0898,47.3209,0.4,-0.6,78.8681,0.125,0.125,0.7253,18,11.5569,7.2126,197.5761,48.2591,1.5505,1.4541,4,4
2025-12-13,20,61.7987,159.9401,-98.1414,-61.36,25.1248,85.8447,4.9898,25.4654,0.0,28.6953,1.3617,0.3617,79.3331,0.125,0.0,0.0,0,9.0487,7.1065,90.1449,12.0149,0.6548,2.3205,5,2
2025-12-13,21,80.2802,159.9401,-79.6599,-49.81,20.9656,108.4985,-7.0276,26.7664,0.0,15.3899,1.1921,0.1921,80.1347,0.125,0.125,0.0,0,11.4036,11.1521,80.5546,11.6033,0.8403,0.6278,4,4
2025-12-13,22,31.8327,159.9401,-128.1074,-80.1,33.1179,72.3526,356.6692,34.9692,346.9549,48.3829,0.4,-0.6,80.6382,0.0,0.0,1.2892,26,7.5841,8.7808,216.081,67.551,1.8842,0.7465,5,2
2025-12-13,23,168.7121,159.9401,8.772,5.48,23.3265,91.5379,147.9402,31.8927,31.0037,31.1962,0.6193,-0.3807,81.9345,0.125,0.0,0.23,7,9.7121,3.4174,146.7215,272.5653,1.2406,0.3539,4,2
2025-12-13,24,-3.4009,159.9401,-163.341,-102.13,18.4648,90.6236,-56.2506,26.2317,0.0,30.007,1.3766,0.3766,79.669,0.0,0.0,0.0,0,9.4817,12.1596,37.9686,242.1489,0.6608,1.6152,7,2
2025-12-13,25,48.8865,159.9401,-111.0536,-69.43,35.0937,70.6698,-7.4588,25.5401,0.0,23.8781,0.7067,-0.2933,81.4173,0.375,0.25,0.0,0,7.3643,11.4324,82.7437,56.8746,0.8931,1.4284,6,3
2025-12-13,26,178.05,159.9401,18.1099,11.32,30.5967,97.1402,159.7604,31.6403,34.0813,43.7257,0.4442,-0.5558,78.6653,0.125,0.125,0.207,6,10.2668,6.2369,149.008,19.0651,1.2286,0.9032,3,1
2025-12-13,27,101.5096,159.9401,-58.4305,-36.53,34.1341,89.5558,246.4317,27.345,192.4378,48.8292,0.4,-0.6,81.382,0.375,0.25,0.8877,23,9.456,6.356,196.2298,81.366,1.4282,1.1678,4,3
2025-12-13,28,43.8416,159.9401,-116.0985,-72.59,24.1742,112.3567,15.5525,32.8258,29.4535,45.9624,0.4,-0.6,76.6041,0.1841,0.0,1.5202,30,11.8619,8.0816,88.394,52.695,1.9211,2.1027,7,2
2025-12-13,29,538.1995,159.9401,378.2594,236.5,22.7263,118.416,435.7231,29.6688,0.0,8.9971,1.1133,0.1133,79.3853,0.0,0.0,0.0,0,12.5392,6.04,307.7241,9.9194,0.896,1.1546,3,1
2025-12-13,30,151.5038,159.9401,-8.4363,-5.27,33.6255,95.1024,153.7758,33.1291,52.7597,45.1112,0.4325,-0.5675,79.4897,0.125,0.0,0.37,11,10.0195,8.203,145.0512,13.5312,1.4286,0.5436,8,4
2025-12-13,31,177.6352,159.9401,17.6951,11.06,23.3225,113.7828,133.8982,29.5709,15.7424,48.0551,0.4,-0.6,80.0918,0.4341,0.0,0.1092,4,12.0643,4.7711,141.3399,45.7748,1.1283,1.4487,7,0
