beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo,sim_id
268.3456,297.5671,-29.2214,-9.82,5.3688,190.449,124.2015,18.1963,33.4774,0.59,-0.41,81.6522,0.443,0.0,0.0972,5,10.2316,114.7675,51.2938,1.0355,0.9152,7,1,False,116
236.4269,297.5671,-61.1402,-20.55,13.6781,174.9834,82.7964,16.8659,18.1652,1.2232,0.2232,81.3676,0.3278,0.0,0.0,0,9.4007,109.5924,56.0204,0.8517,0.9054,5,3,False,117
300.6953,297.5671,3.1282,1.05,19.4449,193.2919,112.3401,17.3146,7.0671,1.0853,0.0853,82.8294,0.2195,0.2273,0.0,0,10.3843,117.2737,49.3133,0.9075,0.9806,8,2,False,118
277.4588,297.5671,-20.1083,-6.76,25.6618,185.9382,116.1731,17.097,33.2173,1.4087,0.4087,81.2703,0.0,0.0,0.0,0,9.9892,122.0817,47.4159,0.7721,1.0269,1,1,False,119
242.2163,297.5671,-55.3508,-18.6,11.485,191.2142,90.2625,16.7566,33.9888,1.411,0.411,82.7043,0.0,0.0,0.0,0,10.2727,118.0958,50.9652,0.7385,1.1788,2,2,False,120
290.5036,297.5671,-7.0635,-2.37,6.169,188.3984,165.7805,16.8618,52.9826,0.365,-0.635,83.4372,0.6968,0.25,0.5013,9,10.1214,127.9581,51.9813,1.0721,1.1708,5,1,False,121
298.5955,297.5671,1.0285,0.35,23.0299,191.8403,102.7282,17.2183,1.7846,1.0219,0.0219,81.6202,0.25,0.0,0.0,0,10.3063,115.8561,46.915,0.8429,1.142,5,1,False,122
229.0213,297.5671,-68.5458,-23.04,0.8342,194.905,80.4728,18.8852,28.3054,0.661,-0.339,83.4895,0.25,0.0,0.1081,3,10.4709,105.9179,51.5157,1.0814,1.1257,3,2,False,123
293.8832,297.5671,-3.6838,-1.24,39.1483,184.9711,94.1329,18.5345,5.8345,1.0706,0.0706,82.6786,0.0,0.0,0.0,0,9.9373,112.3206,50.405,0.9551,1.0483,5,2,False,124
227.862,297.5671,-69.7051,-23.42,-3.3046,176.3712,125.2099,17.7995,52.6149,0.365,-0.635,82.8581,0.6521,0.0,0.3163,7,9.4752,115.4609,53.3735,1.1084,0.8639,3,2,False,125
372.9586,297.5671,75.3915,25.34,16.6079,190.6945,218.4318,18.5279,34.2477,0.59,-0.41,83.531,0.3848,0.0,0.582,10,10.2447,136.6677,49.4485,1.1679,1.1338,6,1,False,126
323.2547,297.5671,25.6877,8.63,32.3041,200.5573,124.1921,18.8032,14.9956,0.8188,-0.1812,82.7543,0.0,0.193,0.0042,2,10.7746,117.1101,46.5279,1.0331,1.2754,2,3,False,127
293.538,297.5671,-4.0291,-1.35,11.5661,195.7159,136.0009,16.3194,33.4256,1.4079,0.4079,81.9492,0.25,0.0,0.0,0,10.5145,130.709,45.8244,0.7404,0.9745,7,1,False,128
309.655,297.5671,12.0879,4.06,17.0494,198.5628,118.4159,17.8592,6.5139,0.9211,-0.0789,82.5691,0.25,0.1156,0.0,0,10.6675,116.124,51.8027,0.9557,1.0565,5,2,False,129
323.5151,297.5671,25.948,8.72,20.9151,197.507,154.8849,16.4285,33.3634,0.59,-0.41,81.3742,0.25,0.693,0.5917,10,10.6107,126.2226,50.9277,1.059,1.0489,5,4,False,130
263.9178,297.5671,-33.6493,-11.31,4.3105,187.3932,124.5226,18.2456,34.0629,0.59,-0.41,83.0803,0.193,0.25,0.8844,15,10.0674,115.8373,47.4569,1.2419,1.0713,6,3,False,131
275.6144,297.5671,-21.9527,-7.38,14.6637,199.4892,90.9463,18.3857,11.0991,1.1365,0.1365,81.322,0.0,0.0,0.0,0,10.7172,109.6283,46.2218,0.9131,0.9746,5,0,False,132
282.7809,297.5671,-14.7862,-4.97,7.2832,183.8161,144.1859,18.9321,33.5721,0.59,-0.41,81.8833,0.25,0.0,1.6801,23,9.8752,117.3379,60.4515,1.4494,0.902,4,1,False,133
265.231,297.5671,-32.3361,-10.87,23.229,188.3997,111.5975,17.5104,40.4848,0.5063,-0.4937,81.997,0.4592,0.25,0.0,0,10.1215,115.3318,46.2606,1.0135,1.2653,6,4,False,134
245.1434,297.5671,-52.4237,-17.62,8.5611,174.8096,96.8458,18.5929,16.4801,0.8015,-0.1985,83.0108,0.25,0.0,0.0,0,9.3914,110.4161,60.0951,1.0194,1.1643,3,2,False,135
281.3229,297.5671,-16.2441,-5.46,23.4862,188.1745,120.0008,17.5735,32.7651,0.59,-0.41,79.915,0.1348,0.5,0.0784,2,10.1094,113.584,59.1796,0.9844,0.9972,4,2,False,136
362.471,297.5671,64.9039,21.81,-10.7462,190.2191,235.9372,19.0677,33.8714,0.59,-0.41,82.6132,0.2092,0.0,0.2025,4,10.2192,138.2732,60.5757,1.1219,0.9551,2,2,False,137
276.5058,297.5671,-21.0613,-7.08,7.857,181.5419,116.0562,18.5925,10.3568,0.8751,-0.1249,82.9433,0.193,0.0,0.028,1,9.753,114.3042,46.2436,1.0208,0.9293,4,2,False,138
134.3738,297.5671,-163.1933,-54.84,15.1649,184.79,-14.3838,17.5333,33.664,0.59,-0.41,82.1073,0.1156,0.5,0.6674,12,9.9275,85.4998,50.2676,1.1354,0.9899,5,3,False,139
282.7822,297.5671,-14.7849,-4.97,26.1402,185.6639,111.9156,18.6819,22.2556,0.7379,-0.2621,84.8979,0.25,0.0,0.0,0,9.9745,116.6484,50.158,1.0615,0.9461,9,4,False,140
282.7396,297.5671,-14.8275,-4.98,18.1957,186.9291,117.1909,17.3399,22.2362,1.2681,0.2681,82.9461,0.193,0.0,0.0,0,10.0425,120.3917,46.7251,0.8655,0.8442,6,2,False,141
294.2413,297.5671,-3.3258,-1.12,29.5592,182.5192,106.5907,18.3276,6.1001,0.9267,-0.0733,83.2029,0.2273,0.0,0.0,0,9.8055,114.5716,42.3694,0.9798,0.7152,5,1,False,142
268.6242,297.5671,-28.9428,-9.73,8.7851,193.3573,94.3502,18.3924,9.4759,0.8844,-0.1156,81.9376,0.25,0.0,0.0111,1,10.3878,109.3723,58.1575,0.9909,0.8747,5,1,False,143
321.8881,297.5671,24.321,8.17,17.2027,188.7779,139.4156,17.9987,5.5095,1.0674,0.0674,81.7103,0.25,-0.0,0.0,0,10.1418,120.8978,50.0788,0.9973,0.8732,5,5,False,144
250.3803,297.5671,-47.1868,-15.86,1.3965,173.3972,128.4814,18.172,34.7228,0.57,-0.43,80.7594,0.4773,0.0,0.0,0,9.3155,114.3947,53.5564,1.0136,1.0281,2,1,False,145
269.0541,297.5671,-28.513,-9.58,-12.1735,194.8024,122.3929,18.6227,17.3449,0.7848,-0.2152,80.5852,0.25,0.0,0.0804,2,10.4654,112.6647,52.4778,1.0312,1.016,5,1,False,146
232.9235,297.5671,-64.6436,-21.72,21.9616,171.4499,92.0404,19.0515,33.4768,0.59,-0.41,81.6507,0.0,0.2092,0.275,6,9.2109,106.2205,62.8315,1.1389,0.9058,5,3,False,147
237.5031,297.5671,-60.064,-20.19,25.4972,177.9519,60.1087,16.8124,9.2423,1.1124,0.1124,82.2356,0.2092,0.0,0.0,0,9.5602,106.3307,45.7441,0.8253,0.9957,4,4,False,148
266.1949,297.5671,-31.3721,-10.54,20.9692,195.5778,71.6287,18.5228,3.458,1.0417,0.0417,82.8956,0.1156,0.0,0.0,0,10.5071,105.2383,51.5208,0.9766,0.9608,4,1,False,149
236.0808,297.5671,-61.4863,-20.66,11.0665,177.3633,85.8635,17.2415,20.971,1.2582,0.2582,81.2233,0.0,0.25,0.0,0,9.5286,110.1789,50.5586,0.8357,1.0701,3,1,False,150
241.1145,297.5671,-56.4526,-18.97,14.5796,194.6416,68.2238,18.4394,17.8911,1.2133,0.2133,83.8596,0.0,0.0,0.0,0,10.4568,105.7555,51.5102,0.9428,1.0848,5,2,False,151
177.3221,297.5671,-120.245,-40.41,8.6794,186.9437,7.8068,17.1711,8.9368,1.1078,0.1078,82.9105,0.25,0.2092,0.0,0,10.0432,90.3035,54.2682,0.8877,1.2148,3,2,False,152
316.4441,297.5671,18.877,6.34,9.5742,178.7716,162.6717,18.5082,16.0652,0.8059,-0.1941,82.7642,0.25,0.0,0.0,0,9.6042,125.9332,41.5242,0.9898,0.8044,4,0,False,153
207.5987,297.5671,-89.9684,-30.23,15.7116,184.4954,59.3234,16.8753,35.0564,0.5691,-0.4309,81.3508,0.6348,0.2092,0.0769,2,9.9117,101.3427,60.9955,0.9598,1.1617,6,2,False,154
303.8348,297.5671,6.2677,2.11,2.3821,183.1123,154.0011,16.763,18.8977,1.2267,0.2267,83.3673,0.25,0.2273,0.0,0,9.8374,132.1384,50.9786,0.8557,1.1589,2,3,False,155
273.6226,297.5671,-23.9445,-8.05,19.5239,172.5397,133.8385,17.7246,34.5549,0.59,-0.41,84.2804,0.0,0.594,0.8017,14,9.2694,120.9283,55.9357,1.2112,1.1068,1,6,False,156
397.4722,297.5671,99.9051,33.57,21.4782,188.5224,218.4548,17.7602,13.223,1.1656,0.1656,79.8456,0.0,0.25,0.0,0,10.1281,142.4362,49.0047,0.9335,1.126,2,4,False,157
303.2756,297.5671,5.7085,1.92,13.8612,192.7864,127.6957,19.2925,11.7753,0.8589,-0.1411,83.4599,0.0,0.0,0.0,0,10.3571,117.8676,54.4276,1.0607,1.064,6,3,False,158
312.8288,297.5671,15.2617,5.13,23.2744,179.937,160.121,17.1878,33.3158,0.59,-0.41,81.2581,0.7195,0.0,0.5431,9,9.6668,125.3477,48.6108,1.1031,0.835,7,2,False,159
316.9596,297.5671,19.3926,6.52,5.8006,198.7375,141.2014,16.3657,12.4141,1.1539,0.1539,80.65,0.4592,0.2273,0.0,0,10.6768,124.3361,57.259,0.8735,1.143,3,4,False,160
222.4542,297.5671,-75.1129,-25.24,8.5772,187.3588,48.9423,17.6415,4.7826,1.0578,0.0578,82.7881,0.3848,0.0,0.0,0,10.0655,100.1076,58.0168,0.9245,1.1587,8,1,False,161
213.9251,297.5671,-83.642,-28.11,14.6947,208.3842,21.2625,16.7828,13.6335,0.8343,-0.1657,82.2716,0.7096,0.0,0.2591,6,11.1951,92.9694,49.3171,0.9702,1.2712,11,1,False,162
240.1492,297.5671,-57.4179,-19.3,25.7993,172.5206,94.2225,18.9832,33.41,0.59,-0.41,81.4879,0.25,0.0,0.9087,16,9.2684,107.4343,42.3726,1.2519,1.0435,8,0,False,163
206.9181,297.5671,-90.6489,-30.46,14.2765,180.3285,41.4398,17.5938,11.5328,0.8615,-0.1385,83.2416,0.5,0.0,0.0,0,9.6878,98.2171,45.8805,0.9586,1.0549,4,2,False,164
292.7241,297.5671,-4.843,-1.63,-9.5658,179.8697,151.3737,17.7588,11.1947,1.1397,0.1397,80.1514,0.25,0.0,0.0,0,9.6632,123.6649,40.6099,0.9111,0.9637,5,1,False,165
238.5025,297.5671,-59.0646,-19.85,9.3155,177.1469,95.8883,16.3192,27.529,1.3399,0.3399,80.9936,0.25,0.2092,0.0,0,9.5169,114.5826,48.1922,0.8412,0.8707,6,6,False,166
236.7159,297.5671,-60.8512,-20.45,5.553,190.3541,68.4324,17.5675,10.0561,1.1242,0.1242,80.9673,0.2092,0.0,0.0,0,10.2265,103.4284,47.1183,0.8787,1.0637,8,1,False,167
277.0597,297.5671,-20.5074,-6.89,14.7779,198.4613,85.5134,18.1634,3.5295,1.0427,0.0427,82.7408,0.25,0.0,0.0,0,10.662,109.4159,47.3876,0.9575,1.0296,6,1,False,168
245.3723,297.5671,-52.1947,-17.54,12.8266,186.7006,97.4877,15.0275,36.615,1.4548,0.4548,80.5058,0.7092,0.0,0.0,0,10.0302,118.9108,52.4357,0.6984,0.9708,6,1,False,169
261.7088,297.5671,-35.8583,-12.05,17.8334,173.0916,122.6423,20.0121,31.8464,0.6173,-0.3827,83.2219,0.0,0.0,0.0,0,9.2991,115.3119,45.6853,1.1055,1.5222,4,1,False,170
179.7348,297.5671,-117.8323,-39.6,12.1258,177.3973,15.4212,18.4311,6.7784,0.9167,-0.0833,81.3824,0.25,0.0,0.0321,2,9.5304,90.421,47.7352,1.0082,1.1428,4,2,False,171
243.1887,297.5671,-54.3784,-18.27,8.0993,181.6867,106.8292,19.9979,33.4286,0.59,-0.41,81.5331,0.0,0.0,0.131,3,9.7608,108.1584,61.7659,1.1717,1.3468,2,3,False,172
296.9735,297.5671,-0.5936,-0.2,31.1928,191.6404,106.6577,18.6085,13.9089,0.8324,-0.1676,82.9844,0.2195,0.0,0.0,0,10.2956,114.2477,46.7705,1.0201,0.9744,4,2,False,173
240.4583,297.5671,-57.1087,-19.19,20.4761,181.703,77.7204,17.5993,21.8419,1.2643,0.2643,82.6432,0.0,0.0,0.0,0,9.7617,110.2928,49.9151,0.8318,1.0155,3,1,False,174
285.878,297.5671,-11.6891,-3.93,-4.1047,181.5538,148.0543,18.9291,20.6963,0.7456,-0.2544,81.3514,0.0,0.2092,0.0335,2,9.7537,119.4758,56.8851,1.0266,1.3853,7,1,False,175
212.9376,297.5671,-84.6294,-28.44,8.2225,191.4062,85.2354,19.4559,52.4705,0.365,-0.635,82.6308,0.25,0.0,0.2205,5,10.283,105.0007,47.8473,1.158,1.2306,2,1,False,176
294.229,297.5671,-3.338,-1.12,26.553,179.2218,139.9019,17.322,34.1257,0.59,-0.41,83.2334,0.5,0.2092,0.929,16,9.6284,122.4583,48.7658,1.1862,1.1506,9,2,False,177
237.9149,297.5671,-59.6521,-20.05,-0.5858,186.4219,105.773,19.7995,33.8947,0.59,-0.41,82.6701,0.0,0.0,0.303,7,10.0152,109.5437,53.8086,1.1531,0.798,5,0,False,178
288.0256,297.5671,-9.5414,-3.21,30.5244,179.147,130.6034,18.1869,34.0623,0.59,-0.41,83.0787,0.4592,0.0,0.3294,7,9.6244,119.3809,52.4242,1.1213,1.0287,4,3,False,179
289.5161,297.5671,-8.0509,-2.71,13.1177,184.9998,143.1912,18.1294,33.6633,0.59,-0.41,82.1055,0.4592,0.0,0.1888,4,9.9388,120.9128,47.4895,1.0392,0.8535,4,0,False,180
242.7702,297.5671,-54.7968,-18.41,9.7041,197.5268,70.1486,17.0241,17.5851,1.215,0.215,81.7737,0.25,0.2273,0.0,0,10.6118,105.7047,49.6354,0.9007,1.1084,3,4,False,181
285.9293,297.5671,-11.6378,-3.91,11.7028,187.47,109.2944,19.1121,3.4257,0.9585,-0.0415,82.567,0.0,0.0,0.0,0,10.0715,113.1852,49.6706,1.0499,1.2259,4,4,False,182
227.7982,297.5671,-69.7689,-23.45,12.2532,178.5728,107.1789,17.5301,52.6766,0.365,-0.635,82.9553,0.5,0.25,0.0784,2,9.5935,112.5589,41.6991,1.0223,0.9102,5,2,False,183
262.2275,297.5671,-35.3396,-11.88,21.6234,187.6892,90.4421,18.6473,18.88,0.7738,-0.2262,83.476,0.25,0.0,0.0,0,10.0833,110.1292,41.5387,1.0007,1.032,8,0,False,184
238.5038,297.5671,-59.0632,-19.85,18.4053,200.9351,67.0379,18.3288,29.5458,0.649,-0.351,84.1687,0.3656,0.0,0.2456,5,10.7949,106.0259,50.5916,1.056,0.9767,5,0,False,185
289.7479,297.5671,-7.8192,-2.63,21.9823,202.7562,100.3552,18.5658,16.78,0.7958,-0.2042,82.1584,0.25,0.0,0.0,0,10.8927,110.8032,48.9361,1.0197,1.0141,4,2,False,186
289.5481,297.5671,-8.019,-2.69,7.7987,180.4601,151.759,19.3282,31.1416,0.6198,-0.3802,81.9124,0.0,0.1348,0.0,0,9.6949,120.7457,47.7607,1.0957,0.9926,6,4,False,187
330.6252,297.5671,33.0581,11.11,-0.9937,192.8303,191.5359,19.1137,33.6336,0.59,-0.41,82.0331,0.2273,0.0,0.057,2,10.3595,130.1532,43.5305,1.0898,1.2397,5,2,False,188
292.5112,297.5671,-5.0558,-1.7,3.6501,204.5349,123.2396,16.4737,22.4397,1.2725,0.2725,82.3437,0.0,0.5,0.0,0,10.9883,123.1873,49.0939,0.8266,1.0953,2,4,False,189
256.741,297.5671,-40.8261,-13.72,20.9381,185.635,101.3538,18.141,33.0448,0.59,-0.41,80.597,0.25,0.2092,1.5485,22,9.9729,106.6399,43.0537,1.3958,0.8891,4,3,False,190
297.9621,297.5671,0.3951,0.13,18.1681,197.2762,135.2695,19.407,33.3447,0.59,-0.41,81.3285,0.1348,0.0,0.5817,12,10.5983,116.1146,46.822,1.2675,1.0622,6,4,False,191
281.1921,297.5671,-16.375,-5.5,23.0225,170.7135,140.4746,19.8254,33.1931,0.6006,-0.3994,83.1109,0.0,0.0,0.0229,2,9.1713,118.5027,55.2919,1.103,0.9226,4,1,False,192
265.0521,297.5671,-32.5149,-10.93,18.5864,189.3387,88.3107,17.2469,13.9367,1.1642,0.1642,84.8857,0.4695,0.0,0.0,0,10.1719,113.7902,49.685,0.8823,1.3915,6,0,False,193
275.1514,297.5671,-22.4157,-7.53,19.3972,189.0302,94.9308,17.3724,10.8344,1.1324,0.1324,81.8138,0.2092,0.0,0.0,0,10.1553,113.1376,54.453,0.8593,0.8904,3,1,False,194
231.5091,297.5671,-66.058,-22.2,22.9444,181.8238,66.4957,17.9575,21.7973,1.2643,0.2643,82.4817,0.0,0.0,0.0,0,9.7682,106.3362,45.7383,0.868,1.279,3,1,False,195
275.6993,297.5671,-21.8678,-7.35,15.5811,185.769,125.0142,17.3789,33.2862,0.59,-0.41,81.1858,0.443,0.2195,0.9071,16,9.9801,114.8159,49.2596,1.2008,0.9139,4,3,False,196
249.7949,297.5671,-47.7721,-16.05,-6.2276,179.8765,94.4483,17.2862,1.0161,1.0123,0.0123,82.8762,0.25,0.25,0.0,0,9.6636,111.7709,59.0597,0.9275,0.955,2,3,False,197
222.0372,297.5671,-75.5299,-25.38,21.1632,177.0255,65.7781,19.5862,22.3434,0.7349,-0.2651,84.2692,0.0,0.0,0.0,0,9.5104,103.4325,55.326,1.0994,0.9292,5,3,False,198
247.9423,297.5671,-49.6247,-16.68,13.3202,183.4371,122.9515,19.363,52.4034,0.365,-0.635,82.525,0.0,0.25,0.2493,6,9.8549,113.799,48.4266,1.1439,0.9738,5,1,False,199
186.4375,297.5671,-111.1296,-37.35,-5.5306,184.8804,59.0385,19.0221,32.9287,0.59,-0.41,80.3139,0.25,0.0,0.1596,3,9.9324,96.0815,52.0359,1.0941,1.151,5,1,False,200
314.4403,297.5671,16.8733,5.67,13.1944,184.4309,137.0971,18.896,1.386,1.0164,0.0164,84.4955,0.0,0.0,0.0,0,9.9082,122.5459,46.7066,0.9896,0.8372,4,1,False,201
251.2726,297.5671,-46.2945,-15.56,18.3808,194.2283,91.2588,18.9853,33.6101,0.59,-0.41,81.9758,0.0,0.25,1.0988,18,10.4346,105.5814,51.9774,1.3331,1.0491,2,3,False,202
301.4672,297.5671,3.9001,1.31,10.6893,192.7562,149.9968,18.067,33.9081,0.59,-0.41,82.7027,0.5,0.0,0.6602,11,10.3555,124.7486,53.4358,1.1954,1.0125,6,3,False,203
216.8177,297.5671,-80.7493,-27.14,8.5973,186.5704,57.166,15.1183,20.3977,1.2488,0.2488,81.9767,0.7092,0.2195,0.0,0,10.0232,104.5203,59.218,0.7481,1.1754,8,1,False,204
301.6546,297.5671,4.0876,1.37,12.5793,190.8813,146.961,16.1592,32.6078,1.3997,0.3997,81.5834,0.25,0.25,0.0,0,10.2548,131.0147,52.2438,0.7781,1.0845,6,2,False,205
381.155,297.5671,83.5879,28.09,11.7526,191.7406,217.7018,17.0701,22.9701,0.72,-0.28,82.0252,0.4592,0.25,0.0,0,10.3009,141.8976,51.603,0.9246,1.0958,6,1,False,206
274.2504,297.5671,-23.3167,-7.84,23.6718,189.5678,83.0617,17.7913,4.2596,1.0524,0.0524,81.3111,0.2092,0.0,0.0,0,10.1842,108.2494,50.9226,0.8943,0.9894,3,0,False,207
248.728,297.5671,-48.8391,-16.41,11.6786,192.3861,94.7327,16.387,33.6823,0.59,-0.41,82.152,0.4773,0.5,1.6616,24,10.3356,112.0582,53.0117,1.3101,1.2057,3,3,False,208
219.2191,297.5671,-78.3479,-26.33,13.7054,196.8997,59.088,16.3065,34.1675,1.4124,0.4124,82.8568,0.0,0.25,0.0,0,10.5781,107.0883,55.0732,0.7376,1.0303,1,2,False,209
295.3167,297.5671,-2.2504,-0.76,-0.6708,200.1626,119.6111,17.8098,5.9763,0.928,-0.072,83.0573,0.3656,0.0,0.0,0,10.7534,116.8162,58.6089,0.9391,0.911,6,0,False,210
278.1253,297.5671,-19.4418,-6.53,-5.0001,173.6832,128.5921,18.2128,0.9371,1.0113,0.0113,82.7943,0.25,-0.0,0.0,0,9.3308,118.1609,59.1038,0.9915,1.0101,7,3,False,211
177.1241,297.5671,-120.4429,-40.48,-1.5244,191.2411,32.5553,17.2213,27.9266,0.6586,-0.3414,81.8057,0.2092,0.5,0.0,0,10.2741,94.1993,49.2283,0.9663,1.2201,3,4,False,212
335.8922,297.5671,38.3252,12.88,18.6711,174.0963,171.0143,17.8262,10.0633,0.8771,-0.1229,81.8538,0.3247,0.0,0.0,0,9.353,129.7473,51.3959,0.9617,0.785,3,2,False,213
256.3588,297.5671,-41.2083,-13.85,20.4907,199.348,61.1645,18.4,6.2444,0.926,-0.074,84.3366,0.25,0.0,0.0646,2,10.7096,106.0076,42.1431,1.0581,1.103,2,5,False,214
192.644,297.5671,-104.9231,-35.26,4.7296,188.5574,50.4784,17.5105,33.611,0.59,-0.41,81.978,0.6348,0.0,0.6176,12,10.1299,97.9958,50.9162,1.1224,0.823,6,1,False,215
245.7312,297.5671,-51.8359,-17.42,2.5142,177.9279,94.856,18.4628,11.1042,1.136,0.136,81.6585,0.0,0.0,0.0,0,9.5589,109.8949,61.1189,0.9532,0.7692,4,2,False,216
331.5022,297.5671,33.9352,11.4,3.4515,181.184,164.8867,16.909,1.111,1.0137,0.0137,80.9549,0.5,0.0,0.0,0,9.7338,129.7272,42.5934,0.8849,0.8411,4,2,False,217
353.6052,297.5671,56.0381,18.83,13.8609,179.5676,189.12,17.8322,11.1111,1.1305,0.1305,85.1651,0.25,0.0,0.0,0,9.647,139.4563,53.9786,0.917,1.0835,6,1,False,218
261.7559,297.5671,-35.8112,-12.03,3.6643,185.0059,126.0848,19.8656,33.1334,0.59,-0.41,80.8132,0.0,0.0,0.0402,2,9.9391,111.9453,56.2512,1.0952,0.9809,3,0,False,219
303.7688,297.5671,6.2017,2.08,41.0806,182.5292,101.954,17.7614,4.0336,0.9517,-0.0483,83.5473,0.3848,0.0,0.0,0,9.8061,115.2026,58.4598,0.9535,1.0966,3,2,False,220
262.7015,297.5671,-34.8656,-11.72,13.3089,200.1609,120.61,19.4651,51.9133,0.365,-0.635,81.7532,0.25,0.0,1.4768,20,10.7533,112.0443,51.0821,1.456,1.2559,3,1,False,221
239.7189,297.5671,-57.8482,-19.44,-0.558,176.6507,133.4682,17.59,52.2521,0.365,-0.635,82.2867,0.5,0.25,0.5481,10,9.4903,117.9567,51.3188,1.1363,1.0759,3,2,False,222
343.0774,297.5671,45.5104,15.29,13.6308,188.8981,191.2389,17.6132,33.0772,0.59,-0.41,80.6761,0.0,0.5929,0.5784,10,10.1482,132.9103,44.8156,1.1186,1.0573,3,4,False,223
245.1733,297.5671,-52.3937,-17.61,-4.6007,179.5807,91.3553,16.7465,4.4155,0.9468,-0.0532,83.0116,0.2092,0.25,0.0,0,9.6477,113.3658,48.1077,0.8432,0.9468,5,2,False,224
212.333,297.5671,-85.2341,-28.64,-0.7753,199.9292,50.9738,18.1597,19.635,0.7623,-0.2377,82.5942,0.25,0.1156,0.216,4,10.7409,99.913,56.9482,1.0414,1.1144,9,2,False,225
224.1907,297.5671,-73.3763,-24.66,9.0234,193.7602,51.1507,19.3011,10.4425,0.8734,-0.1266,82.5035,0.0,0.0,0.0,0,10.4094,100.0497,48.6707,1.0601,1.1337,4,3,False,226
362.034,297.5671,64.4669,21.66,17.2404,194.4705,185.0083,17.7468,16.9384,0.7919,-0.2081,81.3785,0.25,0.25,0.0,0,10.4476,131.9748,50.4299,0.9926,1.1317,4,4,False,227
301.588,297.5671,4.021,1.35,14.4561,194.8622,144.1533,18.1982,33.6853,0.59,-0.41,82.1592,0.4592,0.0,0.2416,5,10.4686,120.7431,50.4649,1.0551,1.063,6,0,False,228
163.9145,297.5671,-133.6526,-44.92,2.3839,183.8018,-0.6184,15.29,6.3628,1.0766,0.0766,83.0313,1.0064,0.0,0.0,0,9.8744,87.3598,49.4442,0.7902,1.155,9,0,False,229
308.9291,297.5671,11.362,3.82,8.4475,190.3817,141.7755,19.3924,12.2831,0.8499,-0.1501,81.8545,0.0,0.0,0.0,0,10.2279,118.5117,50.022,1.091,0.9662,4,4,False,230
286.2962,297.5671,-11.2709,-3.79,19.3371,185.9716,119.8175,17.2331,21.597,1.2589,0.2589,83.4272,0.2092,0.0,0.0,0,9.991,121.0295,48.2363,0.8716,1.107,4,4,False,231
356.5027,297.5671,58.9356,19.81,12.5339,185.6656,212.361,19.8923,34.1656,0.59,-0.41,83.3307,0.0,0.0,1.1287,17,9.9746,131.6316,48.7801,1.4295,1.0546,3,4,False,232
306.8716,297.5671,9.3046,3.13,14.0915,185.8499,159.2416,18.9797,33.3318,0.59,-0.41,81.297,0.25,0.0,2.8247,34,9.9845,114.963,45.2327,1.723,1.0336,8,1,False,233
311.8191,297.5671,14.2521,4.79,12.1162,176.9214,147.6764,18.0825,6.8124,1.0825,0.0825,82.5468,0.25,0.0,0.0,0,9.5048,124.5109,49.8054,0.9475,1.0467,5,1,False,234
238.6144,297.5671,-58.9527,-19.81,9.1013,188.2681,94.6607,19.3293,34.0864,0.59,-0.41,83.1376,0.0,0.1156,1.0059,17,10.1144,108.5188,44.7201,1.2927,0.9345,3,1,False,235
390.3781,297.5671,92.811,31.19,21.2799,192.2145,210.2909,18.4014,15.0059,1.1791,0.1791,83.796,0.0,0.0,0.0,0,10.3264,142.6284,58.9109,0.9244,1.1173,2,1,False,236
246.1564,297.5671,-51.4106,-17.28,35.4191,170.9201,92.7736,18.8858,34.0706,0.59,-0.41,83.099,0.25,0.0,0.3166,7,9.1824,108.5489,58.9252,1.1086,0.7738,4,0,False,237
261.5243,297.5671,-36.0427,-12.11,11.4475,187.0375,116.7089,19.1409,34.5287,0.59,-0.41,84.2164,0.0,0.193,0.5548,13,10.0483,114.9693,49.7482,1.1775,1.0407,4,1,False,238
301.8103,297.5671,4.2433,1.43,16.8552,198.3789,110.0117,19.293,4.1425,0.949,-0.051,81.2521,0.0,0.0,0.0,0,10.6576,111.0391,59.2043,1.0284,1.1846,5,1,False,239
309.278,297.5671,11.7109,3.94,17.4754,198.924,124.6687,18.4772,13.3129,1.1646,0.1646,80.8978,0.0,0.0,0.0,0,10.6869,117.1627,52.2762,0.9342,1.0815,5,1,False,240
329.2467,297.5671,31.6797,10.65,13.3358,202.5604,143.4715,18.0141,12.107,1.1475,0.1475,82.0813,0.0,0.0,0.0,0,10.8822,125.2843,49.804,0.9061,0.8822,7,3,False,241
284.9404,297.5671,-12.6267,-4.24,10.9131,192.9865,133.7468,18.8785,33.8276,0.59,-0.41,82.5062,0.25,0.0,0.8042,15,10.3679,117.5654,57.9286,1.2567,0.7538,5,2,False,242
299.4986,297.5671,1.9316,0.65,-0.3695,203.0316,124.3967,18.1456,9.4146,1.1132,0.1132,83.1709,0.0,0.0,0.0,0,10.9075,120.8153,42.8862,0.928,0.7798,0,3,False,243
