beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo,sim_id
234.8382,297.5671,-62.7289,-21.08,-29.2367,217.2776,122.3461,18.3478,57.201,0.365,-0.635,90.0803,0.25,0.25,1.6083,22,11.6729,120.4896,39.5566,1.5124,0.669,13,6,True,116
488.5433,297.5671,190.9763,64.18,49.401,178.142,316.3706,17.509,37.8613,0.59,-0.41,92.3446,0.3656,0.25,1.0132,15,9.5704,176.9848,86.0903,1.322,0.894,22,8,True,117
226.5845,297.5671,-70.9826,-23.85,96.5219,173.1272,9.7916,15.7588,37.0974,0.59,-0.41,90.4814,0.7092,0.3848,0.2235,5,9.301,101.9711,72.7045,0.9916,0.633,6,7,True,118
16.8084,297.5671,-280.7586,-94.35,9.278,192.3728,-111.578,18.4564,54.8078,0.365,-0.635,86.3116,0.5,0.0,0.3928,8,10.3349,66.9735,51.9743,1.2505,0.9693,14,7,True,119
311.3169,297.5671,13.7498,4.62,-16.1957,200.1497,183.9193,16.7727,39.7837,0.5527,-0.4473,88.9443,0.552,0.25,0.2301,5,10.7527,139.8824,56.0259,0.996,0.4849,13,2,True,120
166.3866,297.5671,-131.1804,-44.08,-33.6929,185.7499,47.7076,16.3789,16.9991,0.8045,-0.1955,86.9721,0.6968,0.1156,0.0,0,9.9791,103.0173,72.2599,0.9436,0.9259,14,6,True,121
189.1803,297.5671,-108.3867,-36.42,-51.713,188.4065,106.5218,19.2584,34.7765,0.59,-0.41,84.8208,0.193,0.0,3.0181,33,10.1218,106.0918,45.2985,1.8088,1.413,9,2,True,122
108.3527,297.5671,-189.2144,-63.59,-21.5769,135.6222,46.7264,13.977,38.442,0.59,-0.41,93.7609,0.8031,0.943,0.9062,15,7.2861,108.0898,43.1902,1.0324,3.1496,23,7,True,123
215.4036,297.5671,-82.1634,-27.61,82.6908,160.7345,-1.1595,15.5865,11.2757,1.129,0.129,87.4419,0.5,0.25,0.0,0,8.6352,95.9812,60.5118,0.8452,0.8746,11,8,True,124
73.4363,297.5671,-224.1308,-75.32,-63.1552,140.6283,65.9296,16.295,53.6714,0.365,-0.635,84.5218,0.9592,0.2092,3.5572,38,7.555,96.8776,26.9775,1.886,2.0566,16,6,True,125
192.93,297.5671,-104.637,-35.16,-14.4337,172.0934,85.458,17.4066,32.7812,0.59,-0.41,79.954,0.5,0.2092,2.5037,31,9.2454,99.318,61.6874,1.656,1.4079,14,6,True,126
64.8052,297.5671,-232.7619,-78.22,-6.7389,198.7303,-75.0297,17.3043,34.8522,0.59,-0.41,85.0053,0.7092,0.0,2.3092,28,10.6765,66.3435,43.7437,1.6015,1.0967,10,5,True,127
246.5302,297.5671,-51.0369,-17.15,-40.7562,216.0784,125.001,16.4703,37.3227,0.59,-0.41,91.0309,0.6864,0.25,0.735,13,11.6085,124.8619,78.1275,1.1952,1.1254,14,8,True,128
438.7497,297.5671,141.1827,47.45,-32.951,234.2459,328.1459,17.8294,72.8617,0.14,-0.86,84.7229,0.25,0.5,2.8552,32,12.5845,155.7673,33.6717,1.7959,0.6181,10,6,True,129
208.5911,297.5671,-88.976,-29.9,18.5735,142.7514,113.6037,15.7638,50.5737,0.365,-0.635,79.6436,0.5,0.6786,2.3606,31,7.6691,108.5683,71.8606,1.5113,0.3764,13,6,True,130
102.1318,297.5671,-195.4353,-65.68,46.3469,183.2878,-101.9799,14.8615,10.6615,1.1161,0.1161,91.8501,0.8213,0.25,0.0,0,9.8468,69.119,38.3978,0.8077,0.5654,11,5,True,131
119.3639,297.5671,-178.2032,-59.89,-39.5007,201.5619,11.1868,16.3435,37.5406,0.59,-0.41,91.5625,0.9695,0.0,0.8183,14,10.8286,96.5147,73.547,1.139,1.0149,19,3,True,132
210.9724,297.5671,-86.5947,-29.1,-6.2374,155.6069,100.6809,14.6996,24.3785,1.2841,0.2841,85.8022,0.6378,0.2273,0.0,0,8.3597,122.1021,53.168,0.7773,0.9639,16,9,True,133
162.724,297.5671,-134.843,-45.32,20.1225,172.4387,40.1282,16.1689,53.7965,0.365,-0.635,84.7189,0.8656,0.25,3.0702,35,9.264,91.7957,47.5246,1.7567,1.1501,13,6,True,134
262.5268,297.5671,-35.0403,-11.78,36.9832,181.462,89.3051,11.7809,33.4426,0.59,-0.41,81.5674,1.7269,0.4773,9.5717,57,9.7487,104.5376,91.7019,2.981,2.0197,19,4,True,135
320.5398,297.5671,22.9727,7.72,-3.428,188.0603,204.3365,13.4806,54.9485,0.365,-0.635,86.533,1.2092,0.6624,0.8294,16,10.1032,155.4237,53.7689,1.0138,1.3164,20,6,True,136
359.879,297.5671,62.3119,20.94,-58.0235,237.6112,232.0112,15.9693,35.7507,0.59,-0.41,87.1967,0.6156,0.4592,5.1421,42,12.7653,148.6219,46.172,2.2687,1.5829,9,8,True,137
274.2522,297.5671,-23.3149,-7.84,-50.3906,171.0313,187.1212,17.965,15.5448,0.8064,-0.1936,80.2748,0.25,0.193,0.0319,1,9.1884,122.7351,48.7236,1.056,1.4161,16,7,True,138
148.164,297.5671,-149.403,-50.21,-9.2563,156.0879,31.7223,16.0356,14.3542,1.1699,0.1699,84.465,0.6864,0.0,0.0,0,8.3856,97.1238,70.9959,0.8542,0.7261,12,4,True,139
291.0343,297.5671,-6.5327,-2.2,39.5176,162.3907,155.992,14.0503,52.8156,1.5767,0.5767,91.5903,0.5,0.4364,0.0,0,8.7242,155.9919,55.6123,0.6605,1.6472,16,7,True,140
281.9853,297.5671,-15.5817,-5.24,89.2508,138.0026,69.954,13.8879,1.3342,1.015,0.015,89.2335,1.1378,0.1348,0.0,0,7.414,119.1915,65.0178,0.7725,0.5605,24,8,True,141
182.9306,297.5671,-114.6364,-38.52,21.3511,191.1957,46.1807,18.4863,57.3106,0.365,-0.635,90.2529,0.25,0.25,5.4145,44,10.2717,103.4038,42.7569,2.3697,1.0519,12,3,True,142
146.9303,297.5671,-150.6367,-50.62,39.7913,157.7997,-22.1199,11.7775,16.7634,1.1764,0.1764,95.0098,1.1786,0.75,0.0,0,8.4775,91.8147,54.8509,0.6238,1.2813,14,7,True,143
196.1883,297.5671,-101.3787,-34.07,46.3535,189.393,34.373,12.868,61.0632,1.738,0.738,82.7418,0.844,0.0,0.0,0,10.1748,106.1561,69.4737,0.4943,0.9334,13,4,True,144
240.3041,297.5671,-57.263,-19.24,42.2062,166.4397,81.9492,14.2924,35.9986,0.59,-0.41,87.8015,1.0473,0.4773,0.7135,13,8.9417,117.498,72.2021,1.0026,1.1012,13,5,True,145
372.0152,297.5671,74.4481,25.02,68.1728,234.8262,124.3063,16.953,38.3371,0.5643,-0.4357,87.9913,0.344,0.5,0.0,0,12.6156,128.3,47.7722,0.9912,1.372,13,6,True,146
95.183,297.5671,-202.3841,-68.01,58.9478,157.2155,-68.9536,15.7443,36.2824,0.59,-0.41,88.4937,0.9592,0.193,0.8055,14,8.4461,78.3207,48.4368,1.0885,1.4288,16,3,True,147
16.5272,297.5671,-281.0399,-94.45,17.5855,150.8594,-83.019,17.5281,51.3706,0.365,-0.635,80.8987,0.5,0.2092,0.9356,16,8.1047,63.2682,40.2777,1.2976,0.5455,14,6,True,148
-0.3918,297.5671,-297.9589,-100.13,6.0187,151.0869,-85.1318,17.2672,55.0985,0.365,-0.635,86.7692,0.4183,0.4592,2.7724,32,8.1169,63.9221,29.5307,1.6636,2.0072,10,4,True,149
222.4917,297.5671,-75.0754,-25.23,8.1571,170.2559,68.3777,16.7697,7.5293,0.9048,-0.0952,79.0862,0.4592,0.0,0.0,0,9.1467,103.7308,31.6914,0.9174,0.6016,10,6,True,150
333.369,297.5671,35.8019,12.03,20.1104,174.9943,178.7598,15.3755,25.12,1.2942,0.2942,85.3799,0.9592,0.0,0.0,0,9.4013,147.1156,43.1612,0.8386,1.8385,12,6,True,151
219.8963,297.5671,-77.6707,-26.1,48.9593,180.1435,80.3069,13.2248,76.2885,0.14,-0.86,88.7076,1.0112,1.0,2.5702,33,9.6779,111.7821,44.9973,1.4512,1.0895,21,7,True,152
96.3942,297.5671,-201.1729,-67.61,48.2927,217.6575,-116.2866,15.4253,37.8441,0.59,-0.41,92.3027,0.9286,0.25,0.4911,10,11.6933,70.3674,52.0742,1.0717,0.5952,11,8,True,153
216.5256,297.5671,-81.0414,-27.23,-8.4607,209.8696,84.8019,15.2716,54.4135,0.365,-0.635,85.6906,1.344,0.0,2.5084,30,11.2749,104.4701,31.8779,1.6131,0.672,19,7,True,154
497.1757,297.5671,199.6087,67.08,89.0798,168.999,269.9432,17.6542,13.1921,0.8529,-0.1471,89.6952,0.5,0.0,0.0,0,9.0792,165.2057,63.7299,0.9802,1.1797,11,3,True,155
48.5079,297.5671,-249.0591,-83.7,-81.7272,171.9799,43.6359,11.6097,73.771,1.865,0.865,85.2844,1.2092,0.0,0.0,0,9.2393,111.4166,27.0534,0.4315,0.9058,10,4,True,156
139.3368,297.5671,-158.2303,-53.17,38.0704,154.7782,-13.8187,14.1001,25.593,1.2953,0.2953,86.667,0.9364,0.0,0.0,0,8.3152,88.2286,49.8463,0.6762,1.2217,20,5,True,157
281.8027,297.5671,-15.7644,-5.3,-2.0222,163.4795,189.3473,14.4349,54.567,0.365,-0.635,85.9323,1.3031,0.25,2.5509,32,8.7827,131.8554,83.7587,1.5063,0.4775,19,5,True,158
479.7946,297.5671,182.2275,61.24,-35.7208,200.3441,368.1839,16.7474,36.2653,0.59,-0.41,88.4519,0.594,0.25,2.4709,31,10.7632,179.0437,88.2541,1.5419,0.8872,10,3,True,159
327.8183,297.5671,30.2513,10.17,24.1454,173.4098,155.1602,17.3026,7.5945,1.0824,0.0824,92.2158,0.25,0.2092,0.0,0,9.3162,138.4011,34.6854,0.9332,1.0344,13,4,True,160
111.4907,297.5671,-186.0764,-62.53,-2.5253,168.7105,-3.0441,16.5764,35.074,0.59,-0.41,85.5464,0.7092,0.2092,4.2033,38,9.0637,83.7297,41.9009,2.0978,1.3177,17,8,True,161
113.0455,297.5671,-184.5216,-62.01,-25.6965,170.4083,11.7346,14.0833,29.3176,1.3332,0.3332,87.9755,0.9592,0.0,0.0,0,9.1549,95.7079,41.4235,0.7033,0.4472,15,6,True,162
63.997,297.5671,-233.5701,-78.49,6.9899,197.8922,-83.342,14.9397,42.6035,0.5119,-0.4881,87.2924,0.6156,0.75,0.0784,3,10.6314,67.6848,34.3633,0.947,0.9145,21,10,True,163
294.4973,297.5671,-3.0698,-1.03,-14.6003,224.9325,133.057,13.8786,35.0133,0.59,-0.41,85.3984,1.1683,0.4592,3.706,39,12.0841,118.6185,70.2296,1.7792,0.9856,26,8,True,164
152.8679,297.5671,-144.6992,-48.63,19.7101,161.1121,24.0853,16.4432,35.5964,0.59,-0.41,86.8205,0.8848,0.0,0.871,15,8.6555,98.0968,61.7272,1.1418,0.3741,9,2,True,165
213.3791,297.5671,-84.188,-28.29,-18.3488,195.7373,97.1441,14.7705,46.383,0.5129,-0.4871,95.2168,1.0531,0.2092,0.0,0,10.5157,123.7604,51.3161,0.8821,0.6716,14,8,True,166
220.5336,297.5671,-77.0335,-25.89,-22.6773,251.2994,61.8287,16.1083,53.8089,0.365,-0.635,84.7385,0.4021,0.7092,0.7455,15,13.5006,97.8747,59.6749,1.1532,0.8612,18,7,True,167
194.3142,297.5671,-103.2529,-34.7,12.5119,228.909,7.9506,19.1059,35.9515,0.59,-0.41,87.6865,0.2092,0.1348,0.9351,17,12.2978,90.3612,66.6013,1.3382,2.5561,12,5,True,168
295.9858,297.5671,-1.5812,-0.53,19.0831,192.029,138.2024,15.9987,37.33,0.59,-0.41,91.0488,0.7839,0.25,4.2584,41,10.3164,128.9293,88.9971,1.9592,1.2288,14,4,True,169
295.5847,297.5671,-1.9823,-0.67,-23.7152,187.4176,222.0555,15.6206,74.5526,0.14,-0.86,86.6891,0.9364,0.4592,3.7221,38,10.0687,144.5051,30.1078,1.8361,1.2677,19,4,True,170
215.09,297.5671,-82.4771,-27.72,-28.855,200.3534,94.4567,16.7696,34.0955,0.59,-0.41,83.1598,0.25,0.5778,0.2153,7,10.7637,112.3562,42.2839,1.062,0.8087,14,9,True,171
607.3681,297.5671,309.801,104.11,128.1626,219.4042,334.2351,15.1644,59.2693,0.365,-0.635,93.3375,0.9203,0.5,12.4418,61,11.7871,195.2418,68.7417,3.9347,1.3108,19,5,True,172
868.2002,297.5671,570.6331,191.77,32.139,200.8659,707.8749,17.0869,55.5929,0.365,-0.635,87.5478,0.5747,0.25,3.1802,36,10.7912,259.1497,55.3081,1.7334,0.71,18,2,True,173
73.611,297.5671,-223.956,-75.26,-11.1817,206.8047,-52.1976,15.6672,54.1473,0.3798,-0.6202,87.3055,0.844,0.3656,0.0,0,11.1102,77.4872,67.7907,0.9032,0.7097,19,3,True,174
222.4854,297.5671,-75.0817,-25.23,13.496,191.8001,48.0626,13.0136,17.8598,1.2029,0.2029,88.0382,0.9592,0.6521,0.0,0,10.3041,112.4611,29.4289,0.6948,1.7555,13,7,True,175
370.4048,297.5671,72.8378,24.48,-20.5444,197.7744,209.7412,14.5233,2.0432,1.023,0.023,88.8968,0.75,0.4592,0.0,0,10.6251,157.2031,47.5454,0.7997,0.5136,13,6,True,176
170.7441,297.5671,-126.8229,-42.62,40.5943,176.1952,21.1185,16.85,50.3138,0.4547,-0.5453,92.2747,0.6786,0.25,0.0,0,9.4658,106.9789,27.3596,1.0731,1.5034,10,10,True,177
397.4629,297.5671,99.8959,33.57,29.5954,153.7579,265.0747,16.9935,33.9715,0.59,-0.41,82.8574,0.25,0.5,1.8442,26,8.2604,151.0076,62.9497,1.4051,0.5464,15,4,True,178
252.9389,297.5671,-44.6282,-15.0,45.6805,208.5741,50.9172,14.8093,37.4236,0.59,-0.41,91.2771,1.4021,0.0,3.2446,36,11.2053,104.8973,47.253,1.7478,1.3228,13,7,True,179
321.6506,297.5671,24.0835,8.09,28.191,199.0388,132.7256,12.3086,25.9962,1.3079,0.3079,84.4441,1.0,0.6348,0.0,0,10.693,143.9647,32.6191,0.6367,0.6471,9,8,True,180
197.4744,297.5671,-100.0927,-33.64,-6.1099,146.3127,111.1772,17.2867,36.6189,0.59,-0.41,89.3143,0.25,0.4592,0.9396,15,7.8604,121.0964,66.6676,1.2209,1.0433,13,5,True,181
263.4499,297.5671,-34.1171,-11.47,61.2954,204.3147,78.1455,13.4871,66.8185,1.731,0.731,91.4056,0.9592,0.0,0.0,0,10.9765,130.9519,58.9445,0.6417,0.7902,18,8,True,182
120.11,297.5671,-177.457,-59.64,-6.9932,186.7877,-6.9861,16.6114,36.0871,0.59,-0.41,88.0172,0.443,0.4183,1.2784,20,10.0349,87.7865,61.439,1.2666,0.8735,13,5,True,183
253.5333,297.5671,-44.0337,-14.8,50.9928,170.8708,82.8236,15.3085,35.8453,0.59,-0.41,87.4277,0.7092,0.5,0.7607,13,9.1797,115.8939,80.4619,1.189,0.5313,12,12,True,184
291.8822,297.5671,-5.6849,-1.91,-26.6839,197.8066,172.4342,15.8305,35.8442,0.59,-0.41,87.4249,0.8621,0.25,9.578,55,10.6268,124.7593,39.8007,3.4438,1.0061,15,8,True,185
300.8607,297.5671,3.2936,1.11,24.7615,182.0082,185.6933,12.9597,78.6426,1.8787,0.8787,89.5028,0.3656,0.2092,0.0,0,9.7781,197.9537,54.9609,0.4593,1.0618,10,7,True,186
162.4776,297.5671,-135.0895,-45.4,6.366,156.5327,47.6536,17.188,30.8868,1.3689,0.3689,83.7155,0.0,0.25,0.0,0,8.4095,102.433,66.7367,0.9173,0.5504,11,7,True,187
210.8871,297.5671,-86.6799,-29.13,31.6222,203.1768,24.9533,15.077,33.7882,0.59,-0.41,82.4102,0.9364,0.3848,3.2595,36,10.9153,93.9767,57.55,1.6837,1.1245,18,6,True,188
430.933,297.5671,133.3659,44.82,-11.422,233.2742,257.3866,14.866,33.4398,0.6211,-0.3789,88.2548,0.8086,0.5,0.0,0,12.5323,165.9117,51.2851,0.894,0.7137,16,8,True,189
378.5934,297.5671,81.0264,27.23,39.1951,219.208,191.9974,18.2777,53.5294,0.365,-0.635,84.2982,0.3247,0.25,0.9051,14,11.7766,135.7705,64.9525,1.3714,2.0065,12,8,True,190
199.5734,297.5671,-97.9936,-32.93,-5.2633,274.9077,15.2798,13.7769,71.5739,1.833,0.833,85.9241,0.3247,0.0,0.0,0,14.769,97.9541,35.5757,0.496,0.8182,11,5,True,191
357.3566,297.5671,59.7895,20.09,9.9161,196.8551,202.0271,16.3437,35.098,0.59,-0.41,85.605,0.6786,0.4183,0.4508,8,10.5757,142.9697,49.0972,1.0355,3.3725,13,4,True,192
451.5117,297.5671,153.9447,51.73,1.6163,159.9837,353.149,14.2143,49.0228,0.4371,-0.5629,87.0884,0.9286,0.7092,0.0,0,8.5949,191.5553,91.0677,0.843,1.3159,19,6,True,193
194.6144,297.5671,-102.9527,-34.6,14.7261,171.9082,86.5373,10.7541,67.8033,1.8149,0.8149,83.2063,0.6521,0.5,0.0,0,9.2355,159.8931,27.788,0.3132,1.2107,13,7,True,194
163.5942,297.5671,-133.9728,-45.02,58.8331,202.8596,-73.3333,14.8612,9.9039,0.886,-0.114,86.8738,1.094,0.0,0.0,0,10.8983,72.4697,35.3452,0.7814,0.936,16,2,True,195
303.4442,297.5671,5.8772,1.98,-22.481,183.902,192.0672,14.6832,35.3607,0.59,-0.41,86.2457,0.6968,0.7092,0.7876,13,9.8798,144.2127,63.5427,1.1402,0.9157,18,12,True,196
130.3032,297.5671,-167.2639,-56.21,51.1003,147.8019,25.7934,15.5028,78.8896,0.14,-0.86,91.7321,0.6683,0.693,5.029,43,7.9404,107.3609,45.8886,2.2723,0.4387,14,9,True,197
268.1682,297.5671,-29.3988,-9.88,35.1135,186.3913,96.4693,16.4357,33.37,0.59,-0.41,81.3903,0.25,0.7195,5.7555,46,10.0136,109.5745,70.5004,2.382,1.2887,11,7,True,198
437.6823,297.5671,140.1153,47.09,24.5991,165.066,275.8266,14.9107,12.8987,0.8451,-0.1549,83.2576,0.75,0.4592,0.0,0,8.8679,168.7058,37.861,0.8822,0.718,18,9,True,199
94.0966,297.5671,-203.4705,-68.38,-25.1419,197.6115,5.609,12.9614,71.0206,1.8273,0.8273,85.8418,0.25,0.4592,0.0,0,10.6163,94.2382,56.8907,0.4529,1.3035,10,4,True,200
