N,P50_medio,P50_std,VaR95_medio,VaR95_std
25,353.80324999999993,11.667726908378512,290.71592,18.92857319517559
50,351.29657000000003,9.056466563158061,284.6300665,8.870927491478003
100,353.82278,4.873265528636819,281.99683849999997,8.252893876428152
150,355.72325,3.7116996212651814,279.176646,5.072547244511772
200,356.10539,2.12910777578308,280.78549050000004,3.9620800496244764
300,355.61079,2.760494428612375,280.9988425,2.6443087312994082
500,355.680025,2.237051391704045,279.554505,2.9339766971083896
