fecha,t,hora,p [€/MWh],p_eff [€/MWh],x_sell [MWh],x_buy [MWh],x_ch [MWh],x_dis [MWh],r_up [MWh],r_down [MWh],a_up [MWh],a_down [MWh],SOC [MWh],y_bat,y_grid,pi_disp_up [€/MWh],pi_disp_down [€/MWh],pi_act_up [€/MWh],pi_act_down [€/MWh],E_max [MWh],SOC_min [MWh]
2026-01-24,1,00:00,48.4,48.4,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.9686,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-24,2,00:15,47.68,47.68,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.9371,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-24,3,00:30,40.32,40.32,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.9057,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-24,4,00:45,35.35,35.35,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.8742,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-24,5,01:00,39.56,39.56,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.8428,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-24,6,01:15,31.09,31.09,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.8113,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-24,7,01:30,29.02,29.02,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.7799,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-24,8,01:45,20.9,20.9,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.7484,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-24,9,02:00,29.02,29.02,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.717,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-24,10,02:15,25.35,25.35,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.6855,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
