fecha,t,hora,p [€/MWh],p_eff [€/MWh],x_sell [MWh],x_buy [MWh],x_ch [MWh],x_dis [MWh],r_up [MWh],r_down [MWh],a_up [MWh],a_down [MWh],SOC [MWh],y_bat,y_grid,pi_disp_up [€/MWh],pi_disp_down [€/MWh],pi_act_up [€/MWh],pi_act_down [€/MWh],E_max [MWh],SOC_min [MWh]
2026-01-26,1,00:00,5.0,5.0,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.9686,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,2,00:15,3.78,3.78,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.9371,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,3,00:30,3.78,3.78,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.9057,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,4,00:45,3.78,3.78,0.0,0.0958,0.0874,0.0,0.0,0.0376,0.0,0.0083,0.9955,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,5,01:00,3.78,3.78,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.964,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,6,01:15,3.78,3.78,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,0.9326,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,7,01:30,2.99,2.99,0.0,0.125,0.125,0.0,0.0,-0.0,0.0,0.0,1.0499,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,8,01:45,1.98,1.98,0.0,0.125,0.125,0.0,0.0,-0.0,0.0,0.0,1.1671,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,9,02:00,2.4,2.4,0.0,0.125,0.125,0.0,0.0,-0.0,0.0,0.0,1.2844,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,10,02:15,1.98,1.98,0.0,0.125,0.125,0.0,0.0,-0.0,0.0,0.0,1.4016,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,11,02:30,1.98,1.98,0.0,0.125,0.125,0.0,0.0,-0.0,0.0,0.0,1.5189,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,12,02:45,1.33,1.33,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,1.6362,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,13,03:00,3.78,3.78,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.6047,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,14,03:15,3.78,3.78,-0.0,0.0278,-0.0,0.0,-0.0,0.125,0.0,0.0278,1.6308,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,15,03:30,3.78,3.78,0.0,0.125,0.125,0.0,0.0,-0.0,0.0,0.0,1.748,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,16,03:45,3.78,3.78,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.7166,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,17,04:00,3.78,3.78,0.0,0.125,0.125,0.0,0.0,-0.0,0.0,0.0,1.8338,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,18,04:15,3.78,3.78,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.8024,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,19,04:30,3.78,3.78,0.0,0.125,0.125,0.0,0.0,-0.0,0.0,0.0,1.9196,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,20,04:45,3.78,3.78,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.8882,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,21,05:00,3.78,3.78,0.0295,0.0,0.0,-0.0,0.125,0.0,0.0295,0.0,1.8568,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,22,05:15,3.78,3.78,0.0,0.125,0.125,0.0,0.0,-0.0,0.0,0.0,1.974,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,23,05:30,5.0,5.0,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.9426,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,24,05:45,9.79,9.79,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.9111,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,25,06:00,3.78,3.78,0.0295,0.0,0.0,-0.0,0.125,0.0,0.0295,0.0,1.8797,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,26,06:15,3.78,3.78,0.0,0.125,0.125,0.0,0.0,-0.0,0.0,0.0,1.9969,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,27,06:30,5.04,5.04,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.9655,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,28,06:45,14.0,14.0,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.934,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,29,07:00,13.23,13.23,0.0,0.0703,0.0547,0.0,0.0,0.0703,0.0,0.0156,2.0,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,30,07:15,24.41,24.41,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.9686,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,31,07:30,28.2,28.2,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.9371,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,32,07:45,33.18,33.18,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.9057,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,33,08:00,44.45,44.45,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.8742,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,34,08:15,65.89,65.89,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.8428,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,35,08:30,74.56,74.56,0.0295,0.0,0.0,-0.0,0.125,0.0,0.0295,0.0,1.8113,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,36,08:45,74.0,74.0,0.0295,0.0,0.0,-0.0,0.125,0.0,0.0295,0.0,1.7799,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,37,09:00,71.26,71.26,0.0295,0.0,0.0,-0.0,0.125,0.0,0.0295,0.0,1.7484,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,38,09:15,65.87,65.87,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.717,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,39,09:30,57.92,57.92,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.6855,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,40,09:45,49.0,49.0,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.6541,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,41,10:00,65.0,65.0,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.6226,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,42,10:15,58.93,58.93,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.5912,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,43,10:30,52.35,52.35,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.5597,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,44,10:45,40.1,40.1,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.5283,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,45,11:00,59.0,59.0,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.4969,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,46,11:15,50.1,50.1,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.4654,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,47,11:30,45.5,45.5,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.434,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,48,11:45,40.4,40.4,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.4025,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,49,12:00,35.97,35.97,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.3711,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,50,12:15,32.94,32.94,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.3396,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,51,12:30,30.4,30.4,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.3082,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,52,12:45,30.0,30.0,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.2767,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,53,13:00,30.0,30.0,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.2453,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,54,13:15,30.0,30.0,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.2138,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,55,13:30,29.86,29.86,0.0,0.125,0.125,0.0,0.0,-0.0,0.0,0.0,1.3311,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,56,13:45,29.78,29.78,-0.0,0.125,0.125,0.0,-0.0,-0.0,0.0,0.0,1.4484,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,57,14:00,29.86,29.86,0.0,0.125,0.125,0.0,0.0,-0.0,0.0,0.0,1.5656,1,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,58,14:15,30.0,30.0,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.5342,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,59,14:30,30.61,30.61,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.5027,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,60,14:45,31.36,31.36,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.4713,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,61,15:00,31.36,31.36,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.4398,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,62,15:15,32.94,32.94,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.4084,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,63,15:30,35.4,35.4,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.3769,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,64,15:45,40.4,40.4,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.3455,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,65,16:00,35.0,35.0,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.3141,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,66,16:15,39.6,39.6,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.2826,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,67,16:30,45.0,45.0,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.2512,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,68,16:45,54.86,54.86,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.2197,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,69,17:00,29.78,29.78,0.0,0.125,0.125,0.0,0.0,-0.0,0.0,0.0,1.337,1,1,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,70,17:15,35.0,35.0,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.3055,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
2026-01-26,71,17:30,40.4,40.4,0.0295,0.0,0.0,0.0,0.125,0.0,0.0295,0.0,1.2741,0,0,9.27,8.48,118.15,53.05,2.0,0.3999999999999999
