fecha,sim_id,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_ree [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_up_real [€/MWh],pi_disp_down_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos
2025-10-11,1,154.2111,249.1458,-94.9347,-38.1,130.6233,76.3391,52.3499,29.7369,31.0885,44.2758,0.4,-0.6,73.7931,0.4575,0.0,2.1267,42,8.5541,6.995,103.36,54.4539,2.1215,0.9352,9,0
2025-10-11,2,349.4916,249.1458,100.3457,40.28,137.2885,133.3558,122.7654,26.0808,0.0,17.8373,1.2419,0.2419,73.7275,0.0529,0.125,0.0,0,14.4811,21.9757,172.9191,173.2982,0.6822,0.4875,3,1
2025-10-11,3,187.0784,249.1458,-62.0674,-24.91,131.6964,91.1936,32.2715,35.8824,-12.2585,44.4593,0.4,-0.6,74.0988,0.0547,0.0,0.9975,23,10.348,5.6229,93.5114,67.9813,1.8049,2.22,6,1
2025-10-11,4,181.3213,249.1458,-67.8245,-27.22,133.6488,83.95,3.8259,27.2713,0.0,12.8321,1.1763,0.1763,72.7796,0.1779,0.0936,0.0,0,9.2165,11.7132,82.8667,120.2247,0.8015,1.7043,3,3
2025-10-11,5,156.9141,249.1458,-92.2317,-37.02,135.8299,81.0595,-4.2425,24.6741,0.0,31.0586,1.4211,0.4211,73.7603,0.0,0.0,0.0,0,9.0335,8.4729,81.8934,32.1501,0.4871,0.9392,1,3
2025-10-11,6,87.4304,249.1458,-161.7154,-64.91,138.23,68.6063,-79.9532,27.9932,0.0,11.4595,1.1526,0.1526,75.0981,0.0,0.125,0.0,0,7.4866,10.5317,38.6893,40.8771,0.7996,0.6359,3,2
2025-10-11,7,195.512,249.1458,-53.6338,-21.53,142.548,72.8479,135.7505,34.5865,75.1769,45.8709,0.4,-0.6,76.4516,0.125,0.0,0.8532,21,7.4598,21.5252,140.9186,65.715,1.6949,1.4636,3,2
2025-10-11,8,135.3666,249.1458,-113.7792,-45.67,131.1573,95.7275,-34.1944,33.4373,-15.0426,38.929,0.4753,-0.5247,74.1905,0.125,0.0,0.3198,11,10.6466,10.4611,74.2044,51.2128,1.3605,0.8586,1,1
2025-10-11,9,156.5823,249.1458,-92.5635,-37.15,129.6313,88.3312,-22.2388,27.5413,0.0,11.6001,1.16,0.16,72.5148,0.0825,0.1324,0.0,0,10.0377,5.1394,63.7239,311.9642,0.8239,1.0017,5,4
2025-10-11,10,174.4759,249.1458,-74.6699,-29.97,134.4045,74.5172,5.6402,28.271,0.0,11.815,1.1592,0.1592,74.2057,0.125,0.125,0.0,0,7.807,18.2952,88.3756,40.9519,0.7908,2.6766,7,2
