N,P50_medio,P50_std,VaR95_medio,VaR95_std
25,6.20804,10.266721730250607,-72.50464199999999,13.773824333950104
50,8.220054999999999,5.06947966010566,-75.12427399999999,20.391859885201104
100,7.232365,3.449645296697183,-78.8442955,13.800036004473041
150,9.671465,3.8288022379753435,-78.7732,9.700826439593946
200,9.714245,3.4157861398549234,-77.88514049999999,8.456235676025253
300,8.991685,3.1590405021184833,-76.47519499999999,4.947120067489271
500,8.54385,2.4439787920520097,-74.860872,5.336905054185056
