fecha,t,hora,p_sell [€/MWh],p_buy [€/MWh],p_buy_eff [€/MWh],x_sell [MWh],x_buy [MWh],x_ch [MWh],x_dis [MWh],r_up [MWh],r_down [MWh],a_up [MWh],a_down [MWh],SOC [MWh],y_bat,y_grid,p_disp [€/MWh],p_act_up [€/MWh],p_act_down [€/MWh],capacidad_nominal [MWh],soc_min_limit [MWh]
2025-07-31,1,00:00,92.54,92.54,92.54,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.9345,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,2,00:15,89.11,89.11,89.11,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.8691,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,3,00:30,88.74,88.74,88.74,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.8036,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,4,00:45,89.61,89.61,89.61,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.7381,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,5,01:00,78.77,78.77,78.77,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.6726,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,6,01:15,75.75,75.75,75.75,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.6072,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,7,01:30,76.04,76.04,76.04,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.5417,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,8,01:45,78.92,78.92,78.92,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.4762,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,9,02:00,70.62,70.62,70.62,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.4107,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,10,02:15,69.46,69.46,69.46,0.0,0.1947,0.1789,0.0,0.0,0.0711,0.0,0.0158,0.586,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,11,02:30,73.13,73.13,73.13,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.5205,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,12,02:45,71.06,71.06,71.06,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.4551,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,13,03:00,59.5,59.5,59.5,0.0589,0.0,-0.0,0.0,0.25,-0.0,0.0589,0.0,0.3896,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,14,03:15,55.89,55.89,55.89,0.0,0.25,0.25,0.0,0.0,-0.0,0.0,0.0,0.6146,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,15,03:30,55.92,55.92,55.92,0.0,0.25,0.25,0.0,0.0,-0.0,0.0,0.0,0.8396,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,16,03:45,62.21,62.21,62.21,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.7741,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,17,04:00,57.0,57.0,57.0,0.0,0.25,0.25,0.0,0.0,-0.0,0.0,0.0,0.9991,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,18,04:15,58.33,58.33,58.33,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.9337,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,19,04:30,58.54,58.54,58.54,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.8682,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,20,04:45,57.14,57.14,57.14,0.0,0.25,0.25,0.0,0.0,-0.0,0.0,0.0,1.0932,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,21,05:00,60.7,60.7,60.7,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,1.0277,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,22,05:15,59.34,59.34,59.34,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.9622,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,23,05:30,57.76,57.76,57.76,0.0,0.25,0.25,0.0,0.0,-0.0,0.0,0.0,1.1872,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,24,05:45,58.24,58.24,58.24,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,1.1218,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,25,06:00,82.65,82.65,82.65,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,1.0563,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,26,06:15,80.08,80.08,80.08,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.9908,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,27,06:30,80.6,80.6,80.6,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.9254,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,28,06:45,84.52,84.52,84.52,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.8599,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,29,07:00,97.28,97.28,97.28,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.7944,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,30,07:15,98.66,98.66,98.66,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.7289,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,31,07:30,99.21,99.21,99.21,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.6635,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,32,07:45,106.69,106.69,106.69,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.598,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,33,08:00,90.5,90.5,90.5,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.5325,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,34,08:15,94.85,94.85,94.85,0.0589,0.0,0.0,-0.0,0.25,0.0,0.0589,0.0,0.467,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,35,08:30,91.73,91.73,91.73,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.4016,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,36,08:45,89.12,89.12,89.12,0.0701,0.0,0.0,0.0146,0.2354,0.0,0.0555,0.0,0.3237,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,37,09:00,51.67,51.67,51.67,0.0,0.25,0.25,0.0,-0.0,-0.0,0.0,0.0,0.5487,1,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,38,09:15,51.47,51.47,51.47,0.0589,-0.0,-0.0,0.0,0.25,-0.0,0.0589,0.0,0.4832,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,39,09:30,52.96,52.96,52.96,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.4178,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,40,09:45,49.14,49.14,49.14,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.3523,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,41,10:00,29.93,29.93,29.93,0.0,0.2182,0.2092,0.0,0.0,0.0408,0.0,0.0091,0.5487,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,42,10:15,30.96,30.96,30.96,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.4832,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,43,10:30,29.98,29.98,29.98,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.4178,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,44,10:45,31.13,31.13,31.13,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.3523,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-31,45,11:00,23.85,23.85,23.85,0.0,0.25,0.25,0.0,0.0,-0.0,0.0,0.0,0.5773,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
