fecha,t,hora,p_sell [€/MWh],p_buy [€/MWh],p_buy_eff [€/MWh],x_sell [MWh],x_buy [MWh],x_ch [MWh],x_dis [MWh],r_up [MWh],r_down [MWh],a_up [MWh],a_down [MWh],SOC [MWh],y_bat,y_grid,p_disp [€/MWh],p_act_up [€/MWh],p_act_down [€/MWh],capacidad_nominal [MWh],soc_min_limit [MWh]
2025-07-02,1,00:00,136.14,136.14,136.14,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.9345,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-02,2,00:15,128.63,128.63,128.63,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.8691,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-02,3,00:30,133.09,133.09,133.09,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.8036,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-02,4,00:45,122.7,122.7,122.7,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.7381,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-02,5,01:00,121.1,121.1,121.1,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.6726,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-02,6,01:15,119.63,119.63,119.63,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.6072,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-02,7,01:30,118.45,118.45,118.45,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.5417,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-02,8,01:45,120.82,120.82,120.82,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.4762,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-02,9,02:00,115.05,115.05,115.05,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.4108,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-02,10,02:15,111.73,111.73,111.73,-0.0,0.0673,0.0673,0.0,0.0,0.0,0.0,0.0,0.4713,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-02,11,02:30,115.61,115.61,115.61,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.4058,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-02,12,02:45,106.13,106.13,106.13,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.6308,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-02,13,03:00,110.04,110.04,110.04,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.8558,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-02,14,03:15,111.76,111.76,111.76,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.7903,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-02,15,03:30,112.67,112.67,112.67,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.7249,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-02,16,03:45,112.05,112.05,112.05,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.6594,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-02,17,04:00,112.97,112.97,112.97,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.5939,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-02,18,04:15,109.4,109.4,109.4,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.8189,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-02,19,04:30,110.65,110.65,110.65,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.7534,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-02,20,04:45,115.5,115.5,115.5,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.688,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-02,21,05:00,112.48,112.48,112.48,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.6225,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-02,22,05:15,111.01,111.01,111.01,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.557,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2025-07-02,23,05:30,114.46,114.46,114.46,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.4916,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
