fecha,beneficio [€],energia_vendida [MWh],energia_comprada [MWh],energia_cargada [MWh],energia_descargada [MWh],reserva_up [MWh],reserva_down [MWh],activacion_up [MWh],activacion_down [MWh],precio_medio [€/MWh],precio_max [€/MWh],precio_min [€/MWh],spread [€/MWh]
2025-07-01,167.99,4.55,5.618,5.618,1.102,14.631,0.0,3.447,0.0,111.2,171.38,76.95,94.43
2025-07-02,204.07,4.287,5.295,5.288,0.0,18.196,0.029,4.287,0.006,100.36,136.14,67.48,68.66
2025-07-03,306.45,4.217,5.208,5.062,0.086,17.534,0.656,4.131,0.146,91.33,144.85,36.34,108.51
2025-07-04,206.84,4.297,5.308,5.293,0.0,18.24,0.065,4.297,0.014,99.63,144.7,70.27,74.43
2025-07-05,458.25,4.274,5.279,5.225,0.074,17.828,0.243,4.2,0.054,72.35,139.07,3.48,135.59
2025-07-06,520.2,4.376,5.405,5.34,0.185,17.788,0.294,4.191,0.065,56.11,116.78,0.62,116.16
2025-07-07,485.98,4.25,5.248,5.105,0.014,17.976,0.645,4.235,0.144,60.36,116.38,3.5,112.88
2025-07-08,572.35,4.196,5.183,4.95,0.0,17.812,1.05,4.196,0.234,45.15,113.35,1.67,111.68
2025-07-09,322.86,4.824,5.958,5.821,1.012,16.182,0.615,3.813,0.137,89.7,156.37,34.25,122.12
2025-07-10,200.04,4.548,5.617,5.615,1.0,15.061,0.008,3.548,0.002,106.97,175.08,72.12,102.96
2025-07-11,248.59,4.239,5.235,5.169,0.049,17.786,0.299,4.19,0.067,98.25,142.83,54.38,88.45
2025-07-12,432.56,4.162,5.14,5.038,0.0,17.666,0.462,4.162,0.103,75.91,139.27,0.84,138.43
2025-07-13,493.38,4.283,5.29,5.253,0.04,18.013,0.169,4.244,0.038,64.59,135.38,0.0,135.38
2025-07-14,362.41,4.197,5.183,5.093,0.032,17.677,0.407,4.165,0.091,84.2,128.78,17.61,111.17
2025-07-15,367.85,4.213,5.204,5.119,0.035,17.736,0.381,4.179,0.085,83.11,137.77,28.94,108.82
2025-07-16,244.47,5.117,6.319,6.309,1.674,14.614,0.048,3.443,0.011,101.98,180.74,66.57,114.17
2025-07-17,194.58,4.281,5.288,5.262,0.0,18.172,0.118,4.281,0.026,102.85,133.02,70.98,62.04
2025-07-18,224.66,4.297,5.308,5.284,0.0,18.24,0.106,4.297,0.024,95.08,121.58,64.51,57.07
2025-07-19,533.82,4.389,5.421,5.255,0.24,17.612,0.745,4.15,0.166,50.16,112.53,0.0,112.53
2025-07-20,610.01,4.368,5.395,5.293,0.106,18.089,0.457,4.262,0.102,27.22,94.18,-1.03,95.21
2025-07-21,594.84,5.818,7.184,7.045,2.721,13.144,0.629,3.097,0.14,57.61,171.56,4.9,166.66
2025-07-22,366.8,4.178,5.16,5.064,0.0,17.735,0.436,4.178,0.097,81.88,140.37,30.23,110.14
2025-07-23,306.61,4.314,5.328,5.281,0.0,18.311,0.214,4.314,0.048,84.43,120.05,44.63,75.42
2025-07-24,544.06,4.405,5.44,5.352,0.166,17.991,0.398,4.239,0.089,46.2,99.44,1.66,97.78
2025-07-25,570.06,4.317,5.332,5.213,0.096,17.918,0.537,4.222,0.12,41.84,109.0,0.62,108.38
2025-07-26,582.99,4.36,5.385,5.209,0.166,17.8,0.791,4.194,0.176,38.53,103.64,0.0,103.64
2025-07-27,584.19,4.376,5.404,5.306,0.106,18.123,0.444,4.27,0.099,32.39,90.22,-0.64,90.86
2025-07-28,582.06,4.316,5.33,5.282,0.0,18.318,0.218,4.316,0.049,34.22,90.24,0.62,89.62
2025-07-29,603.81,4.493,5.548,5.491,0.252,17.998,0.259,4.24,0.058,32.15,105.61,0.08,105.53
2025-07-30,571.45,4.316,5.33,5.282,0.0,18.318,0.218,4.316,0.049,40.46,105.7,3.37,102.33
2025-07-31,447.87,4.327,5.344,5.3,0.015,18.304,0.2,4.312,0.045,64.22,115.57,21.34,94.23
