fecha,t,hora,p_sell [€/MWh],p_buy [€/MWh],p_buy_eff [€/MWh],x_sell [MWh],x_buy [MWh],x_ch [MWh],x_dis [MWh],r_up [MWh],r_down [MWh],a_up [MWh],a_down [MWh],SOC [MWh],y_bat,y_grid,p_disp [€/MWh],p_act_up [€/MWh],p_act_down [€/MWh],capacidad_nominal [MWh],soc_min_limit [MWh]
2026-01-06,1,00:00,107.78,107.78,107.78,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.9345,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,2,00:15,105.01,105.01,105.01,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.8691,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,3,00:30,97.94,97.94,97.94,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.8036,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,4,00:45,91.26,91.26,91.26,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.7381,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,5,01:00,89.0,89.0,89.0,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.6726,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,6,01:15,85.0,85.0,85.0,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.6072,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,7,01:30,79.2,79.2,79.2,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.5417,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,8,01:45,74.0,74.0,74.0,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.4762,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,9,02:00,75.0,75.0,75.0,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.4108,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,10,02:15,69.65,69.65,69.65,0.0574,0.0,0.0,0.0,0.2437,0.0,0.0574,0.0,0.3469,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,11,02:30,69.01,69.01,69.01,0.0,0.25,0.25,0.0,0.0,-0.0,0.0,0.0,0.5719,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,12,02:45,68.5,68.5,68.5,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.5065,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,13,03:00,69.01,69.01,69.01,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.441,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,14,03:15,68.33,68.33,68.33,0.0589,-0.0,0.0,0.0,0.25,-0.0,0.0589,0.0,0.3755,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,15,03:30,68.12,68.12,68.12,0.0,0.25,0.25,0.0,0.0,-0.0,0.0,0.0,0.6005,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,16,03:45,67.87,67.87,67.87,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.535,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,17,04:00,67.87,67.87,67.87,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.4696,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,18,04:15,65.16,65.16,65.16,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.4041,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,19,04:30,64.5,64.5,64.5,0.0,0.25,0.25,0.0,0.0,-0.0,0.0,0.0,0.6291,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,20,04:45,64.37,64.37,64.37,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.5636,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,21,05:00,64.37,64.37,64.37,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.4982,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,22,05:15,64.24,64.24,64.24,0.0,0.25,0.25,0.0,0.0,-0.0,0.0,0.0,0.7232,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,23,05:30,64.24,64.24,64.24,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.6577,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,24,05:45,64.24,64.24,64.24,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.5922,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,25,06:00,63.98,63.98,63.98,0.0,0.25,0.25,0.0,0.0,-0.0,0.0,0.0,0.8172,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,26,06:15,64.11,64.11,64.11,0.0,0.25,0.25,0.0,0.0,-0.0,0.0,0.0,1.0422,1,1,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,27,06:30,64.24,64.24,64.24,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.9767,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,28,06:45,64.44,64.44,64.44,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.9113,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,29,07:00,65.0,65.0,65.0,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.8458,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,30,07:15,67.87,67.87,67.87,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.7803,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,31,07:30,68.33,68.33,68.33,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.7149,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,32,07:45,69.0,69.0,69.0,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.6494,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,33,08:00,69.01,69.01,69.01,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.5839,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,34,08:15,70.0,70.0,70.0,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.5184,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,35,08:30,71.36,71.36,71.36,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.453,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,36,08:45,75.0,75.0,75.0,0.0589,0.0,0.0,0.0,0.25,0.0,0.0589,0.0,0.3875,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
2026-01-06,37,09:00,80.0,80.0,80.0,0.0525,0.0,0.0,0.0,0.2227,0.0,0.0525,0.0,0.3292,0,0,10.0,114.3,50.73,2.0,0.1399999999999999
