fecha,beneficio_previsto [€],ben_medio [€],ben_std [€],ben_P10 [€],ben_P50 [€],ben_P90 [€],VaR_95 [€],pct_negativo [%],desv_media [€],desv_media [%],penalizacion_soc_media [€],energia_recortada_media [MWh],soc_final_desv_media [MWh],ben_extremo_medio [€],peor_escenario [€],CVaR_95 [€],soc_critico_medio,penalizacion_soc_ext [€],energia_recortada_ext [MWh],pujas_perdidas_media,fallos_tecnicos_media,n_sim_normal,n_sim_extremo
2025-06-01,614.63,595.58,58.27,518.44,598.57,667.34,496.78,0.0,-19.05,-3.1,7.46,0.1144,-0.2561,584.18,283.09,305.94,12.3,12.92,1.4373,4.8,2.0,200,40
2025-06-02,610.5,586.89,58.35,517.41,583.16,661.16,499.76,0.0,-23.61,-3.9,11.66,0.1323,-0.2807,561.32,334.12,337.68,10.2,18.19,0.9044,4.9,2.0,200,40
2025-06-03,531.93,508.22,54.86,441.98,504.89,585.4,429.03,0.0,-23.71,-4.5,19.33,0.1738,-0.3063,528.92,332.01,332.89,12.2,32.61,1.0346,4.6,1.9,200,40
2025-06-04,510.69,478.1,47.46,415.66,476.41,544.58,409.9,0.0,-32.59,-6.4,19.09,0.1626,-0.2155,477.92,265.87,271.16,11.4,33.08,1.0007,4.8,1.7,200,40
2025-06-05,527.57,503.4,49.69,444.35,497.62,568.71,434.0,0.0,-24.17,-4.6,17.11,0.1445,-0.1943,523.79,350.8,352.36,9.4,32.47,0.8688,5.0,2.0,200,40
2025-06-06,480.79,461.67,48.86,396.88,459.47,527.22,388.1,0.0,-19.12,-4.0,18.97,0.1824,-0.1879,465.33,265.23,265.55,12.8,39.25,1.1891,4.9,2.0,200,40
2025-06-07,550.47,532.93,51.43,467.29,531.36,594.26,451.69,0.0,-17.54,-3.2,15.33,0.1538,-0.2348,500.55,300.97,301.67,7.4,26.69,0.4942,4.5,1.9,200,40
2025-06-08,588.81,567.12,49.88,499.87,567.57,633.37,485.84,0.0,-21.7,-3.7,12.55,0.1415,-0.2244,572.83,324.76,338.21,9.5,25.32,0.759,4.7,2.1,200,40
2025-06-09,505.91,482.71,47.84,421.79,477.89,547.64,409.93,0.0,-23.2,-4.6,19.36,0.1494,-0.217,519.77,184.7,225.56,9.2,35.55,0.9694,4.6,1.9,200,40
2025-06-10,223.75,183.92,55.04,116.71,185.99,248.72,89.65,0.5,-39.83,-17.8,34.19,0.1444,-0.191,170.6,-43.95,-39.45,14.2,69.41,1.3839,4.9,2.1,200,40
2025-06-11,430.08,402.56,47.56,343.13,402.1,455.79,333.77,0.0,-27.52,-6.4,21.07,0.144,-0.1818,388.12,237.25,254.29,10.8,41.41,0.9162,4.6,1.8,200,40
2025-06-12,508.9,483.54,46.93,429.52,477.22,550.11,425.56,0.0,-25.36,-5.0,20.97,0.177,-0.2553,443.57,247.02,261.46,8.3,33.49,0.7452,4.8,2.1,200,40
2025-06-13,471.09,444.85,51.01,378.89,439.33,509.24,360.52,0.0,-26.24,-5.6,23.29,0.1861,-0.2484,424.1,181.11,211.77,10.3,40.18,0.7747,4.8,2.1,200,40
2025-06-14,514.8,492.31,51.34,430.68,489.61,558.28,416.46,0.0,-22.49,-4.4,16.69,0.1365,-0.1837,453.16,251.27,261.32,11.4,40.62,0.9378,4.6,1.9,200,40
2025-06-15,632.55,609.71,60.79,533.74,606.73,688.27,521.88,0.0,-22.84,-3.6,9.0,0.1161,-0.2847,577.22,374.9,387.34,9.8,13.23,0.7329,4.9,1.9,200,40
2025-06-16,628.17,618.18,49.11,556.92,620.89,679.4,544.31,0.0,-9.99,-1.6,2.86,0.3884,-0.0314,589.81,427.65,432.86,7.2,11.64,0.7992,4.7,1.8,200,40
2025-06-17,345.59,321.46,49.97,257.92,321.34,383.43,241.69,0.0,-24.13,-7.0,27.23,0.1731,-0.2093,297.94,150.95,152.29,9.9,49.02,0.6053,5.1,2.0,200,40
2025-06-18,292.02,271.49,43.42,218.46,269.5,330.41,204.76,0.0,-20.53,-7.0,23.09,0.1439,-0.1895,255.58,0.73,40.26,10.0,39.14,0.9075,4.7,2.0,200,40
2025-06-19,180.33,153.81,38.15,105.53,153.54,202.5,93.54,0.0,-26.52,-14.7,24.77,0.0873,-0.198,131.83,-53.16,-48.42,14.6,55.86,0.4146,5.0,1.8,200,40
2025-06-20,176.61,153.44,39.92,101.81,156.2,200.73,88.59,0.0,-23.17,-13.1,25.85,0.1233,-0.1898,155.02,-61.27,-58.26,11.1,51.67,0.5911,4.7,2.1,200,40
2025-06-21,448.15,424.41,49.54,363.22,422.28,488.92,352.54,0.0,-23.74,-5.3,27.18,0.1616,-0.2703,447.54,274.25,277.33,13.0,45.92,1.0902,5.0,1.8,200,40
2025-06-22,495.43,469.23,49.47,408.63,464.46,530.45,396.89,0.0,-26.2,-5.3,23.03,0.1529,-0.2406,518.08,267.81,292.44,14.2,43.02,0.8257,4.8,2.0,200,40
2025-06-23,241.19,225.04,42.69,171.09,230.22,274.97,147.55,0.0,-16.15,-6.7,19.05,0.2782,-0.1399,152.98,-81.77,-69.12,11.0,34.88,1.0679,4.8,1.9,200,40
2025-06-24,338.07,313.32,46.47,258.59,314.18,371.51,236.47,0.0,-24.75,-7.3,25.27,0.1418,-0.1845,325.75,41.45,64.74,13.6,55.71,0.9439,4.9,2.1,200,40
2025-06-25,424.67,401.55,46.13,340.64,401.96,460.61,327.42,0.0,-23.12,-5.4,21.88,0.1672,-0.1915,376.03,122.81,155.33,11.8,44.16,0.9144,4.7,1.9,200,40
2025-06-26,321.15,305.72,47.27,250.45,304.42,366.29,235.38,0.0,-15.43,-4.8,19.85,0.248,-0.1658,294.12,59.63,88.32,13.2,31.48,1.073,4.9,2.0,200,40
2025-06-27,289.56,251.9,56.92,179.86,259.5,329.37,163.16,0.0,-37.66,-13.0,31.75,0.2051,-0.2229,245.64,-5.92,31.02,11.8,56.16,0.9121,4.8,1.8,200,40
2025-06-28,473.55,455.61,52.29,397.34,453.6,518.5,379.28,0.0,-17.94,-3.8,21.9,0.1812,-0.2205,467.07,266.28,271.62,10.7,40.14,0.9851,4.7,1.8,200,40
2025-06-29,470.25,440.83,44.09,389.0,437.73,493.0,376.99,0.0,-29.42,-6.3,22.93,0.1562,-0.2631,436.59,248.0,266.43,10.5,40.5,0.9558,4.7,1.8,200,40
2025-06-30,180.89,153.51,52.15,90.31,152.59,215.49,73.17,0.5,-27.38,-15.1,30.6,0.128,-0.2521,130.23,-156.6,-133.98,8.8,53.93,0.7342,4.7,1.9,200,40
