fecha,sim_id,tipo,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],energia_no_cargada [MWh],energia_no_operada [MWh],intervalos_soc_critico,soc_final [MWh],soc_final_desv [MWh],pi_disp_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo
2025-10-23,1,normal,602.6164,643.754,-41.1375,-6.39,121.0893,175.0628,325.7309,19.2665,0.25,0.25,0,0.6729,-0.3271,9.766,107.6129,68.0167,0.9676,0.8434,5,1,False
2025-10-23,2,normal,687.3128,643.754,43.5588,6.77,128.1098,191.8235,386.9616,19.5822,0.3656,0.5,10,0.59,-0.41,10.701,112.7588,59.3325,1.1053,1.2666,5,3,False
2025-10-23,3,normal,645.998,643.754,2.2441,0.35,120.6176,180.7851,363.6828,19.0876,0.5,0.0,0,0.8348,-0.1652,10.0852,120.3646,43.7834,0.9517,1.0355,6,1,False
2025-10-23,4,normal,507.1642,643.754,-136.5898,-21.22,105.9998,177.6366,241.2927,17.7649,0.75,0.0,0,1.0304,0.0304,9.9096,95.6937,51.5374,0.8533,0.9234,7,1,False
2025-10-23,5,normal,702.2666,643.754,58.5126,9.09,129.2479,203.2429,390.3688,20.593,0.25,0.25,9,0.59,-0.41,11.338,109.9624,44.0638,1.1458,0.8961,3,2,False
2025-10-23,6,normal,638.8586,643.754,-4.8954,-0.76,114.0379,176.5788,366.5577,18.3158,0.75,0.25,0,0.8578,-0.1422,9.8506,118.4035,55.8287,0.9521,1.3846,5,1,False
2025-10-23,7,normal,561.5023,643.754,-82.2517,-12.78,114.4836,189.5418,275.1048,17.6279,0.25,0.25,0,1.235,0.235,10.5737,110.8093,48.9062,0.7805,1.0382,3,3,False
2025-10-23,8,normal,678.1676,643.754,34.4136,5.35,118.4618,163.2084,416.4738,19.9764,0.0,0.3656,0,0.5933,-0.4067,9.1047,124.648,56.9885,1.047,1.2024,2,4,False
2025-10-23,9,normal,748.4738,643.754,104.7198,16.27,119.1621,180.4197,470.7381,21.8461,0.25,0.0,13,0.59,-0.41,10.0648,118.8192,49.9159,1.2567,0.9444,4,2,False
2025-10-23,10,normal,648.6548,643.754,4.9008,0.76,131.2003,175.2465,361.1017,18.8937,0.75,0.0,0,0.4169,-0.5831,9.7762,116.0312,53.7361,1.0231,0.9653,5,3,False
2025-10-23,11,normal,605.3406,643.754,-38.4134,-5.97,126.9525,160.7264,337.3014,19.6397,0.25,0.0,0,1.0222,0.0222,8.9662,112.6527,42.9183,0.9593,1.0088,4,1,False
2025-10-23,12,normal,590.617,643.754,-53.137,-8.25,114.9938,184.3492,310.4523,19.1783,0.25,0.0321,0,1.052,0.052,10.284,110.4411,47.9963,0.938,0.9284,4,3,False
2025-10-23,13,normal,685.4492,643.754,41.6953,6.48,107.2081,188.2387,408.8886,18.8861,0.5,0.0,0,0.9082,-0.0918,10.501,133.5022,58.5914,0.9453,0.9171,7,2,False
2025-10-23,14,normal,559.7936,643.754,-83.9604,-13.04,126.5084,182.545,266.3786,15.6384,0.5,0.75,0,1.561,0.561,10.1834,117.3115,53.1582,0.718,1.0446,7,5,False
2025-10-23,15,normal,754.6351,643.754,110.8811,17.22,114.3037,184.0347,478.6541,22.3575,0.0,0.25,17,0.59,-0.41,10.2665,117.6081,48.0391,1.3007,0.9793,8,2,False
2025-10-23,16,normal,734.9807,643.754,91.2267,14.17,126.1006,177.044,452.6539,20.8178,0.1444,0.25,3,0.365,-0.635,9.8765,123.7328,50.1305,1.1166,1.4657,5,1,False
