fecha,sim_id,tipo,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],energia_no_cargada [MWh],energia_no_operada [MWh],intervalos_soc_critico,soc_final [MWh],soc_final_desv [MWh],pi_disp_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo
2025-10-06,1,normal,477.4629,461.3292,16.1337,3.5,246.7274,129.4174,122.5331,21.215,0.25,0.5,1,1.0106,0.0106,9.8869,120.9541,52.6926,0.814,1.0237,3,3,False
2025-10-06,2,normal,475.2548,461.3292,13.9256,3.02,242.1734,123.0947,133.0184,23.0316,0.0,0.0,0,1.0066,0.0066,9.4039,122.3354,63.8232,0.8846,1.0702,2,3,False
2025-10-06,3,normal,418.9469,461.3292,-42.3823,-9.19,227.1557,131.3036,84.0038,23.5162,0.2313,0.25,6,0.7696,-0.2304,10.031,96.3065,57.4149,1.0954,1.0491,5,1,False
2025-10-06,4,normal,530.8425,461.3292,69.5132,15.07,217.5484,132.2386,204.5588,23.5033,0.0,0.0,0,1.002,0.002,10.1025,142.6012,53.0305,0.9641,1.1522,5,2,False
2025-10-06,5,normal,409.2103,461.3292,-52.1189,-11.3,211.1618,131.3157,89.2182,22.4854,0.5,0.0,1,0.7781,-0.2219,10.032,102.6327,57.255,0.9464,1.0218,3,1,False
2025-10-06,6,normal,461.6409,461.3292,0.3117,0.07,248.3752,126.6812,107.7162,21.1317,0.452,0.25,0,1.2135,0.2135,9.6779,115.8466,55.3142,0.7704,1.0977,6,1,False
2025-10-06,7,normal,443.8367,461.3292,-17.4925,-3.79,217.3856,122.9033,127.3787,23.8309,0.5,0.0,8,0.9886,-0.0114,9.3893,106.0524,48.3939,1.1997,1.0788,5,2,False
2025-10-06,8,normal,500.5951,461.3292,39.2659,8.51,259.9388,133.6673,130.5205,23.5316,0.5,0.0,8,0.9921,-0.0079,10.2116,108.1315,55.0939,1.1385,0.6943,4,1,False
2025-10-06,9,normal,429.2939,461.3292,-32.0353,-6.94,188.9033,130.4627,133.3296,23.4017,0.0,0.2239,3,1.0004,0.0004,9.9668,114.4271,46.6572,0.9922,0.9871,2,2,False
2025-10-06,10,normal,492.7597,461.3292,31.4305,6.81,230.7848,119.8972,165.4866,23.4089,0.3656,0.0,7,0.9972,-0.0028,9.1596,121.3169,47.5942,1.0489,0.9957,5,0,False
