fecha,sim_id,tipo,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],energia_no_cargada [MWh],energia_no_operada [MWh],intervalos_soc_critico,soc_final [MWh],soc_final_desv [MWh],pi_disp_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo
2025-10-31,1,normal,457.5674,477.0206,-19.4532,-4.08,83.9787,191.7242,200.0696,18.205,0.0,0.25,0,1.0911,0.0911,10.1925,111.7647,46.7537,0.9633,1.1272,2,3,False
2025-10-31,2,normal,589.5151,477.0206,112.4945,23.58,91.1134,187.0175,329.6202,18.2359,0.0,0.2092,0,0.8847,-0.1153,9.9423,144.1943,52.0075,0.9525,0.9042,3,2,False
2025-10-31,3,normal,497.5386,477.0206,20.518,4.3,90.5804,196.0629,228.495,17.5997,0.6019,0.0,3,0.8039,-0.1961,10.4232,118.693,47.9311,0.9545,1.2392,6,0,False
2025-10-31,4,normal,471.1358,477.0206,-5.8848,-1.23,82.7848,192.179,215.4766,19.3046,0.25,0.0,3,0.59,-0.41,10.2167,110.1434,50.9158,1.0973,1.0416,4,2,False
2025-10-31,5,normal,434.6251,477.0206,-42.3956,-8.89,83.3087,180.2641,186.4945,15.4421,0.25,0.2739,0,1.5154,0.5154,9.5833,124.6383,49.0062,0.7029,1.0834,5,3,False
2025-10-31,6,normal,513.2203,477.0206,36.1997,7.59,82.6746,176.2448,274.1442,19.8433,0.0,0.0,0,0.6011,-0.3989,9.3696,121.9313,47.2797,1.1092,0.8023,2,2,False
2025-10-31,7,normal,440.8498,477.0206,-36.1708,-7.58,81.4522,195.0958,181.8739,17.572,0.25,0.0239,0,1.1941,0.1941,10.3717,109.5278,62.0653,0.8805,1.2119,5,1,False
2025-10-31,8,normal,564.8003,477.0206,87.7796,18.4,80.209,204.1883,302.0836,21.6805,0.25,0.0,20,0.59,-0.41,10.8551,114.0103,52.0769,1.3672,0.8743,4,1,False
2025-10-31,9,normal,413.5879,477.0206,-63.4327,-13.3,82.2412,197.2439,151.0018,16.899,0.0,0.2739,0,1.2936,0.2936,10.4859,104.9111,52.5984,0.8444,0.7916,3,5,False
2025-10-31,10,normal,549.726,477.0206,72.7054,15.24,82.3816,187.6552,297.8304,18.1412,0.25,0.25,1,0.6207,-0.3793,9.9762,132.1372,54.0523,1.0045,1.0209,5,2,False
2025-10-31,11,normal,362.0145,477.0206,-115.0061,-24.11,78.472,185.4394,116.5457,18.4426,0.5,0.2092,11,0.59,-0.41,9.8584,88.0437,47.6811,1.1257,0.9156,6,4,False
2025-10-31,12,normal,491.3421,477.0206,14.3215,3.0,79.6408,180.1575,251.3554,19.8116,0.25,0.25,15,0.59,-0.41,9.5776,111.908,57.8204,1.1842,1.0452,4,1,False
2025-10-31,13,normal,479.6808,477.0206,2.6602,0.56,86.006,188.7305,222.9894,18.0452,0.7092,0.0,9,0.59,-0.41,10.0333,113.7068,44.9517,1.0307,1.0091,5,0,False
2025-10-31,14,normal,420.1785,477.0206,-56.8421,-11.92,94.4618,179.9945,164.7361,19.0139,0.0,0.0,0,0.9805,-0.0195,9.5689,102.2936,57.3064,1.0092,0.8299,4,2,False
2025-10-31,15,normal,491.4265,477.0206,14.4058,3.02,76.7294,187.8273,244.4088,17.5391,0.3519,0.0,0,1.0402,0.0402,9.9853,123.0532,54.3004,0.9362,0.8532,8,3,False
2025-10-31,16,normal,532.6833,477.0206,55.6627,11.67,93.0937,189.1304,269.6998,19.2405,0.0,0.25,4,0.6427,-0.3573,10.0546,123.2536,60.2477,1.0815,0.8087,4,2,False
2025-10-31,17,normal,468.5355,477.0206,-8.4851,-1.78,80.1465,189.4046,216.6581,17.6737,0.4592,0.0,0,0.9211,-0.0789,10.0692,115.3672,54.6652,0.9418,1.0258,8,1,False
2025-10-31,18,normal,592.0014,477.0206,114.9808,24.1,77.0726,179.0803,359.0822,23.2337,0.25,0.0,26,0.59,-0.41,9.5203,115.724,59.7673,1.5438,1.0916,7,1,False
2025-10-31,19,normal,481.9011,477.0206,4.8805,1.02,74.1049,190.8977,234.0722,17.1738,0.5,0.0,0,0.9098,-0.0902,10.1486,123.6566,49.347,0.9151,1.0458,4,3,False
