fecha,sim_id,tipo,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],energia_no_cargada [MWh],energia_no_operada [MWh],intervalos_soc_critico,soc_final [MWh],soc_final_desv [MWh],pi_disp_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo
2025-10-25,1,normal,500.2867,377.2489,123.0379,32.61,104.9573,188.9076,227.4491,21.0272,0.0,0.0,14,0.5149,-0.4851,10.0846,132.3696,54.0057,1.3274,0.7013,4,2,False
2025-10-25,2,normal,344.8878,377.2489,-32.3611,-8.58,95.386,178.096,88.2372,16.8314,0.6886,0.0,0,0.5272,-0.4728,9.5075,112.1223,48.2756,1.0208,0.8861,6,5,False
2025-10-25,3,normal,320.8068,377.2489,-56.4421,-14.96,95.7095,187.9263,54.4814,17.3104,0.022,0.5,5,0.948,-0.052,10.0323,104.419,57.4234,1.0058,1.1221,4,5,False
2025-10-25,4,normal,429.8445,377.2489,52.5956,13.94,118.2368,174.5907,155.3235,18.3064,0.0,0.0,0,1.1012,0.1012,9.3203,129.9413,61.2631,0.9264,1.4679,4,0,False
2025-10-25,5,normal,401.8275,377.2489,24.5787,6.52,99.4963,202.7321,118.7821,19.183,0.0,0.0,0,0.8127,-0.1873,10.8226,116.6445,52.0322,1.0771,1.1585,2,2,False
2025-10-25,6,normal,299.162,377.2489,-78.0869,-20.7,95.0921,185.9145,35.7445,17.589,0.4592,0.25,10,0.7565,-0.2435,9.9249,98.6304,48.9844,1.064,1.0402,5,3,False
2025-10-25,7,normal,342.3601,377.2489,-34.8888,-9.25,115.3338,191.0236,52.7955,16.7928,0.6156,0.0889,5,0.7965,-0.2035,10.1976,104.731,52.2505,0.9462,1.2044,9,1,False
2025-10-25,8,normal,328.0969,377.2489,-49.152,-13.03,110.738,196.8821,38.9775,18.5008,0.25,0.0,1,0.6846,-0.3154,10.5103,101.991,51.7373,1.0561,1.1317,5,2,False
2025-10-25,9,normal,336.568,377.2489,-40.6809,-10.78,102.1408,185.7763,64.6829,16.0321,0.4592,0.0,0,1.2947,0.2947,9.9175,110.7165,45.5448,0.825,1.008,4,3,False
2025-10-25,10,normal,458.8691,377.2489,81.6202,21.64,103.5332,199.2114,174.0516,17.927,0.5,0.25,4,0.2899,-0.7101,10.6347,129.1152,44.04,1.0639,1.3948,7,1,False
2025-10-25,11,normal,425.4091,377.2489,48.1602,12.77,113.6503,195.2289,135.92,19.3901,0.1666,0.0,5,0.4636,-0.5364,10.4221,120.8183,50.4617,1.1431,0.848,1,1,False
2025-10-25,12,normal,327.0479,377.2489,-50.201,-13.31,93.3133,187.5631,67.0861,20.9147,0.25,0.1212,22,0.5149,-0.4851,10.0129,101.4701,50.8007,1.3674,1.0908,3,2,False
2025-10-25,13,normal,336.9464,377.2489,-40.3025,-10.68,86.1913,189.2217,79.3292,17.7958,0.272,0.0,3,0.9377,-0.0623,10.1014,106.4852,46.4002,0.9973,0.9232,3,2,False
2025-10-25,14,normal,327.3411,377.2489,-49.9078,-13.23,106.9785,175.6656,62.0686,17.3716,0.25,0.0,0,1.1458,0.1458,9.3777,106.7392,55.7506,0.894,1.0855,5,0,False
2025-10-25,15,normal,426.9952,377.2489,49.7463,13.19,111.2058,193.8801,139.5167,17.6074,0.0,0.25,0,1.0615,0.0615,10.3501,124.942,52.8388,0.9299,0.9327,1,1,False
2025-10-25,16,normal,463.8746,377.2489,86.6257,22.96,103.0021,184.1809,193.9729,17.2813,0.3656,0.0,0,1.0879,0.0879,9.8323,138.9815,53.6974,0.9361,1.5871,5,3,False
2025-10-25,17,normal,358.1007,377.2489,-19.1482,-5.08,109.515,184.1889,80.6959,16.2991,0.5,0.0,0,1.1891,0.1891,9.8327,113.9762,50.6233,0.8625,0.838,2,2,False
2025-10-25,18,normal,461.5908,377.2489,84.3419,22.36,102.0749,201.3647,176.4809,18.3297,0.25,0.0889,7,0.7811,-0.2189,10.7496,130.8355,55.7751,1.0616,1.2532,5,3,False
2025-10-25,19,normal,361.2348,377.2489,-16.0141,-4.24,107.8662,183.8156,86.7518,17.1988,0.0,0.0,0,1.3024,0.3024,9.8128,114.2919,44.924,0.8622,0.8465,3,3,False
2025-10-25,20,normal,330.775,377.2489,-46.4739,-12.32,104.004,195.5418,50.352,19.1228,0.272,0.0,10,0.5642,-0.4358,10.4388,101.5741,57.7597,1.1294,0.8789,4,0,False
2025-10-25,21,normal,367.0443,377.2489,-10.2046,-2.71,108.7015,189.5259,87.5524,18.7355,0.0,0.0,0,0.9383,-0.0617,10.1176,112.2755,51.6255,1.0079,0.8713,6,0,False
2025-10-25,22,normal,464.5376,377.2489,87.2888,23.14,106.4551,192.7492,186.3347,21.0014,0.25,0.0,18,0.5149,-0.4851,10.2897,125.6729,50.6951,1.4031,0.7555,7,3,False
2025-10-25,23,normal,317.9256,377.2489,-59.3233,-15.73,89.7065,187.9553,57.3206,17.0567,0.5,0.25,5,0.731,-0.269,10.0338,104.9453,49.3806,0.9749,1.1026,8,1,False
2025-10-25,24,normal,370.421,377.2489,-6.8279,-1.81,120.667,194.1817,72.2433,16.6709,0.8044,0.0,2,0.3526,-0.6474,10.3662,107.7665,45.488,0.9864,0.9331,10,1,False
2025-10-25,25,normal,406.8305,377.2489,29.5817,7.84,120.4231,187.7239,114.7604,16.0769,0.4915,0.25,0,0.8264,-0.1736,10.0214,123.4647,49.5466,0.8854,1.0518,6,2,False
2025-10-25,26,normal,333.7199,377.2489,-43.529,-11.54,107.6327,199.0556,43.0805,16.0489,0.0,0.2823,0,1.3479,0.3479,10.6264,105.0594,52.3472,0.7843,1.2173,6,5,False
2025-10-25,27,normal,335.8991,377.2489,-41.3498,-10.96,118.2024,175.7573,61.0486,19.1091,0.0,0.25,6,0.7783,-0.2217,9.3826,103.7258,47.9187,1.125,1.242,5,3,False
2025-10-25,28,normal,313.274,377.2489,-63.9749,-16.96,114.2362,181.1681,36.9925,19.1228,0.25,0.0,3,0.5149,-0.4851,9.6715,102.0115,46.9931,1.1638,1.1762,5,4,False
2025-10-25,29,normal,487.6724,377.2489,110.4236,29.27,105.7485,191.3262,208.9024,18.3048,0.0,0.25,0,0.7349,-0.2651,10.2138,139.98,44.7539,1.0235,1.0116,8,2,False
2025-10-25,30,normal,376.5417,377.2489,-0.7072,-0.19,99.6139,177.5553,119.7912,20.4188,0.022,0.0,11,0.5149,-0.4851,9.4786,115.1298,45.9405,1.2217,0.9463,6,0,False
2025-10-25,31,normal,564.148,377.2489,186.8991,49.54,103.1316,204.9927,274.9957,18.972,0.25,0.5,18,0.5149,-0.4851,10.9433,146.6528,53.6711,1.2138,0.8983,7,2,False
2025-10-25,32,normal,376.8962,377.2489,-0.3527,-0.09,121.0104,182.2825,92.1099,18.5066,0.3656,0.0,5,0.6226,-0.3774,9.731,111.2785,54.8027,1.0932,1.1386,4,2,False
2025-10-25,33,normal,396.9826,377.2489,19.7337,5.23,110.6525,191.0244,114.7664,19.4608,0.5,0.0,14,0.5149,-0.4851,10.1976,114.8049,53.4974,1.2065,1.0167,4,0,False
2025-10-25,34,normal,333.947,377.2489,-43.3018,-11.48,109.1911,170.8509,69.3496,15.4444,0.9592,0.0,1,0.9491,-0.0509,9.1207,111.0178,54.9624,0.8712,1.1096,9,3,False
2025-10-25,35,normal,316.1067,377.2489,-61.1422,-16.21,118.3125,183.021,30.4348,15.6616,0.5,0.1156,0,1.157,0.157,9.7704,101.9753,58.8752,0.8207,0.7947,5,3,False
2025-10-25,36,normal,318.3772,377.2489,-58.8717,-15.61,102.9882,186.7177,42.7241,14.0528,0.5747,0.25,0,1.4231,0.4231,9.9677,106.081,49.5533,0.6608,0.9326,5,2,False
2025-10-25,37,normal,393.7952,377.2489,16.5463,4.39,114.5058,182.3953,114.3524,17.4583,0.5,0.0,0,0.7173,-0.2827,9.737,120.1937,45.9102,0.9652,1.0608,5,0,False
2025-10-25,38,normal,330.5916,377.2489,-46.6572,-12.37,110.6673,188.0665,53.0361,21.1784,0.0,0.0,14,0.5149,-0.4851,10.0397,101.4412,49.8991,1.3157,0.917,2,1,False
2025-10-25,39,normal,499.8447,377.2489,122.5958,32.5,100.8475,180.8849,237.2746,19.1622,0.5,0.25,19,0.5149,-0.4851,9.6564,135.5634,49.7626,1.2521,0.9393,6,2,False
2025-10-25,40,normal,413.7285,377.2489,36.4796,9.67,114.3688,200.2757,114.6137,15.5296,0.3656,0.0,0,1.336,0.336,10.6915,127.1217,46.0037,0.7475,1.1768,4,4,False
2025-10-25,41,normal,344.0053,377.2489,-33.2436,-8.81,92.7079,200.8023,66.8898,16.3948,0.0,0.0,0,1.3737,0.3737,10.7196,112.0233,48.6774,0.7282,1.081,6,1,False
2025-10-25,42,normal,452.9084,377.2489,75.6595,20.06,124.8244,185.182,159.9055,17.0035,0.1156,0.0,0,1.0547,0.0547,9.8858,135.5964,54.3973,0.8767,0.7644,5,3,False
2025-10-25,43,normal,311.4937,377.2489,-65.7552,-17.43,95.5005,183.3397,50.6162,17.9627,0.0,0.25,0,0.8128,-0.1872,9.7874,103.7239,55.0819,0.9725,1.1972,5,2,False
2025-10-25,44,normal,292.9799,377.2489,-84.269,-22.34,106.9703,180.7384,22.6988,17.4276,0.25,0.1156,0,0.9262,-0.0738,9.6485,95.6289,52.5928,0.9621,1.108,3,3,False
2025-10-25,45,normal,340.2317,377.2489,-37.0172,-9.81,97.4885,177.9997,81.8079,17.0644,0.4592,0.0,0,0.9697,-0.0303,9.5023,111.6186,56.4351,0.915,0.9745,8,0,False
2025-10-25,46,normal,462.4071,377.2489,85.1582,22.57,104.3343,205.9992,171.1417,19.0681,0.0,0.0,1,0.7064,-0.2936,10.9971,130.1221,51.8123,1.0838,0.7608,2,2,False
2025-10-25,47,normal,412.8264,377.2489,35.5775,9.43,121.0686,184.036,126.6262,18.9044,0.0,0.0,0,0.8596,-0.1404,9.8246,122.3897,54.0998,1.0263,0.9068,2,0,False
2025-10-25,48,normal,377.9902,377.2489,0.7413,0.2,93.3243,184.9682,116.5057,16.808,0.25,0.0,0,1.2402,0.2402,9.8743,124.8317,54.6859,0.8253,1.5703,4,2,False
2025-10-25,49,normal,306.9841,377.2489,-70.2648,-18.63,101.0865,188.5037,34.8685,17.4745,0.0,0.0,0,1.2179,0.2179,10.0631,100.7172,53.3879,0.8836,1.0306,2,3,False
2025-10-25,50,normal,343.9007,377.2489,-33.3482,-8.84,104.1636,207.656,49.4698,17.3886,0.6666,0.022,2,0.365,-0.635,11.0855,101.8373,50.0748,1.0443,1.0573,7,3,False
2025-10-25,51,normal,343.275,377.2489,-33.9739,-9.01,107.436,190.3543,64.813,19.3283,0.25,0.0,3,0.3738,-0.6262,10.1619,106.0769,45.4389,1.1269,1.097,2,0,False
2025-10-25,52,normal,381.3774,377.2489,4.1285,1.09,114.2194,201.1506,84.7778,18.7704,0.0,0.0,0,1.0126,0.0126,10.7382,111.0186,49.1264,1.04,1.1855,3,3,False
2025-10-25,53,normal,416.9912,377.2489,39.7423,10.53,118.2596,187.3436,128.8635,17.4756,0.5,0.0,0,0.6581,-0.3419,10.0011,123.463,47.024,1.0021,0.9305,6,2,False
2025-10-25,54,normal,398.5832,377.2489,21.3343,5.66,113.717,194.8646,107.7685,17.7668,0.0,0.25,0,0.9243,-0.0757,10.4026,118.3246,46.4038,0.9742,0.9072,4,3,False
2025-10-25,55,normal,369.6155,377.2489,-7.6333,-2.02,96.5395,190.2584,99.4923,16.6746,0.0889,0.0,0,1.3412,0.3412,10.1568,119.1985,50.0684,0.831,0.7468,7,3,False
2025-10-25,56,normal,403.9407,377.2489,26.6918,7.08,108.5735,181.5093,130.1558,16.2979,0.5323,0.25,0,0.671,-0.329,9.6897,124.1943,52.6576,0.9225,0.9822,6,2,False
2025-10-25,57,normal,390.205,377.2489,12.9562,3.43,101.8068,209.3655,96.779,17.7462,0.25,0.0,0,0.9659,-0.0341,11.1768,114.1992,55.0211,0.9646,0.8417,3,1,False
2025-10-25,58,normal,394.0244,377.2489,16.7755,4.45,112.1428,199.6383,98.4088,16.1656,0.25,0.0,0,1.3463,0.3463,10.6575,122.7818,52.7164,0.7482,1.1224,7,0,False
2025-10-25,59,normal,427.8754,377.2489,50.6265,13.42,119.6257,197.9144,128.7769,18.4416,0.25,0.0,4,0.87,-0.13,10.5655,121.7044,51.5792,1.0374,1.0633,9,1,False
2025-10-25,60,normal,442.0972,377.2489,64.8483,17.19,120.6917,208.8448,132.5941,20.0334,0.0,0.0,7,0.5149,-0.4851,11.149,118.765,53.3848,1.1764,0.9312,4,1,False
2025-10-25,61,normal,405.4255,377.2489,28.1766,7.47,110.2063,188.8022,123.9229,17.506,0.0,0.25,0,1.169,0.169,10.079,123.9297,46.9961,0.9209,1.1256,5,2,False
2025-10-25,62,normal,349.3878,377.2489,-27.8611,-7.39,122.3021,186.9253,58.8534,18.6931,0.0,0.1156,0,0.6705,-0.3295,9.9788,105.4725,42.8728,1.0523,0.8537,8,2,False
2025-10-25,63,normal,375.328,377.2489,-1.9208,-0.51,115.2736,197.4566,76.7263,14.1285,0.5,0.5,0,1.406,0.406,10.541,117.3525,45.6521,0.7047,1.058,5,4,False
2025-10-25,64,normal,344.1071,377.2489,-33.1418,-8.79,101.6826,196.4532,64.3733,18.402,0.25,0.0,1,0.6224,-0.3776,10.4875,105.1528,48.8735,1.0591,0.842,3,2,False
2025-10-25,65,normal,374.8408,377.2489,-2.4081,-0.64,119.6628,183.3773,89.5703,17.7696,0.25,0.0,0,0.9433,-0.0567,9.7894,114.5925,40.0563,0.9543,0.8337,2,0,False
2025-10-25,66,normal,358.9773,377.2489,-18.2716,-4.84,104.6905,183.7352,89.0073,18.4557,0.4592,0.0,8,0.6561,-0.3439,9.8085,109.6308,69.6444,1.1155,0.8398,6,2,False
2025-10-25,67,normal,393.4375,377.2489,16.1887,4.29,104.2622,186.2559,121.1746,18.2552,0.25,0.0,0,0.7897,-0.2103,9.9431,119.3012,46.1175,1.0595,1.0752,4,4,False
2025-10-25,68,normal,463.1923,377.2489,85.9434,22.78,107.2467,202.9965,170.0241,17.075,0.5,0.5,11,0.5149,-0.4851,10.8368,126.7621,57.2171,1.0575,0.9867,6,3,False
2025-10-25,69,normal,303.7392,377.2489,-73.5097,-19.49,102.6628,181.1012,36.1536,16.1784,0.0,0.2092,0,1.3368,0.3368,9.6679,102.7709,52.2417,0.7551,1.0798,0,2,False
2025-10-25,70,normal,446.0125,377.2489,68.7636,18.23,118.0873,180.5307,167.4572,20.0627,0.0,0.0,6,0.5806,-0.4194,9.6374,124.6281,46.1801,1.175,1.0252,3,1,False
2025-10-25,71,normal,356.0355,377.2489,-21.2134,-5.62,119.288,189.9585,64.0342,17.2451,0.0,0.25,0,1.1696,0.1696,10.1407,109.3902,47.6768,0.8766,1.1298,4,1,False
2025-10-25,72,normal,390.971,377.2489,13.7222,3.64,136.4243,179.3526,94.5572,19.363,0.25,0.25,13,0.5149,-0.4851,9.5746,113.1308,45.9267,1.2332,0.9428,3,3,False
2025-10-25,73,normal,336.8191,377.2489,-40.4298,-10.72,100.2447,196.445,58.5043,18.375,0.0,0.25,0,0.797,-0.203,10.487,102.0298,45.797,1.0055,1.2476,4,1,False
2025-10-25,74,normal,371.9482,377.2489,-5.3006,-1.41,122.2563,183.3425,83.6206,17.2711,0.0323,0.0,0,1.2059,0.2059,9.7876,115.639,58.7994,0.8502,1.1952,4,1,False
2025-10-25,75,normal,341.9483,377.2489,-35.3006,-9.36,109.0108,184.2028,66.1508,17.4161,0.25,0.0,0,1.0932,0.0932,9.8335,111.4271,48.6871,0.9322,1.3038,3,4,False
2025-10-25,76,normal,429.5072,377.2489,52.2583,13.85,126.1501,167.5208,156.6967,20.8605,0.2092,0.0,15,0.5149,-0.4851,8.9429,121.578,48.4609,1.3203,1.1107,4,1,False
2025-10-25,77,normal,390.4839,377.2489,13.235,3.51,102.2772,188.4412,118.2613,18.4958,0.25,0.0,3,0.8662,-0.1338,10.0597,117.2111,50.7316,1.0219,1.2086,1,0,False
2025-10-25,78,normal,389.044,377.2489,11.7951,3.13,106.4177,178.0698,123.0729,18.5164,0.022,0.0,0,1.0261,0.0261,9.5061,120.1475,51.0545,0.981,1.3002,5,0,False
2025-10-25,79,normal,414.0416,377.2489,36.7927,9.75,113.5176,187.581,132.7232,19.7802,0.0,0.0323,8,0.5149,-0.4851,10.0138,119.292,54.6316,1.1665,0.8788,4,2,False
2025-10-25,80,normal,323.5135,377.2489,-53.7353,-14.24,100.3296,182.289,59.9538,19.0589,0.0,0.0,1,0.8628,-0.1372,9.7313,104.833,55.5229,1.0685,1.0308,3,2,False
2025-10-25,81,normal,330.1611,377.2489,-47.0877,-12.48,94.4083,185.6872,67.36,17.2944,0.75,0.2823,14,0.5149,-0.4851,9.9127,104.6396,47.0427,1.0965,1.1612,9,3,False
2025-10-25,82,normal,381.9295,377.2489,4.6806,1.24,104.9015,190.0618,103.5184,16.5523,0.75,0.0,0,0.6871,-0.3129,10.1463,117.9933,57.8449,0.9343,0.9746,5,1,False
2025-10-25,83,normal,376.2764,377.2489,-0.9725,-0.26,104.5816,207.4575,82.2624,18.0252,0.25,0.0,0,0.8788,-0.1212,11.0749,112.0089,45.6758,0.999,1.1057,3,2,False
2025-10-25,84,normal,315.5356,377.2489,-61.7133,-16.36,91.8235,198.3546,42.4262,17.0687,0.25,0.25,0,0.8303,-0.1697,10.589,101.128,47.3588,0.9427,0.8505,4,2,False
2025-10-25,85,normal,375.6048,377.2489,-1.6441,-0.44,117.2203,184.3824,93.7705,19.7683,0.0,0.25,8,0.2899,-0.7101,9.8431,111.5321,44.5217,1.1882,0.9237,0,1,False
2025-10-25,86,normal,366.2133,377.2489,-11.0356,-2.93,113.5849,182.0348,87.4248,16.8312,0.4592,0.1666,0,0.8705,-0.1295,9.7177,111.1546,58.2033,0.938,1.2879,5,3,False
2025-10-25,87,normal,331.9689,377.2489,-45.28,-12.0,125.9518,173.4619,48.0023,15.4471,0.3656,0.25,0,1.2783,0.2783,9.2601,102.5379,49.0298,0.7976,1.1269,3,5,False
2025-10-25,88,normal,460.1337,377.2489,82.8848,21.97,119.915,193.3719,168.3946,21.5478,0.25,0.0,21,0.5149,-0.4851,10.323,121.0824,42.4765,1.4054,0.8293,7,0,False
2025-10-25,89,normal,457.6972,377.2489,80.4483,21.32,123.8293,183.8879,168.6911,18.7111,0.25,0.0,4,0.8047,-0.1953,9.8167,130.5801,51.7345,1.078,1.2059,5,2,False
2025-10-25,90,normal,297.9197,377.2489,-79.3292,-21.03,132.937,191.6552,-8.6568,18.0157,0.0,0.0,0,1.1167,0.1167,10.2313,89.0076,52.4032,0.9574,0.7065,3,2,False
2025-10-25,91,normal,448.1564,377.2489,70.9075,18.8,122.0052,194.8391,149.6238,18.3117,0.272,0.0,0,0.5748,-0.4252,10.4013,127.403,51.8088,1.0431,0.9849,7,1,False
2025-10-25,92,normal,364.0551,377.2489,-13.1938,-3.5,118.5661,184.8889,80.3541,19.754,0.0,0.25,10,0.5149,-0.4851,9.8701,107.0724,65.5157,1.2091,1.1482,4,3,False
2025-10-25,93,normal,337.7238,377.2489,-39.5251,-10.48,105.2287,177.5683,75.2738,20.347,0.25,0.25,19,0.5149,-0.4851,9.4793,104.9736,47.483,1.3276,1.0821,4,2,False
2025-10-25,94,normal,404.3511,377.2489,27.1022,7.18,108.6414,184.5911,129.2351,18.1165,0.25,0.0,0,0.712,-0.288,9.8542,121.0946,56.268,1.0161,0.7139,7,1,False
2025-10-25,95,normal,429.789,377.2489,52.5401,13.93,114.688,194.4871,136.1217,15.5079,0.4166,0.4592,0,1.0229,0.0229,10.3825,129.5832,48.1059,0.8255,1.0386,5,2,False
2025-10-25,96,normal,405.4857,377.2489,28.2369,7.48,108.9796,181.7358,131.0782,16.3078,0.25,0.0,0,1.3457,0.3457,9.7018,131.3133,59.1364,0.786,1.1475,5,2,False
2025-10-25,97,normal,414.1813,377.2489,36.9324,9.79,106.0219,193.857,131.9124,17.61,0.5,0.0,2,0.6924,-0.3076,10.3489,122.5078,48.9676,0.9851,1.0262,6,0,False
2025-10-25,98,normal,404.9387,377.2489,27.6899,7.34,95.6832,175.7499,150.6253,17.1198,0.25,0.25,0,0.8684,-0.1316,9.3822,127.9871,56.1225,0.9511,0.96,5,3,False
2025-10-25,99,normal,356.8168,377.2489,-20.4321,-5.42,113.8835,197.9994,61.5528,16.6189,0.3389,0.0,0,1.2057,0.2057,10.57,107.6331,59.8773,0.8504,0.996,9,1,False
2025-10-25,100,normal,409.4989,377.2489,32.25,8.55,109.8446,191.1183,128.4548,19.9189,0.0,0.0,5,0.5979,-0.4021,10.2027,119.3194,49.7422,1.1794,0.9288,6,2,False
2025-10-25,101,normal,391.3684,377.2489,14.1195,3.74,105.9072,179.8187,124.0242,18.3817,0.1156,0.0,0,0.8784,-0.1216,9.5994,121.2146,55.0329,0.9942,0.9934,5,0,False
2025-10-25,102,normal,430.0226,377.2489,52.7737,13.99,106.5945,192.3652,149.9646,18.9017,0.0,0.0,0,0.8724,-0.1276,10.2692,123.7889,61.1811,1.0795,1.0479,4,4,False
2025-10-25,103,normal,316.4328,377.2489,-60.8161,-16.12,118.147,179.6984,34.1843,15.5969,0.2823,0.5,0,1.0775,0.0775,9.593,101.2275,51.0409,0.8356,1.0339,4,3,False
2025-10-25,104,normal,348.2287,377.2489,-29.0202,-7.69,96.126,191.6387,77.2745,16.8105,0.25,0.0,0,1.2622,0.2622,10.2304,111.4089,45.3374,0.8497,0.8733,3,1,False
