fecha,beneficio [€],energia_vendida [MWh],energia_comprada [MWh],energia_cargada [MWh],energia_descargada [MWh],reserva_up [MWh],reserva_down [MWh],activacion_up [MWh],activacion_down [MWh],precio_medio [€/MWh],precio_max [€/MWh],precio_min [€/MWh],spread [€/MWh]
2025-12-01,152.97,2.72,3.091,3.081,0.819,8.056,0.044,1.901,0.01,91.78,159.68,63.32,96.36
2025-12-02,141.95,2.31,2.625,2.625,0.128,9.247,0.0,2.182,0.0,88.65,140.06,67.37,72.69
2025-12-03,235.49,2.2,2.499,2.428,0.031,9.19,0.322,2.169,0.072,70.42,109.92,14.0,95.92
2025-12-04,209.01,2.212,2.514,2.482,0.0,9.375,0.143,2.212,0.032,64.77,90.74,32.89,57.85
2025-12-05,179.53,2.212,2.514,2.482,0.0,9.375,0.143,2.212,0.032,70.61,89.0,52.85,36.15
2025-12-06,282.94,2.212,2.514,2.482,0.0,9.375,0.143,2.212,0.032,33.07,74.64,10.0,64.64
2025-12-07,311.28,2.264,2.573,2.523,0.108,9.137,0.227,2.156,0.05,32.3,95.01,0.5,94.51
2025-12-08,256.47,2.235,2.54,2.515,0.031,9.34,0.11,2.204,0.024,55.32,100.01,11.0,89.01
2025-12-09,270.75,2.325,2.642,2.611,0.185,9.065,0.139,2.139,0.031,63.17,145.0,5.76,139.24
2025-12-10,91.73,2.212,2.514,2.514,0.0,9.375,0.0,2.212,0.0,103.01,125.68,81.0,44.68
2025-12-11,124.42,2.235,2.54,2.515,0.031,9.34,0.11,2.204,0.024,96.19,124.79,74.72,50.07
2025-12-12,111.15,2.212,2.514,2.497,0.0,9.375,0.076,2.212,0.017,97.19,121.28,75.24,46.04
2025-12-13,159.94,2.212,2.514,2.482,0.0,9.375,0.143,2.212,0.032,79.2,101.0,57.51,43.49
2025-12-14,164.63,2.212,2.514,2.482,0.0,9.375,0.143,2.212,0.032,78.57,107.08,57.07,50.01
2025-12-15,125.32,2.212,2.514,2.504,0.0,9.375,0.045,2.212,0.01,92.47,122.06,65.01,57.05
2025-12-16,120.12,2.392,2.718,2.709,0.274,8.976,0.041,2.118,0.009,94.53,140.78,74.5,66.28
2025-12-17,117.63,2.574,2.924,2.91,0.588,8.412,0.066,1.985,0.015,101.41,152.58,76.12,76.46
2025-12-18,191.66,2.22,2.523,2.494,0.02,9.32,0.132,2.2,0.029,85.05,113.46,26.0,87.46
2025-12-19,90.79,2.212,2.514,2.496,0.0,9.375,0.084,2.212,0.019,102.76,123.23,80.61,42.62
2025-12-20,175.78,2.212,2.514,2.482,0.0,9.375,0.143,2.212,0.032,70.77,96.62,47.47,49.15
2025-12-21,195.68,2.212,2.514,2.482,0.0,9.375,0.143,2.212,0.032,61.48,84.28,40.62,43.66
2025-12-22,205.12,2.212,2.514,2.482,0.0,9.375,0.143,2.212,0.032,70.6,102.06,25.0,77.06
2025-12-23,153.85,2.211,2.513,2.481,0.0,9.37,0.144,2.211,0.032,77.91,92.55,55.4,37.15
2025-12-24,268.75,2.212,2.514,2.482,0.0,9.375,0.143,2.212,0.032,40.64,79.6,16.46,63.14
2025-12-25,272.93,2.207,2.508,2.438,0.031,9.219,0.312,2.176,0.069,48.7,100.13,9.69,90.44
2025-12-26,127.9,2.212,2.514,2.482,0.0,9.375,0.143,2.212,0.032,89.2,119.83,69.91,49.92
2025-12-27,143.94,2.212,2.514,2.482,0.0,9.375,0.142,2.212,0.032,80.12,101.54,68.62,32.92
2025-12-28,165.65,2.212,2.514,2.482,0.0,9.375,0.142,2.212,0.032,78.94,108.44,47.65,60.79
2025-12-29,106.34,2.729,3.101,3.101,0.83,8.045,0.0,1.899,0.0,107.2,165.5,86.73,78.77
2025-12-30,126.22,2.212,2.514,2.482,0.0,9.375,0.143,2.212,0.032,91.23,107.98,66.73,41.25
2025-12-31,119.21,2.346,2.666,2.649,0.214,9.036,0.077,2.133,0.017,97.82,142.74,75.01,67.73
