fecha,sim_id,tipo,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo
2025-07-12,1,normal,414.378,432.5631,-18.1852,-4.2,160.8065,198.4286,91.2051,18.2841,17.7781,0.7711,-0.2289,77.6749,0.2092,0.0,0.0,0,10.9458,108.816,46.1874,1.0219,1.2673,6,1,False
2025-07-12,2,normal,321.6764,432.5631,-110.8868,-25.63,147.719,184.2171,63.339,18.9575,54.6412,0.288,-0.712,76.7412,0.0,0.25,0.0596,3,10.1619,98.7273,52.0289,1.1506,0.9248,5,3,False
2025-07-12,3,normal,394.8081,432.5631,-37.755,-8.73,148.6628,167.1002,112.3892,16.4166,16.9275,0.7757,-0.2243,75.4759,0.4592,0.25,0.0,0,9.2177,114.3384,53.1649,0.9283,1.0119,4,3,False
2025-07-12,4,normal,399.7926,432.5631,-32.7706,-7.58,141.9214,196.3276,88.6016,15.2414,11.8166,1.1555,0.1555,75.9946,0.4592,0.0,0.0,0,10.8299,114.3685,52.8348,0.7059,1.0986,3,0,False
2025-07-12,5,normal,416.6412,432.5631,-15.922,-3.68,147.0739,165.3782,151.6617,18.3887,29.0838,0.6245,-0.3755,77.458,0.0,0.25,0.2173,5,9.1227,120.3161,51.6009,1.1325,1.0242,4,4,False
2025-07-12,6,normal,440.3681,432.5631,7.8049,1.8,148.8674,185.3615,137.845,18.0768,13.629,0.8239,-0.1761,77.4089,0.0,0.25,0.0,0,10.225,120.3216,47.2915,1.0213,1.1504,5,3,False
2025-07-12,7,normal,450.5281,432.5631,17.965,4.15,161.5898,173.5182,146.8451,16.9237,14.5013,1.1874,0.1874,77.3838,0.0,0.0,0.0,0,9.5717,131.5586,49.668,0.8126,0.8598,2,1,False
2025-07-12,8,normal,340.0732,432.5631,-92.4899,-21.38,163.0582,191.4149,8.6362,18.4028,4.6332,1.061,0.061,75.9331,0.0,0.0,0.0,0,10.5589,87.1946,45.2013,1.003,1.0241,3,2,False
2025-07-12,9,normal,435.1431,432.5631,2.5799,0.6,160.0028,173.842,124.0493,18.111,4.64,1.0614,0.0614,75.6091,0.0,0.0,0.0,0,9.5896,116.7467,49.7838,0.9386,1.064,6,0,False
2025-07-12,10,normal,378.1175,432.5631,-54.4457,-12.59,137.9299,186.2275,96.7076,17.5031,25.2444,0.6677,-0.3323,75.9773,0.4596,0.0,0.2355,7,10.2728,109.0927,51.2432,1.0662,0.978,5,2,False
