fecha,sim_id,tipo,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo
2025-07-27,1,normal,621.5126,584.1878,37.3248,6.39,87.1326,188.9555,377.9408,18.5278,13.9885,0.573,-0.427,32.7581,0.25,0.25,0.7688,15,10.1771,130.5926,49.9782,1.1918,1.0129,4,2,False
2025-07-27,2,normal,578.4968,584.1878,-5.6911,-0.97,93.0847,182.335,330.3037,19.0843,8.1424,0.7551,-0.2449,33.2453,0.25,0.0,0.0,0,9.8205,113.9332,50.834,1.0318,0.9552,6,2,False
2025-07-27,3,normal,554.0654,584.1878,-30.1224,-5.16,91.0486,197.4742,292.4299,19.0395,7.8478,0.7613,-0.2387,32.8724,0.25,0.0,0.0,0,10.6359,104.823,48.9015,1.0287,0.861,8,2,False
2025-07-27,4,normal,512.8647,584.1878,-71.3231,-12.21,85.101,184.1379,267.0836,16.5697,6.8881,1.2087,0.2087,33.0055,0.25,0.25,0.0,0,9.9176,118.361,52.7463,0.7715,0.7853,7,1,False
2025-07-27,5,normal,491.3751,584.1878,-92.8127,-15.89,92.9732,206.2651,215.9158,17.1981,6.581,1.1963,0.1963,33.5287,0.25,0.0,0.0,0,11.1093,103.8623,48.8349,0.8005,1.1348,2,2,False
2025-07-27,6,normal,547.1739,584.1878,-37.0139,-6.34,83.6387,178.2042,305.7719,17.9451,2.4959,0.9246,-0.0754,33.108,0.5,0.0,0.0,0,9.598,114.0827,51.7209,0.9502,1.1533,7,2,False
2025-07-27,7,normal,590.2283,584.1878,6.0405,1.03,81.9935,190.2774,347.0672,18.4154,10.6943,0.6709,-0.3291,32.492,0.4592,0.0,0.1689,4,10.2483,121.2919,43.2562,1.0319,0.8568,5,1,False
2025-07-27,8,normal,662.2195,584.1878,78.0317,13.36,88.8301,186.3303,413.5656,19.0217,7.4848,0.7725,-0.2275,32.8974,0.25,0.0,0.0,0,10.0357,134.2098,53.6008,0.9981,0.8677,4,0,False
2025-07-27,9,normal,559.4116,584.1878,-24.7762,-4.24,83.3748,181.4981,314.0856,18.7788,0.768,0.9763,-0.0237,32.4246,0.2024,0.0,0.0,0,9.7754,114.3529,43.7246,0.9889,0.8203,4,2,False
2025-07-27,10,normal,673.1347,584.1878,88.9469,15.23,83.9846,172.8039,453.5745,20.4671,16.7612,0.4906,-0.5094,32.9056,0.0,0.0,0.2294,8,9.3071,134.0932,57.7331,1.1932,0.9601,4,2,False
2025-07-27,11,normal,668.3948,584.1878,84.207,14.41,87.8689,173.8892,439.2613,19.3902,13.2344,0.5933,-0.4067,32.5446,0.25,0.0,0.0923,2,9.3656,136.9444,52.0803,1.1056,0.9964,8,3,False
2025-07-27,12,normal,465.2632,584.1878,-118.9246,-20.36,70.8949,170.7268,242.9432,17.5849,1.7168,1.0531,0.0531,32.3057,0.2818,0.0,0.0,0,9.1953,103.4999,48.1933,0.8686,1.086,6,2,False
2025-07-27,13,normal,629.618,584.1878,45.4302,7.78,82.8107,186.6205,380.0637,19.5104,0.3664,1.011,0.011,33.3523,0.0,0.0,0.0,0,10.0513,126.836,48.9572,0.9919,1.0751,2,0,False
2025-07-27,14,normal,509.3703,584.1878,-74.8175,-12.81,91.1567,183.3863,256.9984,17.8738,4.2973,1.1282,0.1282,33.5281,0.25,0.0,0.0,0,9.8771,107.7132,46.2212,0.8703,1.1006,6,1,False
2025-07-27,15,normal,541.6978,584.1878,-42.49,-7.27,87.982,171.0307,313.0704,16.4983,13.887,1.422,0.422,32.9076,0.25,0.1062,0.0,0,9.2116,136.4709,53.5293,0.7553,0.8293,5,3,False
2025-07-27,16,normal,620.315,584.1878,36.1272,6.18,86.0431,207.1298,360.0634,19.5541,13.3671,0.5791,-0.4209,31.7592,0.235,0.0,0.3502,9,11.1559,116.7774,47.9903,1.1304,1.274,8,0,False
