fecha,sim_id,tipo,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo
2025-08-23,1,normal,425.4152,481.9284,-56.5132,-11.73,134.1513,183.2851,131.577,17.3854,6.2128,0.9042,-0.0958,64.8197,0.4592,0.0,0.1261,4,9.766,107.6129,68.0167,0.9676,0.8434,5,1,False
2025-08-23,2,normal,450.0228,481.9284,-31.9056,-6.62,137.9483,200.8331,173.7491,18.7399,43.7678,0.3253,-0.6747,64.8745,0.0,0.4592,0.1049,2,10.701,112.7588,59.3325,1.1053,1.2666,5,3,False
2025-08-23,3,normal,481.3831,481.9284,-0.5453,-0.11,144.1807,189.2763,176.0733,16.0034,12.1437,0.8059,-0.1941,62.5535,0.92,0.0,0.3206,6,10.0852,120.3646,43.7834,0.9517,1.0355,6,1,False
2025-08-23,4,normal,369.8257,481.9284,-112.1028,-23.26,132.8234,185.9798,80.2727,17.6589,11.5913,1.1797,0.1797,64.5085,0.0,0.0,0.0,0,9.9096,95.6937,51.5374,0.8533,0.9234,7,1,False
2025-08-23,5,normal,430.2382,481.9284,-51.6902,-10.73,127.1179,212.7888,162.4491,18.1318,53.9858,0.14,-0.86,62.7742,0.2092,0.4183,0.384,9,11.338,109.9624,44.0638,1.1458,0.8961,3,2,False
2025-08-23,6,normal,484.6665,481.9284,2.7381,0.57,142.0584,184.8723,183.6847,18.1736,7.7754,1.121,0.121,64.2742,0.25,0.0,0.0,0,9.8506,118.4035,55.8287,0.9521,1.3846,5,1,False
2025-08-23,7,normal,418.7077,481.9284,-63.2207,-13.12,131.7063,198.4442,124.7613,16.4208,19.7833,1.32,0.32,61.8157,0.25,0.0,0.0,0,10.5737,110.8093,48.9062,0.7805,1.0382,3,3,False
2025-08-23,8,normal,507.2096,481.9284,25.2812,5.25,152.406,170.874,231.3628,18.3179,29.1152,0.5335,-0.4665,62.4089,0.0,0.4592,0.0,0,9.1047,124.648,56.9885,1.047,1.2024,2,4,False
2025-08-23,9,normal,480.4646,481.9284,-1.4638,-0.3,144.05,188.8937,221.369,19.7159,54.1322,0.1537,-0.8463,63.9656,0.2092,0.0,0.371,6,10.0648,118.8192,49.9159,1.2567,0.9444,4,2,False
2025-08-23,10,normal,476.2384,481.9284,-5.69,-1.18,149.2003,183.4775,163.8298,18.1397,2.1294,0.9669,-0.0331,64.3357,0.25,0.0,0.1006,2,9.7762,116.0312,53.7361,1.0231,0.9653,5,3,False
2025-08-23,11,normal,449.2555,481.9284,-32.6729,-6.78,151.7396,168.2754,155.5768,18.0452,8.2911,0.8694,-0.1306,63.4951,0.2092,0.0589,0.0,0,8.9662,112.6527,42.9183,0.9593,1.0088,4,1,False
2025-08-23,12,normal,457.1567,481.9284,-24.7717,-5.14,144.9611,193.0077,141.6634,17.6669,4.8086,1.076,0.076,63.3012,0.25,0.0,0.0,0,10.284,110.4411,47.9963,0.938,0.9284,4,3,False
2025-08-23,13,normal,554.4973,481.9284,72.5689,15.06,150.9063,197.0799,227.7689,17.0347,4.2231,1.067,0.067,62.9897,0.4829,0.0,0.1493,4,10.501,133.5022,58.5914,0.9453,0.9171,7,2,False
2025-08-23,14,normal,418.4172,481.9284,-63.5112,-13.18,141.4097,191.1188,129.2954,15.6709,27.7358,1.4395,0.4395,63.1142,0.0323,0.25,0.0,0,10.1834,117.3115,53.1582,0.718,1.0446,7,5,False
2025-08-23,15,normal,456.4022,481.9284,-25.5262,-5.3,138.2919,192.6785,198.0593,17.4035,55.2239,0.14,-0.86,64.2139,0.5848,0.25,1.1205,17,10.2665,117.6081,48.0391,1.3007,0.9793,8,2,False
2025-08-23,16,normal,504.482,481.9284,22.5536,4.68,131.0171,185.3594,236.2591,19.3861,28.7675,0.5508,-0.4492,64.0451,0.2092,0.0,0.1192,2,9.8765,123.7328,50.1305,1.1166,1.4657,5,1,False
2025-08-23,17,normal,368.5673,481.9284,-113.3611,-23.52,128.4706,174.0665,127.4738,16.792,44.6517,0.3003,-0.6997,63.8153,0.4829,0.4592,0.8795,14,9.2748,106.3682,50.2736,1.2073,0.9528,6,4,False
2025-08-23,18,normal,490.5465,481.9284,8.6181,1.79,142.5518,169.8794,198.7183,17.7408,2.8622,0.9546,-0.0454,63.1101,0.2092,0.0,0.0,0,9.0517,123.4514,58.1871,0.9369,0.7657,5,2,False
2025-08-23,19,normal,420.389,481.9284,-61.5394,-12.77,133.0084,188.2135,123.6609,15.3984,9.0954,1.141,0.141,64.5288,0.5848,0.25,0.1344,4,10.0286,110.2936,47.8288,0.84,1.0753,7,4,False
2025-08-23,20,normal,511.8707,481.9284,29.9422,6.21,122.005,196.1373,216.3007,18.3861,4.1862,1.0659,0.0659,63.5253,0.0,0.0,0.0,0,10.4508,126.9377,55.049,0.9462,0.8255,4,1,False
2025-08-23,21,normal,530.3367,481.9284,48.4083,10.04,124.3692,175.5485,254.5279,18.5957,5.5132,1.0883,0.0883,62.4666,0.0323,0.0,0.0,0,9.3538,133.4159,46.3402,0.9803,1.0428,5,1,False
2025-08-23,22,normal,478.3863,481.9284,-3.5421,-0.73,145.0714,185.7241,174.5027,16.697,10.2148,1.1603,0.1603,63.7343,0.4592,0.0,0.0,0,9.8959,122.1208,52.1124,0.8982,0.726,4,4,False
2025-08-23,23,normal,370.5388,481.9284,-111.3896,-23.11,132.8007,180.9699,96.6994,15.8274,24.1038,1.3832,0.3832,62.8983,0.2092,0.0,0.0,0,9.6426,105.3959,50.9086,0.6872,0.8716,6,1,False
2025-08-23,24,normal,416.6299,481.9284,-65.2985,-13.55,125.2708,184.26,134.9992,17.6198,10.2803,1.16,0.16,64.25,0.2092,0.0,0.0,0,9.8179,109.0355,47.8993,0.9185,1.1024,8,3,False
2025-08-23,25,normal,407.0539,481.9284,-74.8745,-15.54,134.1678,200.0696,144.2898,16.7675,54.7059,0.14,-0.86,63.6115,0.7768,0.2092,1.3491,20,10.6603,111.4322,50.0069,1.3406,0.96,8,3,False
2025-08-23,26,normal,423.4292,481.9284,-58.4992,-12.14,135.0429,169.8152,170.1257,15.4866,36.0679,0.4325,-0.5675,63.5597,0.9592,0.25,0.0,0,9.0483,118.4224,57.5164,0.8912,0.7991,11,2,False
2025-08-23,27,normal,426.2743,481.9284,-55.6542,-11.55,130.5336,188.4968,136.781,17.8068,11.7303,1.1872,0.1872,62.6613,0.0,0.0589,0.0,0,10.0437,108.1536,52.3731,0.895,0.9261,6,2,False
2025-08-23,28,normal,493.3621,481.9284,11.4337,2.37,142.9658,188.2893,226.7439,20.3493,44.2876,0.3087,-0.6913,64.0654,0.0,0.0,0.3032,6,10.0326,119.4672,53.1693,1.2422,1.1054,3,1,False
2025-08-23,29,normal,442.4647,481.9284,-39.4637,-8.19,135.3772,184.2605,146.8977,16.7755,7.2952,1.1163,0.1163,62.7465,0.4183,0.0323,0.0,0,9.818,114.2252,44.8212,0.8965,1.4592,7,5,False
2025-08-23,30,normal,479.1294,481.9284,-2.799,-0.58,153.4384,176.0352,206.6948,17.3652,39.6739,0.3758,-0.6242,63.5585,0.5,0.25,0.4742,8,9.3797,121.6753,51.9215,1.1141,0.9131,2,2,False
2025-08-23,31,normal,437.3592,481.9284,-44.5692,-9.25,152.6422,174.6394,134.3198,17.5609,6.6813,0.8952,-0.1048,63.7799,0.442,0.0,0.0,0,9.3053,107.8799,48.4865,0.9477,0.9939,8,1,False
2025-08-23,32,normal,461.495,481.9284,-20.4334,-4.24,146.5361,194.9583,187.4353,18.8113,48.6235,0.2434,-0.7566,64.2679,0.3756,0.0,0.3377,5,10.388,115.1214,56.091,1.1922,0.8299,5,2,False
2025-08-23,33,normal,472.5857,481.9284,-9.3428,-1.94,127.6898,183.4804,218.6966,19.2683,38.0128,0.3972,-0.6028,63.0613,0.0,0.2092,0.4499,7,9.7764,121.5472,59.6195,1.1916,0.9319,6,1,False
2025-08-23,34,normal,432.9117,481.9284,-49.0167,-10.17,127.7017,207.3676,136.383,15.9181,22.6225,1.3562,0.3562,63.5038,0.0,0.25,0.0,0,11.0492,117.7995,56.1055,0.7092,0.8113,1,2,False
2025-08-23,35,normal,348.7468,481.9284,-133.1816,-27.64,122.9562,187.0667,89.3091,20.0248,30.5605,0.5201,-0.4799,63.6871,0.0,0.0,0.3377,5,9.9675,89.5991,48.6771,1.225,1.178,3,2,False
2025-08-23,36,normal,441.3693,481.9284,-40.5591,-8.42,140.1487,166.8384,154.5273,17.4792,2.6658,1.0417,0.0417,63.8584,0.2092,0.0,0.0,0,8.8897,115.1292,49.9744,0.8686,0.9879,4,0,False
