fecha,sim_id,tipo,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo
2025-08-19,1,normal,310.2246,355.6791,-45.4545,-12.78,65.4663,204.5493,109.9611,19.2244,50.5278,0.3598,-0.6402,78.9214,0.25,-0.0,0.0095,1,10.9825,109.6396,50.5813,1.1168,1.2956,3,1,False
2025-08-19,2,normal,398.8971,355.6791,43.218,12.15,59.0013,185.1342,205.4372,18.0975,32.5781,0.5777,-0.4223,77.1498,0.3656,0.0,0.0,0,9.9401,131.6695,56.5375,1.0275,0.9614,7,1,False
2025-08-19,3,normal,303.238,355.6791,-52.4411,-14.74,59.1955,185.8805,108.3254,17.8651,32.2983,0.5829,-0.4171,77.4427,0.5,0.0,0.3895,8,9.9802,108.1847,57.8177,1.1407,1.2128,7,3,False
2025-08-19,4,normal,305.5336,355.6791,-50.1455,-14.1,62.077,173.1099,152.9086,16.8524,65.7096,0.14,-0.86,76.4065,0.75,0.1683,0.4014,9,9.2945,117.4513,45.8839,1.1097,0.833,4,2,False
2025-08-19,5,normal,307.7055,355.6791,-47.9736,-13.49,70.0528,180.5736,81.9627,15.1209,9.7627,0.8747,-0.1253,77.9305,0.9915,0.0,0.0,0,9.6952,109.6702,50.9635,0.8312,0.7735,6,1,False
2025-08-19,6,normal,292.7678,355.6791,-62.9113,-17.69,67.3234,194.9458,51.5389,18.826,2.2144,1.0284,0.0284,77.8556,0.0,0.0,0.0,0,10.4669,97.128,48.7757,1.0128,1.1383,4,1,False
2025-08-19,7,normal,303.5935,355.6791,-52.0856,-14.64,72.012,185.1359,71.4221,17.1534,7.8231,0.9028,-0.0972,80.4857,0.5,0.0,0.1603,4,9.9402,108.2601,48.3876,0.9762,0.9985,6,1,False
2025-08-19,8,normal,323.5163,355.6791,-32.1628,-9.04,58.3877,181.0516,133.4781,18.7213,30.6799,0.6052,-0.3948,77.7125,0.0,0.2092,0.0,0,9.7209,114.9475,44.0373,1.0544,1.0187,3,2,False
2025-08-19,9,normal,320.3765,355.6791,-35.3026,-9.93,53.5136,169.3212,140.3724,17.8949,24.9359,0.6816,-0.3184,78.3102,0.3759,0.0,0.0,0,9.0911,118.798,54.5802,0.9901,0.9871,7,0,False
2025-08-19,10,normal,397.5714,355.6791,41.8923,11.78,57.188,182.1493,186.9264,17.4063,11.2861,1.1432,0.1432,78.8328,0.1156,0.0,0.0,0,9.7798,137.6275,43.8836,0.8633,1.1961,5,0,False
2025-08-19,11,normal,367.0131,355.6791,11.334,3.19,74.9178,187.6637,123.9052,16.581,2.8925,1.0366,0.0366,79.1207,0.1156,0.25,0.0,0,10.0759,121.9959,53.4772,0.8579,0.931,7,3,False
2025-08-19,12,normal,360.5849,355.6791,4.9059,1.38,50.8301,191.2474,149.73,16.6031,14.6195,1.187,0.187,78.1898,0.25,-0.0,0.0,0,10.2683,129.6772,49.8908,0.8215,1.0233,4,2,False
2025-08-19,13,normal,345.103,355.6791,-10.5761,-2.97,55.6136,201.5927,127.7177,18.3979,21.423,0.727,-0.273,78.4742,0.2092,0.0,0.0,0,10.8238,115.7303,41.4807,1.0406,0.8457,6,2,False
2025-08-19,14,normal,326.2641,355.6791,-29.415,-8.27,55.3996,200.1607,128.0196,16.6732,40.6425,0.4875,-0.5125,79.303,0.5518,0.25,0.6313,11,10.7469,116.2967,50.7772,1.1138,1.0493,4,2,False
2025-08-19,15,normal,377.2621,355.6791,21.583,6.07,63.358,181.3814,159.819,14.7799,12.5165,1.1602,0.1602,78.1541,0.5747,0.25,0.0,0,9.7386,136.5332,54.6744,0.7439,1.1641,6,3,False
2025-08-19,16,normal,311.5845,355.6791,-44.0946,-12.4,71.7016,200.9181,75.5873,19.0754,17.5471,0.7774,-0.2226,78.8118,0.0,0.0,0.0,0,10.7876,103.6652,41.8205,1.0416,0.8191,2,0,False
