fecha,sim_id,tipo,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_up_real [€/MWh],pi_disp_down_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo
2025-08-24,1,normal,253.1793,284.5217,-31.3424,-11.02,152.0671,83.8151,53.4536,34.2566,1.8999,1.0295,0.0295,64.3865,0.0,0.0,0.0,0,9.7825,8.0414,105.144,54.8492,0.9426,0.9458,4,1,False
2025-08-24,2,normal,251.045,284.5217,-33.4767,-11.77,153.2612,72.2177,90.2765,36.3891,28.3212,0.5435,-0.4565,62.0356,0.125,0.0,0.2214,8,8.4011,7.9655,109.5679,62.5657,1.2883,0.8335,4,1,False
2025-08-24,3,normal,286.687,284.5217,2.1653,0.76,156.3036,83.2248,96.7734,31.2953,18.3195,0.7096,-0.2904,63.0832,0.4397,-0.0,0.029,1,9.7147,7.9462,126.6953,52.5976,0.9926,0.8368,6,3,False
2025-08-24,4,normal,312.2729,284.5217,27.7512,9.75,158.5036,88.7744,101.1055,29.8113,6.2992,1.1014,0.1014,62.138,0.25,0.125,0.0,0,10.3585,8.6238,137.8506,47.2444,0.8029,0.9563,6,3,False
2025-08-24,5,normal,287.998,284.5217,3.4762,1.22,156.6807,73.2809,127.2224,32.0667,37.1192,0.4,-0.6,61.8654,0.375,0.1489,1.1071,23,8.5281,7.9581,119.1008,49.747,1.6229,0.8064,7,3,False
2025-08-24,6,normal,241.3367,284.5217,-43.185,-15.18,144.3134,83.1015,55.208,28.618,12.6681,1.2055,0.2055,61.6604,0.0,0.2992,0.0,0,9.6967,8.0686,116.3363,47.9833,0.6608,1.2143,7,4,False
2025-08-24,7,normal,293.8269,284.5217,9.3051,3.27,157.8666,77.9661,94.3388,34.5142,1.8305,1.0285,0.0285,64.1514,0.0,0.0,0.0,0,9.0749,8.4117,126.4932,52.8135,0.9445,1.092,6,0,False
2025-08-24,8,normal,258.6703,284.5217,-25.8514,-9.09,157.2891,83.1559,58.9247,30.2365,10.4629,1.1692,0.1692,61.8456,0.1241,-0.0,0.0,0,9.6898,8.5683,116.446,58.868,0.7148,1.0301,6,3,False
2025-08-24,9,normal,327.32,284.5217,42.7983,15.04,156.4551,83.5142,141.9256,35.5165,19.0585,0.7002,-0.2998,63.5654,0.0,0.125,0.1988,6,9.7287,8.7097,138.34,64.3178,1.2235,0.9972,1,3,False
2025-08-24,10,normal,310.3886,284.5217,25.8669,9.09,144.0967,77.3371,123.9252,32.8478,2.1227,0.965,-0.035,60.6681,0.1897,0.125,0.1541,5,9.0061,8.1788,133.6678,53.4233,1.0983,0.8914,6,3,False
