fecha,sim_id,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_ree [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_up_real [€/MWh],pi_disp_down_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos
2025-08-30,1,203.1109,289.707,-86.5961,-29.89,136.8194,86.0127,57.4094,35.8459,9.3892,31.8955,0.4,-0.6,53.1592,0.0,0.25,0.4362,15,9.9233,7.8148,83.893,112.3326,1.4017,0.7255,2,3
2025-08-30,2,288.9078,289.707,-0.7992,-0.28,126.8485,121.5706,80.3074,30.1765,0.0,9.6422,1.1838,0.1838,52.4578,0.0,0.0,0.0,0,14.0375,9.284,123.5119,226.1458,0.6426,0.7079,3,2
2025-08-30,3,357.3898,289.707,67.6829,23.36,132.1214,72.4984,198.4754,34.5273,3.698,7.48,0.861,-0.139,53.8064,0.1241,0.0,0.0116,1,8.3764,4.7615,160.2548,50.1109,1.0139,0.6071,6,0
2025-08-30,4,243.2521,289.707,-46.4549,-16.04,133.2134,73.9461,107.0092,35.691,7.4749,27.7508,0.4819,-0.5181,53.5639,0.0936,0.125,0.1088,4,8.5292,7.0173,107.8779,33.1258,1.2076,1.0817,4,2
2025-08-30,5,215.3662,289.707,-74.3408,-25.66,126.7686,67.1153,58.9842,32.2893,0.0,5.2127,1.0993,0.0993,52.4893,0.0,0.125,0.0,0,7.7293,8.1591,96.9199,56.7327,0.8595,1.8923,4,3
2025-08-30,6,227.5666,289.707,-62.1404,-21.45,129.8975,83.2173,50.93,30.8174,0.0,5.6608,1.107,0.107,52.9109,0.0,0.25,0.0,0,9.5888,9.3539,93.3913,47.1423,0.792,1.0828,1,2
2025-08-30,7,199.8708,289.707,-89.8362,-31.01,128.3409,73.4876,75.05,35.1625,15.316,26.5291,0.5038,-0.4962,53.4617,0.25,0.0,0.3622,13,8.479,6.5689,93.5109,22.876,1.329,0.4889,5,2
2025-08-30,8,300.3377,289.707,10.6307,3.67,134.7161,53.4554,191.456,36.531,19.933,22.8258,0.5703,-0.4297,53.1171,0.125,0.0,0.1613,5,6.1511,7.2563,144.1144,38.4148,1.2463,1.8867,4,1
2025-08-30,9,459.7676,289.707,170.0606,58.7,134.195,106.0531,280.1181,33.7854,0.0,26.8133,0.4945,-0.5055,53.0427,0.25,0.125,0.0,0,12.2482,7.734,190.4642,30.2495,1.1383,1.258,3,5
2025-08-30,10,171.0728,289.707,-118.6342,-40.95,127.5116,77.9095,8.9977,26.7492,0.0,16.5968,1.3184,0.3184,52.1181,0.0,0.0,0.0,0,8.9774,8.7263,69.3004,379.9944,0.3808,0.7319,5,2
