fecha,sim_id,tipo,beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_up_real [€/MWh],pi_disp_down_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo
2025-05-13,1,normal,285.1877,332.035,-46.8473,-14.11,174.0976,71.5884,80.549,35.2242,5.8231,1.1369,0.1369,42.5337,0.0,0.125,0.0,0,9.3975,7.6588,122.177,47.9367,0.6085,1.2809,4,3,False
2025-05-13,2,normal,334.2955,332.035,2.2605,0.68,179.1106,69.1036,127.5806,40.4473,1.0521,0.9756,-0.0244,43.0478,0.0,0.125,0.0,0,9.0603,8.0453,114.5685,56.7922,1.0508,1.2233,3,2,False
2025-05-13,3,normal,328.686,332.035,-3.349,-1.01,167.6001,70.4704,150.7592,39.6647,20.479,0.4978,-0.5022,40.7825,0.3436,0.0,0.0,0,9.2281,8.8829,119.9556,61.8454,1.1129,1.2616,4,1,False
2025-05-13,4,normal,289.0844,332.035,-42.9506,-12.94,168.7289,69.9463,90.3384,39.1492,0.78,1.0188,0.0188,41.509,0.0,0.125,0.0,0,9.1602,8.7744,98.0848,47.1861,0.943,0.9478,7,2,False
2025-05-13,5,normal,293.3307,332.035,-38.7043,-11.66,175.8565,74.1279,101.5354,40.6413,17.5478,0.5844,-0.4156,42.2195,0.0,0.2186,0.0422,3,9.7296,8.0079,96.8745,45.0862,1.1519,1.0966,6,3,False
2025-05-13,6,normal,351.6313,332.035,19.5963,5.9,172.6334,72.2489,149.1037,40.4951,1.8595,1.0439,0.0439,42.317,0.0,0.125,0.0,0,9.4846,7.7067,123.1576,48.5478,1.0802,0.7885,2,3,False
2025-05-13,7,normal,324.6585,332.035,-7.3765,-2.22,167.0765,73.231,125.8719,40.43,1.0908,1.0262,0.0262,41.651,0.0,0.0,0.0,0,9.5976,8.7597,116.8133,65.6313,1.0136,1.1234,5,3,False
2025-05-13,8,normal,296.2772,332.035,-35.7578,-10.77,172.7995,67.0576,99.9304,38.4892,5.0211,0.8823,-0.1177,42.667,0.0,0.25,0.0,0,8.7848,8.2392,103.7967,49.271,0.9718,1.0887,3,4,False
2025-05-13,9,normal,275.9885,332.035,-56.0465,-16.88,166.6762,68.8557,81.12,36.8076,3.8559,1.0914,0.0914,42.1854,0.125,0.125,0.0,0,9.0117,8.9759,100.58,49.8917,0.8116,0.9829,2,2,False
2025-05-13,10,normal,355.4938,332.035,23.4588,7.07,163.3697,65.8971,166.762,40.3957,0.1394,0.9966,-0.0034,40.8914,0.0,0.0,0.0,0,8.6229,8.6878,141.7232,47.9855,1.0097,1.1671,5,3,False
